Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,Jungle,DanDyx,Challenger - 1683 LP,70.2,750 / 318,Choi
#2,ADC,Impx,Challenger - 1208 LP,61.5,1106 / 692,Choi
#3,Jungle,Aela ,Challenger - 1206 LP,58.1,1026 / 740,MolscarZX
#4,Jungle,tarzaned,Challenger - 1047 LP,61.1,445 / 283,Tyler1
#5,Mid,Jarl Mid,Challenger - 811 LP,59.4,1059 / 723,Jarl
#6,Jungle,AttSeeker,Challenger - 754 LP,57.1,782 / 587,PaxVan
#7,Support,HelpingX,Challenger - 717 LP,58.5,981 / 695,Felixxx
#8,Top,Heimerdonger,Challenger - 683 LP,56.2,1208 / 943,TimoMacDonut
#9,Jungle,sandbox5,Challenger - 668 LP,57.2,835 / 626,
#10,Support,Fekker,Challenger - 652 LP,55.7,1180 / 940,Key
#11,Jungle,Kaltch,Challenger - 648 LP,56.1,1000 / 784,Princess
#12,Top,TopBot,Challenger - 616 LP,53.3,1526 / 1338,TangilBOT
#13,Jungle,Canyon,Challenger - 575 LP,58.6,1180 / 834,YamatoCannon
#14,Jungle,Shitfeather,Challenger - 574 LP,57.9,958 / 697,hiroli
#15,Mid,PawNx,Challenger - 563 LP,56.2,1096 / 854,Choi
#16,Mid,Etosh,Challenger - 552 LP,54.0,1058 / 903,Etosh
#17,Mid,Choky,Challenger - 549 LP,55.0,1208 / 988,Key
#18,Support,DieFliegendeKuh,Challenger - 538 LP,55.4,1074 / 864,doofboy13
#19,Jungle,Stupid Jungler,Challenger - 528 LP,59.8,921 / 620,PooPooPeePee
#20,Jungle,Wakes,Challenger - 502 LP,57.4,1314 / 977,alim
#21,Mid,Chovy,Challenger - 498 LP,55.5,1060 / 849,TheStriker9
#22,Jungle,Prime Bengi,Challenger - 495 LP,60.7,739 / 478,LDK
#23,Support,Rookie,Challenger - 490 LP,54.6,980 / 815,LordArtos
#24,Jungle,junglekek,Challenger - 488 LP,54.0,986 / 839,redeemer
#25,Top,Jarun,Challenger - 463 LP,52.2,1270 / 1163,Memersticks
#26,Support,unicornpetpetuwu,Challenger - 460 LP,53.4,1126 / 984,GamerGirls
#27,Support,SupBot,Challenger - 460 LP,53.4,1154 / 1009,TangilBOT
#28,ADC,Cryhard II,Challenger - 457 LP,54.6,1029 / 856,roysiggi
#29,Jungle,Nunu V2,Challenger - 456 LP,56.3,862 / 668,willchung1024
#30,Support,Keria,Challenger - 456 LP,52.4,1061 / 964,TheStriker9
#31,Mid,Mephisto,Challenger - 452 LP,54.3,1106 / 929,Zettohail
#32,Jungle,QQ Nino,Challenger - 448 LP,53.6,1066 / 922,Futaro
#33,Top,Salsa,Challenger - 440 LP,52.4,1697 / 1539,YungYiga
#34,Jungle,Umbral,Challenger - 437 LP,55.5,879 / 706,Indoraps
#35,Mid,EMFyels,Challenger - 437 LP,53.6,1213 / 1048,EMFyels
#36,Support,xplayz4dayz,Challenger - 435 LP,57.5,755 / 559,froggen
#37,Mid,Jess,Challenger - 429 LP,53.1,1118 / 988,WildChoas
#38,ADC,Ree-ason,Challenger - 423 LP,51.9,1364 / 1266,hmphree
#39,Mid,The_Ghost16,Challenger - 406 LP,54.9,839 / 689,Sb1
