Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,Support,Aqua,Challenger - 544 LP,68.3,368 / 171,Trindor
#2,Jungle,Pyosik,Challenger - 292 LP,62.2,582 / 353,TheStriker9
#3,ADC,T1 T1,Challenger - 159 LP,64.2,440 / 245,Soraka
#4,Jungle,Poppey,Challenger - 155 LP,57.8,657 / 480,NAVI
#5,Top,Zuko,Challenger - 125 LP,55.5,471 / 377,Lior
#6,Mid,Foxy,Challenger - 104 LP,55.7,428 / 341,Foxy
#7,Mid,BOOCAUWMOO,Challenger - 91 LP,54.7,510 / 422,BooCauwMoo
#8,Support,Anbeeld,Challenger - 86 LP,57.2,598 / 447,Anbeeld
#9,Mid,Seirilyvia,Challenger - 71 LP,50.7,412 / 400,Kythaela
#10,ADC,cryhard,Challenger - 55 LP,55.5,390 / 313,roysiggi
#11,Jungle,110110010011,Challenger - 53 LP,53.3,575 / 503,110110010011
#12,Mid,Giorno Giovanna,Challenger - 41 LP,57.4,425 / 316,Ithirul
#13,ADC,Deft,Challenger - 38 LP,60.8,488 / 315,TheStriker9
#14,Jungle,Bibi,Challenger - 10 LP,53.7,474 / 409,Troeton
#15,Mid,Hallend,Challenger - 9 LP,53.7,295 / 254,Hallend
#16,Support,Kutcher,Challenger - 8 LP,54.4,487 / 408,Terra
#17,ADC,Test4,Challenger - 6 LP,51.9,407 / 377,test
#18,Support,Tratz,Challenger - 1 LP,52.9,411 / 366,Tangil
#19,Top,Dumbass,Challenger - 1 LP,51.9,460 / 427,Key
#20,Mid,Frimmy23,Challenger - 1 LP,58.6,729 / 514,YoloMedic
#21,Mid,strawberry frog,Diamond I - 96 LP,50.6,391 / 382,annauwumarie
#22,Top,MJay,Diamond I - 93 LP,52.5,334 / 302,Tangil
#23,Jungle,Ceasarna,Diamond I - 92 LP,53.2,510 / 449,iampvm
#24,Mid,DOINB RYZE HACK,Diamond I - 90 LP,53.8,301 / 259,wiksonix
#25,Support,Keria,Diamond I - 87 LP,50.0,458 / 458,TheStriker9
#26,Top,SmackyB,Diamond I - 86 LP,52.3,482 / 439,Byumbi
#27,Top,RNG Letme,Diamond I - 82 LP,53.4,469 / 409,LPLAhri
#28,Top,迈特晒,Diamond I - 80 LP,52.8,478 / 427,sayluca
#29,Support,healslut,Diamond I - 74 LP,50.1,347 / 346,roysiggi
#30,Mid,violator,Diamond I - 73 LP,53.3,465 / 407,sanchesmemo
#31,Support,春夜蓝,Diamond I - 71 LP,53.6,409 / 354,sayluca
#32,Support,Emwues24,Diamond I - 68 LP,51.8,447 / 416,Jinxnator
#33,Mid,Tap,Diamond I - 66 LP,51.1,224 / 214,Tangil
#34,ADC,mind,Diamond I - 65 LP,52.8,457 / 408,schlafen
#35,Mid,Bye Bye Driver,Diamond I - 62 LP,52.3,501 / 457,110110010011
#36,Support,Jao,Diamond I - 61 LP,51.1,430 / 411,YoloMedic
#37,Support,R.Leg of Cauw,Diamond I - 59 LP,51.0,446 / 429,BooCauwMoo
#38,Jungle,JglBot,Diamond I - 55 LP,51.3,504 / 479,TangilBOT
#39,ADC,cblol00004,Diamond I - 55 LP,50.7,267 / 260,cblol
#40,Mid,Arteros,Diamond I - 51 LP,53.6,518 / 449,Anbeeld
#41,Top,SS Flandre,Diamond I - 48 LP,51.4,314 / 297,RNGFirefox
#42,Top,Salsa,Diamond I - 48 LP,56.3,591 / 458,YungYiga
#43,Top,xxaznpuppy32xx,Diamond I - 47 LP,54.8,607 / 500,GamerGirls
#44,Jungle,GG Bekhali,Diamond I - 47 LP,53.0,335 / 297,Mac
#45,Top,Funn1k,Diamond I - 46 LP,48.9,483 / 505,NAVI
#46,Top,DRX Deft,Diamond I - 46 LP,52.1,366 / 337,Tokyo Smurfer
#47,ADC,Nero,Diamond I - 45 LP,49.1,359 / 372,Yzeerf
#48,Mid,Salt,Diamond I - 44 LP,52.7,421 / 378,JMENDOZA
