Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,Jungle,Pyosik,Challenger - 346 LP,62.2,521 / 316,TheStriker9
#2,ADC,Deft,Challenger - 306 LP,62.0,393 / 241,TheStriker9
#3,Support,Aqua,Challenger - 305 LP,67.6,307 / 147,Trindor
#4,ADC,T1 T1,Challenger - 123 LP,63.8,344 / 195,Soraka
#5,Jungle,Poppey,Challenger - 119 LP,56.8,545 / 414,NAVI
#6,Support,Jao,Challenger - 77 LP,51.6,365 / 342,YoloMedic
#7,Top,xxaznpuppy32xx,Challenger - 71 LP,54.6,491 / 408,GamerGirls
#8,Top,AshenOne,Challenger - 58 LP,54.2,312 / 264,Fells
#9,Mid,Gezar,Challenger - 58 LP,57.6,316 / 233,Kai
#10,Mid,Frimmy23,Challenger - 49 LP,59.0,644 / 447,YoloMedic
#11,Mid,BOOCAUWMOO,Challenger - 48 LP,54.2,436 / 368,BooCauwMoo
#12,Mid,Foxy,Challenger - 36 LP,55.0,375 / 307,Foxy
#13,Top,Jodko,Challenger - 35 LP,52.1,349 / 321,Jinxnator
#14,Mid,Byumbert,Challenger - 33 LP,51.5,307 / 289,Byumbi
#15,Top,DRX Deft,Challenger - 28 LP,52.7,282 / 253,Tokyo Smurfer
#16,Support,Egirl champs onl,Challenger - 25 LP,55.6,456 / 364,Spooky
#17,Jungle,Gnima,Challenger - 21 LP,53.4,392 / 342,YoloMedic
#18,Support,Trick789,Challenger - 12 LP,55.3,267 / 216,Landmeeuw
#19,Top,迈特晒,Challenger - 10 LP,52.5,374 / 339,sayluca
#20,Mid,Giorno Giovanna,Challenger - 1 LP,56.9,358 / 271,Ithirul
#21,Mid,Arteros,Diamond I - 97 LP,53.0,429 / 381,Anbeeld
#22,Support,Kutcher,Diamond I - 97 LP,54.1,379 / 322,Terra
#23,ADC,cryhard,Diamond I - 95 LP,55.2,276 / 224,roysiggi
#24,Support,Maïwenn,Diamond I - 95 LP,50.9,386 / 372,DitIsDonny
#25,Support,Tratz,Diamond I - 93 LP,52.1,326 / 300,Tangil
#26,ADC,Goblin,Diamond I - 86 LP,51.9,284 / 263,Ghacobe
#27,ADC,mind,Diamond I - 85 LP,52.7,363 / 326,schlafen
#28,Jungle,110110010011,Diamond I - 84 LP,52.7,402 / 361,110110010011
#29,Support,GeT OutFlayed,Diamond I - 80 LP,50.2,221 / 219,Mac
#30,Top,RNG Letme,Diamond I - 76 LP,52.8,386 / 345,LPLAhri
#31,Mid,Seirilyvia,Diamond I - 75 LP,48.4,329 / 351,Kythaela
#32,ADC,Bilbo Gaggins,Diamond I - 73 LP,52.3,312 / 285,ImagineBaggins
#33,Top,Zuko,Diamond I - 72 LP,53.4,380 / 331,Lior
#34,Jungle,time,Diamond I - 60 LP,52.1,295 / 271,schlafen
#35,ADC,Geekymanxnlx,Diamond I - 58 LP,51.3,455 / 432,DitIsDonny
#36,Top,Top,Diamond I - 56 LP,54.2,291 / 246,jksad
#37,Mid,Bye Bye Driver,Diamond I - 54 LP,50.3,342 / 338,110110010011
#38,ADC,Jotaro Kujo,Diamond I - 53 LP,54.7,433 / 358,Ithirul
#39,Support,SEXY TAHM,Diamond I - 47 LP,50.6,270 / 264,HailOfBladesTahm
#40,ADC,Vahvel,Diamond I - 43 LP,54.0,254 / 216,sanchesmemo
#41,Jungle,Zevton,Diamond I - 40 LP,52.9,334 / 297,polop900
#42,Top,Punchaubuns,Diamond I - 39 LP,51.7,288 / 269,LumiFumi
#43,Jungle,David Chen,Diamond I - 39 LP,50.0,364 / 364,DitIsDonny
#44,Jungle,Pheoldre,Diamond I - 38 LP,50.3,377 / 372,Kythaela
#45,Top,Amouranth,Diamond I - 37 LP,52.6,482 / 435,Simp
#46,ADC,fulltag,Diamond I - 36 LP,52.9,243 / 216,Tangil
