Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,Support,Aqua,Challenger - 474 LP,68.0,361 / 170,Trindor
#2,Jungle,Pyosik,Challenger - 258 LP,62.0,577 / 353,TheStriker9
#3,ADC,T1 T1,Challenger - 187 LP,64.1,425 / 238,Soraka
#4,Jungle,Poppey,Challenger - 176 LP,57.7,642 / 471,NAVI
#5,Mid,Foxy,Challenger - 113 LP,55.6,420 / 336,Foxy
#6,Top,Zuko,Challenger - 107 LP,55.2,454 / 369,Lior
#7,ADC,Kadlin,Challenger - 95 LP,55.0,420 / 343,Jinxnator
#8,Mid,Seirilyvia,Challenger - 83 LP,50.1,387 / 385,Kythaela
#9,Mid,Giorno Giovanna,Challenger - 81 LP,57.7,410 / 301,Ithirul
#10,Mid,BOOCAUWMOO,Challenger - 79 LP,54.5,496 / 414,BooCauwMoo
#11,Support,Kutcher,Challenger - 55 LP,54.7,468 / 388,Terra
#12,Top,DoinB,Challenger - 45 LP,52.1,462 / 424,LordArtos
#13,Mid,Bye Bye Driver,Challenger - 26 LP,52.5,481 / 436,110110010011
#14,ADC,Deft,Challenger - 20 LP,60.8,468 / 302,TheStriker9
#15,Support,Anbeeld,Challenger - 12 LP,56.8,570 / 433,Anbeeld
#16,Jungle,cblol00002,Challenger - 9 LP,51.1,338 / 324,cblol
#17,ADC,Jotaro Kujo,Diamond I - 96 LP,55.3,519 / 419,Ithirul
#18,Top,Dumbass,Diamond I - 93 LP,51.7,440 / 411,Key
#19,ADC,cblol00004,Diamond I - 87 LP,51.2,244 / 233,cblol
#20,Jungle,110110010011,Diamond I - 87 LP,52.8,550 / 491,110110010011
#21,ADC,cryhard,Diamond I - 87 LP,54.8,368 / 303,roysiggi
#22,ADC,Reign,Diamond I - 81 LP,51.9,467 / 432,ephemeral
#23,Mid,Arteros,Diamond I - 81 LP,53.7,498 / 430,Anbeeld
#24,Mid,Frimmy23,Diamond I - 80 LP,58.6,708 / 500,YoloMedic
#25,Top,Top,Diamond I - 80 LP,54.3,370 / 312,jksad
#26,ADC,Goblin,Diamond I - 80 LP,51.9,354 / 328,Ghacobe
#27,Support,Tratz,Diamond I - 76 LP,52.7,392 / 352,Tangil
#28,Jungle,Sparrow,Diamond I - 73 LP,49.2,413 / 426,Anbeeld
#29,Jungle,Ceasarna,Diamond I - 68 LP,52.8,472 / 422,iampvm
#30,Mid,DOINB RYZE HACK,Diamond I - 67 LP,53.4,282 / 246,wiksonix
#31,Support,Tiriana,Diamond I - 66 LP,51.6,423 / 396,Kythaela
#32,Top,RNG Letme,Diamond I - 64 LP,53.2,453 / 398,LPLAhri
#33,Support,春夜蓝,Diamond I - 64 LP,53.4,384 / 335,sayluca
#34,Support,Lambo Bambo,Diamond I - 61 LP,51.1,416 / 398,Byumbi
#35,Mid,strawberry frog,Diamond I - 60 LP,50.1,376 / 375,annauwumarie
#36,Top, IG TheShy,Diamond I - 59 LP,53.5,377 / 328,Oafers
#37,Jungle,GG Bekhali,Diamond I - 59 LP,53.0,313 / 278,Mac
#38,Support,Hisher,Diamond I - 58 LP,57.4,243 / 180,polop900
#39,ADC,BöllerBusch,Diamond I - 57 LP,52.1,455 / 419,Jungler1337
#40,Top,DRX Deft,Diamond I - 54 LP,52.3,348 / 317,Tokyo Smurfer
#41,Support,Emwues24,Diamond I - 54 LP,51.4,413 / 390,Jinxnator
#42,Top,Smug Egirl Owo,Diamond I - 53 LP,52.8,330 / 295,FunnyClown
#43,Support,MUD Ogre,Diamond I - 52 LP,52.7,450 / 404,Randomness12
#44,Support,Import Slot 1,Diamond I - 50 LP,50.6,262 / 256,CoachYouGen
#45,Jungle,Gnima,Diamond I - 49 LP,53.3,470 / 411,YoloMedic
#46,Support,Egirl champs onl,Diamond I - 49 LP,55.2,524 / 425,Spooky
#47,Top,Broly,Diamond I - 46 LP,51.1,322 / 308,CrimsonEcho
#48,Support,strawberry cow,Diamond I - 46 LP,49.9,411 / 413,annauwumarie
#49,Mid,GummyBear,Diamond I - 45 LP,53.4,422 / 369,Spezza
#50,ADC,TES Jackeylove,Diamond I - 43 LP,51.9,455 / 422,LPLAhri
#51,Jungle,Test2,Diamond I - 43 LP,51.4,381 / 360,test
#52,Top,MJay,Diamond I - 43 LP,51.8,310 / 288,Tangil
#53,Mid,Salt,Diamond I - 42 LP,52.4,393 / 357,JMENDOZA
#54,Jungle,David Chen,Diamond I - 42 LP,49.9,439 / 440,DitIsDonny
#55,Jungle,Jinxnator,Diamond I - 42 LP,53.0,483 / 429,Jinxnator
#56,Mid,whygar player,Diamond I - 40 LP,51.3,440 / 418,roysiggi
#57,Top,AJDG Light,Diamond I - 40 LP,50.3,297 / 293,Lightandhope
#58,ADC,Steven,Diamond I - 38 LP,49.8,366 / 369,ovenjohnson
#59,Jungle,Zevton,Diamond I - 38 LP,52.9,397 / 353,polop900
#60,ADC,PepeLaugh,Diamond I - 38 LP,48.4,491 / 523,LS
#61,Jungle,Pheoldre,Diamond I - 38 LP,50.0,441 / 441,Kythaela
#62,Jungle,Blaze,Diamond I - 37 LP,50.6,385 / 376,Hit_Critical
#63,Support,Maïwenn,Diamond I - 37 LP,51.4,475 / 449,DitIsDonny
#64,Support,Sadex,Diamond I - 37 LP,48.4,309 / 330,Spezza
#65,ADC,AJDG Angel,Diamond I - 36 LP,49.2,356 / 367,Lightandhope
#66,Top,xxaznpuppy32xx,Diamond I - 36 LP,54.6,583 / 484,GamerGirls
#67,Jungle,Topener,Diamond I - 33 LP,49.4,382 / 392,Byumbi
#68,Mid,Vergil,Diamond I - 32 LP,50.6,360 / 351,Yzeerf
#69,Mid,Person201,Diamond I - 31 LP,50.1,240 / 239,LumiFumi
#70,Top,Amouranth,Diamond I - 31 LP,52.7,590 / 530,Simp
