Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,Support,Aqua,Challenger - 304 LP,67.8,290 / 138,Trindor
#2,ADC,Deft,Challenger - 295 LP,60.9,328 / 211,TheStriker9
#3,Jungle,Pyosik,Challenger - 260 LP,61.4,451 / 283,TheStriker9
#4,Jungle,Poppey,Challenger - 101 LP,56.6,524 / 402,NAVI
#5,ADC,T1 T1,Challenger - 96 LP,63.7,324 / 185,Soraka
#6,Top,xxaznpuppy32xx,Challenger - 67 LP,54.4,454 / 380,GamerGirls
#7,Support,BoquitaCampeon,Challenger - 54 LP,55.7,248 / 197,Jon_14
#8,Support,Anbeeld,Challenger - 53 LP,56.9,409 / 310,Anbeeld
#9,Mid,Frimmy23,Challenger - 36 LP,59.4,552 / 378,YoloMedic
#10,Mid,whygar player,Challenger - 22 LP,53.2,311 / 274,roysiggi
#11,Mid,Arteros,Challenger - 18 LP,52.2,358 / 328,Anbeeld
#12,Top,Destructoid,Challenger - 8 LP,51.4,340 / 321,YoloMedic
#13,Support,Trick789,Challenger - 2 LP,55.1,239 / 195,Landmeeuw
#14,ADC,cryhard,Challenger - 2 LP,55.0,224 / 183,roysiggi
#15,Jungle,Bibi,Diamond I - 94 LP,53.9,336 / 287,Troeton
#16,Top,Salsa,Diamond I - 87 LP,58.2,448 / 322,YungYiga
#17,Mid,PepeCool,Diamond I - 79 LP,51.8,376 / 350,LS
#18,Support,strawberry cow,Diamond I - 75 LP,50.6,298 / 291,annauwumarie
#19,Mid,BOOCAUWMOO,Diamond I - 71 LP,53.2,389 / 342,BooCauwMoo
#20,Mid,MidBot,Diamond I - 70 LP,51.9,318 / 295,TangilBOT
#21,Top,RNG Letme,Diamond I - 69 LP,52.3,343 / 313,LPLAhri
#22,Support,iEnygma,Diamond I - 66 LP,50.7,248 / 241,EG Voutocu
#23,Support,unicornpetpetuwu,Diamond I - 62 LP,47.5,302 / 334,GamerGirls
#24,ADC,Jotaro Kujo,Diamond I - 58 LP,54.6,387 / 322,Ithirul
#25,ADC,fulltag,Diamond I - 58 LP,53.4,199 / 174,Tangil
#26,Mid,Byumbert,Diamond I - 56 LP,50.0,246 / 246,Byumbi
#27,ADC,Sylmarae,Diamond I - 54 LP,54.4,372 / 312,Kythaela
#28,ADC,BöllerBusch,Diamond I - 51 LP,52.1,333 / 306,Jungler1337
#29,Mid,Lucius ,Diamond I - 49 LP,51.7,239 / 223,Jungler1337
#30,ADC,Kadlin,Diamond I - 48 LP,55.6,300 / 240,Jinxnator
#31,ADC,TPOPIS,Diamond I - 46 LP,49.8,290 / 292,Byumbi
#32,Support,Emwues24,Diamond I - 45 LP,50.6,294 / 287,Jinxnator
#33,Jungle,Ceasarna,Diamond I - 40 LP,53.2,340 / 299,iampvm
#34,Jungle,EG Voutocu,Diamond I - 40 LP,52.1,342 / 314,EG Voutocu
#35,Top,AshenOne,Diamond I - 38 LP,52.7,257 / 231,Fells
#36,Support,Egirl champs onl,Diamond I - 37 LP,55.0,395 / 323,Spooky
#37,Jungle,MexicanPidgeon,Diamond I - 37 LP,51.2,298 / 284,LumiFumi
#38,Jungle,Gnima,Diamond I - 37 LP,52.3,325 / 297,YoloMedic
#39,Mid,Frethborn,Diamond I - 36 LP,50.8,268 / 260,Jinxnator
#40,Jungle,JglBot,Diamond I - 35 LP,49.9,324 / 325,TangilBOT
#41,Mid,Giorno Giovanna,Diamond I - 35 LP,56.3,311 / 241,Ithirul
#42,Jungle,Zwijaczloli,Diamond I - 34 LP,51.0,199 / 191,NoszczaKrul
#43,Jungle,Blaze,Diamond I - 34 LP,50.5,278 / 273,Hit_Critical
#44,Mid,BottleCaps,Diamond I - 34 LP,51.0,275 / 264,Phost
#45,Mid,Salt,Diamond I - 33 LP,52.6,290 / 261,JMENDOZA
#46,Top,SmackyB,Diamond I - 33 LP,51.7,315 / 294,Byumbi
#47,Support,CoreJJ,Diamond I - 31 LP,51.0,312 / 300,Opticreed
#48,Jungle,110110010011,Diamond I - 29 LP,53.2,342 / 301,110110010011
#49,Jungle,Zevton,Diamond I - 28 LP,52.4,276 / 251,polop900
#50,Top,Doran,Diamond I - 27 LP,49.1,272 / 282,TheStriker9
#51,Top,circles,Diamond I - 26 LP,51.9,249 / 231,kokoko
#52,Support,KuroKy,Diamond I - 25 LP,49.3,320 / 329,NAVI
#53,Mid,Totoro the duck,Diamond I - 23 LP,49.9,275 / 276,Kuury
#54,Support,Tiriana,Diamond I - 23 LP,51.7,317 / 296,Kythaela
#55,Top,AJDG Light,Diamond I - 23 LP,51.4,209 / 198,Lightandhope
#56,Support,SEXY TAHM,Diamond I - 22 LP,49.3,220 / 226,HailOfBladesTahm
#57,Top,MJay,Diamond I - 22 LP,50.5,199 / 195,Tangil
#58,Support,Jao,Diamond I - 20 LP,50.3,309 / 305,YoloMedic
#59,Mid,Flame,Diamond I - 20 LP,51.3,279 / 265,Hit_Critical
#60,ADC,Prodigy,Diamond I - 20 LP,51.5,207 / 195,CoachYouGen
#61,Top,DRX Deft,Diamond I - 20 LP,51.8,239 / 222,Tokyo Smurfer
#62,Support,R.Leg of Cauw,Diamond I - 18 LP,50.7,310 / 301,BooCauwMoo
#63,Top,迈特晒,Diamond I - 18 LP,51.3,307 / 292,sayluca
#64,Mid,GummyBear,Diamond I - 18 LP,53.8,328 / 282,Spezza
#65,Jungle,NerfJarvan,Diamond I - 17 LP,54.0,190 / 162,Jon_14
#66,Support,Kutcher,Diamond I - 16 LP,53.0,322 / 286,Terra
#67,Top, IG TheShy,Diamond I - 16 LP,53.7,269 / 232,Oafers
#68,Support,Xpecial,Diamond I - 15 LP,50.9,299 / 288,Soraka
#69,ADC,Kudor88888882141,Diamond I - 15 LP,51.6,302 / 283,Mac
#70,Jungle,420~truaznkity,Diamond I - 15 LP,48.7,305 / 321,GamerGirls
#71,ADC,SelfishPanda,Diamond I - 15 LP,55.2,292 / 237,Mekaki
#72,Top,Large brain,Diamond I - 15 LP,54.3,219 / 184,snakemaster56
#73,Top,Top,Diamond I - 14 LP,54.3,251 / 211,jksad
#74,Jungle,Jinxnator,Diamond I - 14 LP,52.4,357 / 324,Jinxnator
#75,Top,Zuko,Diamond I - 14 LP,52.9,315 / 280,Lior
#76,ADC,Geekymanxnlx,Diamond I - 14 LP,51.0,387 / 372,DitIsDonny
#77,Top,strawberry snail,Diamond I - 14 LP,53.0,309 / 274,annauwumarie
#78,Jungle,Superb,Diamond I - 13 LP,50.5,298 / 292,Spezza
#79,ADC,Reign,Diamond I - 12 LP,51.2,335 / 319,ephemeral
#80,Jungle,woope,Diamond I - 11 LP,51.3,252 / 239,sanchesmemo
#81,Jungle,jungle gap,Diamond I - 11 LP,50.3,223 / 220,crithitfail
#82,Support,MUD Ogre,Diamond I - 10 LP,51.9,327 / 303,Randomness12
#83,ADC,Goblin,Diamond I - 10 LP,51.1,233 / 223,Ghacobe
#84,Top,Mr The Rat King,Diamond I - 9 LP,54.3,265 / 223,DangerousMolerat
#85,Support,Fells,Diamond I - 9 LP,50.8,254 / 246,Fells
#86,Mid,Gezar,Diamond I - 8 LP,56.5,257 / 198,Kai
#87,Support,Alder88,Diamond I - 8 LP,48.4,197 / 210,LumiFumi
#88,ADC,PlayFlexible,Diamond I - 7 LP,50.2,218 / 216,Jon_14
#89,Jungle,Sparrow,Diamond I - 7 LP,48.9,282 / 295,Anbeeld
#90,Top,Jodko,Diamond I - 6 LP,50.4,281 / 277,Jinxnator
#91,ADC,Steven,Diamond I - 6 LP,50.5,255 / 250,ovenjohnson
#92,Mid,Foxy,Diamond I - 4 LP,54.2,326 / 276,Foxy
#93,Mid,Vergil,Diamond I - 4 LP,50.5,265 / 260,Yzeerf
#94,Support,春夜蓝,Diamond I - 2 LP,54.5,255 / 213,sayluca
#95,Support,ZaZa,Diamond I - 1 LP,47.5,265 / 293,ephemeral
#96,ADC,Kogglemoggle,Diamond I - 1 LP,50.8,224 / 217,Sinker
#97,Support,Tratz,Diamond I - 0 LP,51.2,282 / 269,Tangil
#98,Top,Punchaubuns,Diamond II - 99 LP,52.6,242 / 218,LumiFumi
#99,Top,Amouranth,Diamond II - 97 LP,51.9,425 / 394,Simp
#100,Top,SS Flandre,Diamond II - 96 LP,53.7,216 / 186,RNGFirefox
