Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,Support,Aqua,Challenger - 525 LP,68.3,353 / 164,Trindor
#2,Jungle,Pyosik,Challenger - 260 LP,62.0,572 / 350,TheStriker9
#3,Jungle,Poppey,Challenger - 165 LP,57.4,618 / 458,NAVI
#4,ADC,T1 T1,Challenger - 155 LP,64.1,408 / 229,Soraka
#5,ADC,Deft,Challenger - 148 LP,61.8,451 / 279,TheStriker9
#6,Top,Zuko,Challenger - 135 LP,54.8,436 / 359,Lior
#7,Mid,BOOCAUWMOO,Challenger - 94 LP,54.5,482 / 403,BooCauwMoo
#8,Mid,Bye Bye Driver,Challenger - 82 LP,52.5,461 / 417,110110010011
#9,Mid,Giorno Giovanna,Challenger - 81 LP,57.7,399 / 293,Ithirul
#10,Jungle,110110010011,Challenger - 79 LP,53.0,526 / 467,110110010011
#11,Mid,Gezar,Challenger - 72 LP,57.6,350 / 258,Kai
#12,Top,xxaznpuppy32xx,Challenger - 67 LP,55.0,558 / 456,GamerGirls
#13,Mid,Foxy,Challenger - 63 LP,55.2,410 / 333,Foxy
#14,Mid,Arteros,Challenger - 42 LP,53.8,479 / 412,Anbeeld
#15,ADC,cryhard,Challenger - 20 LP,55.2,349 / 283,roysiggi
#16,Support,Lambo Bambo,Challenger - 16 LP,51.2,396 / 377,Byumbi
#17,Mid,Seirilyvia,Challenger - 15 LP,49.2,365 / 377,Kythaela
#18,Top,DRX Deft,Challenger - 11 LP,52.8,335 / 300,Tokyo Smurfer
#19,Support,Maïwenn,Challenger - 8 LP,51.7,457 / 427,DitIsDonny
#20,ADC,Kadlin,Challenger - 5 LP,54.4,391 / 328,Jinxnator
#21,Top,Test1,Challenger - 5 LP,49.5,322 / 328,test
#22,Support,Kutcher,Diamond I - 98 LP,54.2,440 / 372,Terra
#23,ADC,SelfishPanda,Diamond I - 94 LP,54.7,388 / 321,Mekaki
#24,Jungle,GG Bekhali,Diamond I - 89 LP,53.0,296 / 262,Mac
#25,Top,Top,Diamond I - 85 LP,54.1,353 / 299,jksad
#26,Mid,MidBot,Diamond I - 85 LP,51.8,456 / 424,TangilBOT
#27,Top,RNG Letme,Diamond I - 77 LP,53.2,435 / 383,LPLAhri
#28,ADC,Reign,Diamond I - 76 LP,51.8,450 / 419,ephemeral
#29,Jungle,MexicanPidgeon,Diamond I - 73 LP,51.4,391 / 369,LumiFumi
#30,Support,Anbeeld,Diamond I - 70 LP,56.5,539 / 415,Anbeeld
#31,Top,DoinB,Diamond I - 70 LP,51.7,440 / 411,LordArtos
#32,Jungle,JglBot,Diamond I - 68 LP,50.8,459 / 444,TangilBOT
#33,Top,TheHentaiKing,Diamond I - 66 LP,51.2,340 / 324,DitIsDonny
#34,ADC,cblol00004,Diamond I - 65 LP,50.6,225 / 220,cblol
#35,Jungle,4evrfloral,Diamond I - 62 LP,50.5,266 / 261,PokeEdits
#36,Top, IG TheShy,Diamond I - 60 LP,53.5,361 / 314,Oafers
#37,Top,Mr The Rat King,Diamond I - 56 LP,54.6,377 / 313,DangerousMolerat
#38,Mid,Nick,Diamond I - 55 LP,54.8,224 / 185,ovenjohnson
#39,Support,Tiriana,Diamond I - 54 LP,51.5,403 / 380,Kythaela
#40,Support,Egirl champs onl,Diamond I - 52 LP,55.2,505 / 410,Spooky
#41,Jungle,Gnima,Diamond I - 52 LP,53.3,453 / 397,YoloMedic
#42,Top,Salsa,Diamond I - 51 LP,56.5,556 / 428,YungYiga
#43,ADC,AJDG Angel,Diamond I - 51 LP,48.9,333 / 348,Lightandhope
#44,Mid,Byumbert,Diamond I - 51 LP,51.3,344 / 326,Byumbi
#45,ADC,Rikish,Diamond I - 48 LP,50.6,267 / 261,polop900
#46,Support,FPX Crisp,Diamond I - 46 LP,50.7,375 / 364,LPLAhri
#47,Top,AshenOne,Diamond I - 45 LP,53.1,355 / 314,Fells
#48,Jungle,cblol00002,Diamond I - 45 LP,50.4,312 / 307,cblol
#49,Support,BoquitaCampeon,Diamond I - 43 LP,54.2,333 / 281,Jon_14
#50,Support,GeT OutFlayed,Diamond I - 43 LP,50.1,266 / 265,Mac
#51,Support,春夜蓝,Diamond I - 42 LP,53.2,371 / 327,sayluca
#52,Top,Amouranth,Diamond I - 42 LP,52.5,562 / 509,Simp
#53,Support,Keria,Diamond I - 42 LP,49.5,415 / 424,TheStriker9
#54,Mid,Dendi,Diamond I - 41 LP,52.4,388 / 352,NAVI
#55,Support,cblol00005,Diamond I - 41 LP,50.2,287 / 285,cblol
#56,Support,Jao,Diamond I - 40 LP,51.0,404 / 388,YoloMedic
#57,Support,Tratz,Diamond I - 40 LP,52.2,371 / 340,Tangil
#58,Mid,Cat Mid,Diamond I - 40 LP,50.6,257 / 251,kkdj20
#59,Mid,DOINB RYZE HACK,Diamond I - 36 LP,52.9,265 / 236,wiksonix
#60,Top,MJay,Diamond I - 36 LP,51.5,293 / 276,Tangil
#61,Top,迈特晒,Diamond I - 35 LP,52.2,438 / 401,sayluca
#62,Mid,Frimmy23,Diamond I - 35 LP,58.4,687 / 490,YoloMedic
#63,ADC,Goblin,Diamond I - 34 LP,51.4,334 / 316,Ghacobe
#64,Jungle,strawberry cat,Diamond I - 33 LP,49.9,420 / 422,annauwumarie
#65,ADC,Test4,Diamond I - 32 LP,51.5,371 / 349,test
#66,Jungle,Kong,Diamond I - 32 LP,52.1,426 / 391,YungYiga
#67,Mid,strawberry frog,Diamond I - 31 LP,49.7,358 / 363,annauwumarie
#68,Jungle,Garrosh,Diamond I - 31 LP,50.0,252 / 252,Fells
#69,Jungle,Superb,Diamond I - 31 LP,51.0,397 / 382,Spezza
#70,Top,SmackyB,Diamond I - 31 LP,51.5,420 / 395,Byumbi
#71,Support,strawberry cow,Diamond I - 30 LP,49.6,396 / 402,annauwumarie
#72,ADC,Jotaro Kujo,Diamond I - 30 LP,54.8,494 / 408,Ithirul
#73,Support,Alder88,Diamond I - 30 LP,48.1,277 / 299,LumiFumi
#74,Support,SEXY TAHM,Diamond I - 27 LP,51.0,306 / 294,HailOfBladesTahm
#75,Mid,Frethborn,Diamond I - 24 LP,50.4,355 / 350,Jinxnator
#76,ADC,Prodigy,Diamond I - 24 LP,50.2,309 / 306,CoachYouGen
#77,Top,Dumbass,Diamond I - 23 LP,51.3,422 / 401,Key
#78,ADC,fulltag,Diamond I - 22 LP,53.2,298 / 262,Tangil
#79,Top,AJDG Light,Diamond I - 22 LP,49.9,275 / 276,Lightandhope
#80,ADC,lilcutiepaipee,Diamond I - 20 LP,49.2,335 / 346,GamerGirls
#81,Support,Trick789,Diamond I - 20 LP,54.5,315 / 263,Landmeeuw
#82,ADC,Japan,Diamond I - 19 LP,51.6,264 / 248,LuvLetter
#83,Mid,GummyBear,Diamond I - 18 LP,53.1,406 / 359,Spezza
#84,Support,CoreJJ,Diamond I - 18 LP,50.9,382 / 369,Opticreed
#85,Mid,reality,Diamond I - 16 LP,49.2,306 / 316,schlafen
#86,Mid,Totoro the duck,Diamond I - 16 LP,48.9,357 / 373,Kuury
#87,Jungle,Bilbo Waggins,Diamond I - 16 LP,48.8,277 / 291,ImagineBaggins
#88,Jungle,Zevton,Diamond I - 15 LP,52.9,382 / 340,polop900
#89,Jungle,Achates,Diamond I - 15 LP,49.2,316 / 326,Hallend
#90,Support,iEnygma,Diamond I - 14 LP,49.9,321 / 322,EG Voutocu
#91,Jungle,Bibi,Diamond I - 14 LP,53.1,426 / 377,Troeton
#92,Support,Sadex,Diamond I - 14 LP,48.0,291 / 315,Spezza
#93,ADC,GNR.UZI,Diamond I - 13 LP,49.2,361 / 372,theshy
#94,Jungle,DanDy,Diamond I - 13 LP,49.4,310 / 318,minimike97
#95,Jungle,Sparrow,Diamond I - 13 LP,48.7,388 / 408,Anbeeld
#96,Top,MrBochka,Diamond I - 13 LP,51.1,429 / 411,Anbeeld
#97,Support,Fells,Diamond I - 12 LP,51.7,352 / 329,Fells
#98,Support,Import Slot 1,Diamond I - 11 LP,49.7,241 / 244,CoachYouGen
#99,ADC,TPOPIS,Diamond I - 11 LP,49.9,387 / 389,Byumbi
#100,Top,Kritz,Diamond I - 11 LP,48.7,321 / 338,polop900
