Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,Jungle,DanDyx,Challenger - 2832 LP,70.7,982 / 407,Choi
#2,Jungle,Aela ,Challenger - 1544 LP,57.7,1228 / 899,MolscarZX
#3,ADC,Impx,Challenger - 1382 LP,60.4,1549 / 1017,Choi
#4,Top,Heimerdonger,Challenger - 1082 LP,56.3,2024 / 1570,TimoMacDonut
#5,Jungle,tarzaned,Challenger - 997 LP,59.1,528 / 365,Tyler1
#6,Mid,Jarl Mid,Challenger - 907 LP,59.0,1394 / 970,Jarl
#7,Support,HelpingX,Challenger - 896 LP,58.1,1376 / 993,Felixxx
#8,Jungle,Prime Bengi,Challenger - 798 LP,60.2,1163 / 769,LDK
#9,Mid,Etosh,Challenger - 769 LP,54.5,1646 / 1373,Etosh
#10,Jungle,AttSeeker,Challenger - 761 LP,56.5,1034 / 797,PaxVan
#11,Jungle,sandbox5,Challenger - 724 LP,56.4,1167 / 903,
#12,Support,unicornpetpetuwu,Challenger - 677 LP,54.0,1681 / 1431,GamerGirls
#13,Support,Princess,Challenger - 666 LP,53.2,2111 / 1858,Princess
#14,ADC,Cryhard II,Challenger - 665 LP,53.7,1874 / 1613,roysiggi
#15,Jungle,Wakes,Challenger - 643 LP,57.4,1640 / 1217,alim
#16,Jungle,Stupid Jungler,Challenger - 640 LP,58.8,1272 / 891,PooPooPeePee
#17,Top,Diablo,Challenger - 601 LP,53.2,2089 / 1835,Kyzent
#18,Jungle,Sanga,Challenger - 599 LP,54.6,2478 / 2058,EMFyels
#19,Jungle,Shitfeather,Challenger - 596 LP,56.7,1324 / 1010,hiroli
#20,Jungle,Nunu V2,Challenger - 596 LP,56.3,1224 / 950,willchung1024
#21,Mid,Choky,Challenger - 589 LP,54.1,1722 / 1459,Key
#22,Mid,PawNx,Challenger - 587 LP,53.9,1719 / 1469,Choi
#23,Top,Bijou,Challenger - 578 LP,51.6,2226 / 2084,EMFyels
#24,Jungle,Canyon,Challenger - 571 LP,57.4,1511 / 1122,YamatoCannon
#25,Support,Fekker,Challenger - 544 LP,53.8,1717 / 1472,Key
#26,Jungle,Umbral,Challenger - 543 LP,54.7,1390 / 1151,Indoraps
#27,Mid,Chovy,Challenger - 543 LP,54.7,1518 / 1255,TheStriker9
#28,ADC,botkek,Challenger - 540 LP,53.0,2226 / 1972,redeemer
#29,Mid,EMFyels,Challenger - 536 LP,53.7,2213 / 1905,EMFyels
#30,Jungle,QQ Nino,Challenger - 513 LP,54.3,1695 / 1427,Futaro
#31,Mid,midkek,Challenger - 506 LP,52.2,1799 / 1648,redeemer
#32,Jungle,Iris,Challenger - 501 LP,54.4,1649 / 1383,WildChoas
#33,Support,xplayz4dayz,Challenger - 492 LP,56.0,1235 / 969,froggen
#34,Support,Aeryn,Challenger - 489 LP,53.7,1571 / 1353,WildChoas
#35,Top,Finch,Challenger - 485 LP,52.5,1338 / 1210,LumiFumi
#36,ADC,NewMeta,Challenger - 473 LP,52.7,2253 / 2021,moxir
#37,Top,sandbox0,Challenger - 470 LP,53.8,1476 / 1266,
#38,Mid,Snek,Challenger - 470 LP,52.7,1497 / 1346,prophetofvoid
#39,Mid,Bournoff,Challenger - 465 LP,51.1,1432 / 1373,reaganhau
#40,Mid,sandbox10,Challenger - 462 LP,53.7,1418 / 1223,
#41,Support,Keria,Challenger - 462 LP,52.3,1510 / 1377,TheStriker9
#42,Support,ReaganHau,Challenger - 461 LP,51.6,1356 / 1272,reaganhau
#43,ADC,Puki style23,Challenger - 453 LP,53.1,1548 / 1368,Klorellv4
#44,ADC,sandbox15,Challenger - 451 LP,53.2,1690 / 1485,
#45,Support,DieFliegendeKuh,Challenger - 447 LP,53.8,1605 / 1376,doofboy13
#46,Support,SupBot,Challenger - 443 LP,52.9,1596 / 1419,TangilBOT
#47,Mid,LeSnek,Challenger - 439 LP,52.5,1429 / 1294,LS
#48,Support,Dibbs,Challenger - 436 LP,53.5,1380 / 1198,MaverickG
#49,ADC,Rabbit4,Challenger - 435 LP,54.5,1334 / 1112,willchungtester
#50,Jungle,junglekek,Challenger - 431 LP,54.3,1557 / 1313,redeemer
#51,Mid,The_Ghost16,Grandmaster - 427 LP,53.3,1316 / 1155,Sb1
#52,Jungle,PiolsJg,Grandmaster - 425 LP,56.0,1112 / 872,Piols2
#53,Top,Salsa,Grandmaster - 414 LP,51.8,2474 / 2300,YungYiga
#54,Top,Craq,Grandmaster - 413 LP,53.7,3549 / 3058,moxir
#55,Support,Rookie,Grandmaster - 413 LP,53.3,1543 / 1351,LordArtos
#56,Jungle,Kaltch,Grandmaster - 409 LP,54.7,1838 / 1522,Princess
#57,Top,DoinB,Grandmaster - 407 LP,53.5,1358 / 1179,LordArtos
#58,Top,Fantasy,Grandmaster - 401 LP,52.6,1456 / 1310,WildChoas
#59,Support,Kaflax,Grandmaster - 400 LP,53.9,1441 / 1230,Kawax
#60,Top,Alistar top,Grandmaster - 399 LP,54.1,1289 / 1094,roysiggi 2 
#61,ADC,Viyo,Grandmaster - 396 LP,51.8,1374 / 1276,Xcotch
#62,Mid,Tupac,Grandmaster - 394 LP,53.8,1278 / 1098,Pranceof
#63,Mid,Rabbit108,Grandmaster - 394 LP,55.6,1164 / 931,willchung128
#64,Mid,Mephisto,Grandmaster - 394 LP,53.0,1609 / 1426,Zettohail
#65,Support,Meeeeew,Grandmaster - 394 LP,54.3,1243 / 1047,Foxxo
#66,Support,Forbenn,Grandmaster - 392 LP,52.8,680 / 609,Shantress
#67,ADC,-200 years,Grandmaster - 390 LP,53.0,1432 / 1269,aquietghost
#68,Jungle,SmelliElli,Grandmaster - 390 LP,56.2,1180 / 919,bigjon
#69,ADC,Pokimane,Grandmaster - 389 LP,52.1,1669 / 1535,Simp
#70,Support,JoseJose,Grandmaster - 386 LP,52.8,1627 / 1457,tytn
#71,Jungle,Freja,Grandmaster - 386 LP,54.3,1249 / 1051,ornstein123
#72,Mid,Viree,Grandmaster - 385 LP,52.2,1271 / 1162,viree
#73,Jungle,Hi Im Giuly,Grandmaster - 383 LP,57.7,1163 / 852,Shantress
#74,Jungle,Audacious,Grandmaster - 378 LP,55.0,1238 / 1014,Nonchalant
#75,Jungle,Moxir,Grandmaster - 375 LP,53.1,2108 / 1861,moxir
#76,ADC,Teal,Grandmaster - 370 LP,52.1,1795 / 1648,cmoney847
#77,Jungle,Prophet,Grandmaster - 370 LP,55.4,1201 / 965,Four
#78,Mid,Buddha Gautama,Grandmaster - 363 LP,54.1,1154 / 979,meroaga
#79,Top,Looperx,Grandmaster - 361 LP,55.3,700 / 565,Choi
#80,Mid,Prime Faker,Grandmaster - 359 LP,54.2,1221 / 1033,LDK
#81,Top,Ooga,Grandmaster - 357 LP,54.0,1621 / 1382,Poggersnation
#82,Top,Kingen,Grandmaster - 357 LP,53.3,1220 / 1070,Maffayoo
#83,Support,stolik,Grandmaster - 355 LP,53.1,1494 / 1318,stolik
#84,ADC,Ree-ason,Grandmaster - 355 LP,51.3,1884 / 1785,hmphree
#85,ADC,Carrot,Grandmaster - 351 LP,51.8,1311 / 1222,Haram
#86,ADC,Noob,Grandmaster - 342 LP,53.7,1097 / 947,Baleygr
#87,Mid,Circe,Grandmaster - 340 LP,51.9,1288 / 1193,Wealth_and_Taste
#88,Jungle,Souless,Grandmaster - 339 LP,54.2,1242 / 1051,Bitesized
#89,Jungle,Senbonzakura,Grandmaster - 339 LP,53.8,1122 / 965,PacoPeco
#90,ADC,Panther,Grandmaster - 336 LP,53.0,1555 / 1381,WildChoas
#91,Mid,Jess,Grandmaster - 336 LP,52.4,1621 / 1472,WildChoas
#92,Support,Wilde,Grandmaster - 336 LP,52.5,1647 / 1488,Wealth_and_Taste
#93,Support,Emwues24,Grandmaster - 333 LP,53.2,1131 / 994,Jinxnator
#94,Jungle,Pyosuck,Grandmaster - 330 LP,53.7,1235 / 1066,Key
#95,Jungle,Cacao,Grandmaster - 329 LP,55.3,1116 / 902,CoachCoach
#96,ADC,Abeel,Grandmaster - 328 LP,53.7,1113 / 959,NismanSlayer
#97,ADC,Coldest,Grandmaster - 327 LP,53.6,1278 / 1108,MaverickG
#98,Top,Natlas,Grandmaster - 325 LP,52.2,1350 / 1237,Trindor
#99,Jungle,Jinxnator,Grandmaster - 323 LP,55.2,1078 / 876,Jinxnator
#100,Mid,Ze To,Grandmaster - 316 LP,51.5,1485 / 1401,tytn
