Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,Jungle,DanDyx,Challenger - 2832 LP,70.7,982 / 407,Choi
#2,Jungle,Aela ,Challenger - 1544 LP,57.7,1227 / 898,MolscarZX
#3,ADC,Impx,Challenger - 1377 LP,60.3,1544 / 1015,Choi
#4,Top,Heimerdonger,Challenger - 1143 LP,56.4,2021 / 1562,TimoMacDonut
#5,Jungle,tarzaned,Challenger - 997 LP,59.1,528 / 365,Tyler1
#6,Mid,Jarl Mid,Challenger - 907 LP,59.0,1390 / 967,Jarl
#7,Support,HelpingX,Challenger - 905 LP,58.2,1375 / 989,Felixxx
#8,Jungle,Prime Bengi,Challenger - 796 LP,60.2,1157 / 765,LDK
#9,Mid,Etosh,Challenger - 759 LP,54.4,1628 / 1363,Etosh
#10,Jungle,AttSeeker,Challenger - 731 LP,56.2,1013 / 789,PaxVan
#11,Jungle,sandbox5,Challenger - 712 LP,56.3,1153 / 895,
#12,Support,unicornpetpetuwu,Challenger - 679 LP,54.0,1660 / 1413,GamerGirls
#13,ADC,Cryhard II,Challenger - 659 LP,53.7,1849 / 1592,roysiggi
#14,Jungle,Sanga,Challenger - 642 LP,54.8,2438 / 2014,EMFyels
#15,Jungle,Wakes,Challenger - 624 LP,57.3,1623 / 1210,alim
#16,Jungle,Stupid Jungler,Challenger - 619 LP,58.7,1253 / 883,PooPooPeePee
#17,Jungle,Canyon,Challenger - 598 LP,57.6,1503 / 1106,YamatoCannon
#18,Jungle,Shitfeather,Challenger - 587 LP,56.7,1312 / 1003,hiroli
#19,Jungle,Nunu V2,Challenger - 580 LP,56.3,1204 / 934,willchung1024
#20,Top,Bijou,Challenger - 578 LP,51.6,2174 / 2043,EMFyels
#21,Mid,PawNx,Challenger - 569 LP,53.8,1693 / 1452,Choi
#22,Mid,Choky,Challenger - 564 LP,54.0,1699 / 1449,Key
#23,Top,Diablo,Challenger - 561 LP,53.2,2036 / 1793,Kyzent
#24,Support,Fekker,Challenger - 559 LP,53.9,1694 / 1447,Key
#25,Mid,Chovy,Challenger - 548 LP,54.8,1498 / 1236,TheStriker9
#26,Mid,midkek,Challenger - 546 LP,52.4,1790 / 1627,redeemer
#27,ADC,botkek,Challenger - 544 LP,53.0,2199 / 1948,redeemer
#28,Jungle,Umbral,Challenger - 540 LP,54.7,1372 / 1136,Indoraps
#29,Support,xplayz4dayz,Challenger - 537 LP,56.4,1220 / 942,froggen
#30,Support,Princess,Challenger - 524 LP,53.0,2055 / 1823,Princess
#31,Top,Finch,Challenger - 507 LP,52.6,1310 / 1181,LumiFumi
#32,Jungle,QQ Nino,Challenger - 498 LP,54.1,1613 / 1368,Futaro
#33,Mid,EMFyels,Challenger - 491 LP,53.6,2164 / 1870,EMFyels
#34,Jungle,Iris,Challenger - 489 LP,54.3,1627 / 1371,WildChoas
#35,ADC,Puki style23,Challenger - 488 LP,53.2,1500 / 1321,Klorellv4
#36,Support,Aeryn,Challenger - 481 LP,53.7,1554 / 1342,WildChoas
#37,Top,sandbox0,Challenger - 476 LP,53.9,1446 / 1237,
#38,Mid,Bournoff,Challenger - 476 LP,51.0,1382 / 1326,reaganhau
#39,Mid,sandbox10,Challenger - 468 LP,53.7,1399 / 1205,
#40,ADC,sandbox15,Challenger - 467 LP,53.3,1665 / 1458,
#41,Jungle,Kaltch,Challenger - 462 LP,54.8,1785 / 1470,Princess
#42,ADC,NewMeta,Challenger - 459 LP,52.6,2224 / 2001,moxir
#43,Support,Keria,Challenger - 459 LP,52.3,1489 / 1359,TheStriker9
#44,Mid,The_Ghost16,Challenger - 457 LP,53.5,1300 / 1131,Sb1
#45,Support,Dibbs,Challenger - 451 LP,53.6,1364 / 1179,MaverickG
#46,Mid,Snek,Challenger - 441 LP,52.5,1462 / 1323,prophetofvoid
#47,Support,DieFliegendeKuh,Challenger - 440 LP,53.8,1583 / 1357,doofboy13
#48,Jungle,PiolsJg,Challenger - 439 LP,56.2,1092 / 850,Piols2
#49,ADC,Rabbit4,Challenger - 436 LP,54.6,1306 / 1086,willchungtester
#50,Top,Salsa,Challenger - 435 LP,51.9,2453 / 2272,YungYiga
#51,Support,SupBot,Grandmaster - 433 LP,52.9,1573 / 1401,TangilBOT
#52,Mid,LeSnek,Grandmaster - 432 LP,52.4,1404 / 1274,LS
#53,Jungle,Harry Cox,Grandmaster - 430 LP,50.8,2440 / 2365,Agentdj
#54,Jungle,junglekek,Grandmaster - 425 LP,54.2,1539 / 1300,redeemer
#55,Top,Craq,Grandmaster - 415 LP,53.7,3520 / 3031,moxir
#56,Jungle,Moxir,Grandmaster - 410 LP,53.3,2090 / 1832,moxir
#57,Top,Alistar top,Grandmaster - 410 LP,54.3,1258 / 1060,roysiggi 2 
#58,Top,Fantasy,Grandmaster - 408 LP,52.8,1429 / 1280,WildChoas
#59,Support,Rookie,Grandmaster - 408 LP,53.3,1518 / 1331,LordArtos
#60,Support,ReaganHau,Grandmaster - 407 LP,51.5,1302 / 1228,reaganhau
#61,Mid,Rabbit108,Grandmaster - 400 LP,55.7,1139 / 905,willchung128
#62,ADC,Viyo,Grandmaster - 398 LP,51.9,1347 / 1250,Xcotch
