Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,Jungle,tarzaned,Challenger - 1047 LP,69.1,288 / 129,Tyler1
#2,Support,HelpingX,Challenger - 701 LP,63.4,424 / 245,Felixxx
#3,Jungle,DanDyx,Challenger - 595 LP,72.8,356 / 133,Choi
#4,Mid,Choky,Challenger - 574 LP,58.2,450 / 323,Key
#5,Mid,Etosh,Challenger - 570 LP,58.2,364 / 261,Etosh
#6,Jungle,junglekek,Challenger - 538 LP,57.5,393 / 291,redeemer
#7,Jungle,Shitfeather,Challenger - 528 LP,64.4,406 / 224,hiroli
#8,Jungle,AttSeeker,Challenger - 484 LP,61.2,369 / 234,PaxVan
#9,Support,unicornpetpetuwu,Challenger - 463 LP,55.9,458 / 362,GamerGirls
#10,ADC,Impx,Challenger - 457 LP,64.7,269 / 147,Choi
#11,Jungle,sandbox5,Challenger - 453 LP,57.5,393 / 290,
#12,Mid,LeSnek,Challenger - 452 LP,55.7,458 / 364,LS
#13,Jungle,Kaltch,Challenger - 429 LP,58.5,375 / 266,Princess
#14,ADC,sandbox15,Challenger - 428 LP,55.4,535 / 431,
#15,Mid,Chovy,Challenger - 419 LP,58.4,434 / 309,TheStriker9
#16,Mid,Jarl Mid,Challenger - 412 LP,59.6,354 / 240,Jarl
#17,Jungle,Aela ,Challenger - 412 LP,58.1,522 / 376,MolscarZX
#18,Mid,PawNx,Challenger - 406 LP,64.9,300 / 162,Choi
#19,Support,Keria,Challenger - 388 LP,55.0,449 / 368,TheStriker9
#20,Support,Fekker,Challenger - 371 LP,56.1,470 / 368,Key
#21,Top,Dumbass,Challenger - 371 LP,53.4,444 / 387,Key
#22,Mid,midlane king,Challenger - 368 LP,52.3,488 / 445,hater
#23,ADC,NewMeta,Challenger - 359 LP,55.2,726 / 590,moxir
#24,Top,Ayu,Challenger - 354 LP,53.5,544 / 473,Bitesized
#25,Mid,The_Ghost16,Challenger - 354 LP,56.7,391 / 299,Sb1
#26,Mid,Exodia,Challenger - 353 LP,55.4,355 / 286,yugi
#27,Top,TopBot,Challenger - 353 LP,54.3,541 / 455,TangilBOT
#28,Top,Diablo,Challenger - 342 LP,54.9,468 / 384,Kyzent
#29,Support,SupBot,Challenger - 341 LP,55.6,525 / 419,TangilBOT
#30,ADC,Pokimane,Challenger - 341 LP,55.9,537 / 423,Simp
#31,Top,Ooga,Challenger - 337 LP,60.5,428 / 280,Poggersnation
#32,Jungle,Stupid Jungler,Challenger - 337 LP,62.5,419 / 251,PooPooPeePee
#33,ADC,botkek,Challenger - 335 LP,54.7,537 / 445,redeemer
#34,Support,Rookie,Challenger - 331 LP,58.2,329 / 236,LordArtos
#35,Mid,sandbox10,Challenger - 326 LP,53.8,470 / 404,
#36,ADC,Ree-ason,Challenger - 324 LP,56.5,435 / 335,hmphree
#37,Top,Human Tornado,Challenger - 313 LP,52.6,428 / 386,Etosh
#38,Jungle,Canyon,Challenger - 311 LP,59.2,495 / 341,YamatoCannon
#39,Jungle,Wakes,Challenger - 307 LP,58.6,686 / 484,alim
#40,Mid,Tupac,Challenger - 294 LP,55.8,352 / 279,Pranceof
#41,Jungle,Prime Bengi,Challenger - 294 LP,63.6,321 / 184,LDK
#42,Jungle,Senbonzakura,Challenger - 288 LP,54.5,327 / 273,PacoPeco
#43,Support,Aeryn,Challenger - 286 LP,55.9,462 / 364,WildChoas
#44,Mid,Kiddlazy,Challenger - 286 LP,53.6,377 / 326,Gawaine
#45,Support,Wilde,Challenger - 284 LP,55.4,565 / 454,Wealth_and_Taste
#46,Mid,Yunbee,Challenger - 283 LP,53.2,519 / 456,Memersticks
#47,Mid,midkek,Challenger - 271 LP,52.5,530 / 479,redeemer
#48,Support,Princess,Challenger - 266 LP,54.6,404 / 336,Princess
#49,Jungle,Umbral,Challenger - 265 LP,55.3,357 / 288,Indoraps
#50,ADC,DoubleDouble,Challenger - 262 LP,53.2,535 / 470,Player2225
#51,Jungle,Sanga,Grandmaster - 258 LP,54.2,482 / 408,EMFyels
#52,Jungle,Souless,Grandmaster - 254 LP,55.1,494 / 402,Bitesized
#53,Jungle,ggbebe,Grandmaster - 254 LP,52.5,543 / 492,garbz
#54,Jungle,Terrified,Grandmaster - 253 LP,53.5,433 / 377,MaverickG
#55,Top,JollyGiant,Grandmaster - 247 LP,52.7,443 / 397,[email protected]
#56,Top,Salsa,Grandmaster - 241 LP,52.6,631 / 569,YungYiga
#57,ADC,Panther,Grandmaster - 236 LP,55.7,457 / 363,WildChoas
#58,Support,Emwues24,Grandmaster - 234 LP,56.5,340 / 262,Jinxnator
#59,Jungle,SmelliElli,Grandmaster - 231 LP,59.5,355 / 242,bigjon
#60,ADC,Puki style23,Grandmaster - 228 LP,55.5,373 / 299,Klorellv4
#61,Top,Heimerdonger,Grandmaster - 223 LP,56.7,433 / 330,TimoMacDonut
#62,Mid,SrqUe,Grandmaster - 219 LP,53.2,647 / 570,moxir
#63,Top,SilSol,Grandmaster - 205 LP,56.4,242 / 187,silsoleuw
#64,Mid,Zer,Grandmaster - 200 LP,52.7,368 / 330,cmoney847
#65,Top,Alistar top,Grandmaster - 200 LP,55.2,313 / 254,roysiggi 2 
#66,Mid,Cody275,Grandmaster - 199 LP,55.1,414 / 337,[email protected]
#67,Top,May,Grandmaster - 193 LP,55.9,294 / 232,toptochall
#68,Support,Dibbs,Grandmaster - 192 LP,54.3,432 / 364,MaverickG
#69,ADC,Carrot,Grandmaster - 190 LP,50.5,387 / 379,Haram
#70,Support,Backpack,Grandmaster - 188 LP,56.0,543 / 426,Zettohail
#71,Support,supkek,Grandmaster - 187 LP,49.8,495 / 499,redeemer
#72,Top,pulsion,Grandmaster - 187 LP,54.5,543 / 453,garbz
#73,Jungle,Jungler23,Grandmaster - 185 LP,56.9,373 / 283,js2614
#74,Top,DoinB,Grandmaster - 185 LP,53.8,342 / 294,LordArtos
#75,Mid,garbz,Grandmaster - 184 LP,55.1,798 / 649,garbz
#76,Mid,Ciaran,Grandmaster - 184 LP,51.9,404 / 375,ebaines
#77,Mid,hackigel,Grandmaster - 179 LP,53.8,350 / 301,Pogchampion
#78,Support,DieFliegendeKuh,Grandmaster - 178 LP,55.5,446 / 358,doofboy13
#79,Jungle,PiolsJg,Grandmaster - 177 LP,57.2,319 / 239,Piols2
#80,Top,Apoloniusz,Grandmaster - 177 LP,50.6,447 / 436,Vuz
#81,Support,xplayz4dayz,Grandmaster - 177 LP,57.7,300 / 220,froggen
#82,Jungle,Pyosik,Grandmaster - 171 LP,52.7,522 / 468,TheStriker9
#83,Mid,Prime Faker,Grandmaster - 166 LP,55.7,377 / 300,LDK
#84,Mid,DeliciousMilk,Grandmaster - 165 LP,53.7,419 / 361,Bitesized
#85,Jungle,DoperThanDopa,Grandmaster - 164 LP,54.9,513 / 421,yukioken
#86,Jungle,Prophet,Grandmaster - 164 LP,55.7,421 / 335,Four
#87,Top,Craq,Grandmaster - 161 LP,53.8,1387 / 1192,moxir
#88,ADC,SasukeyLove,Grandmaster - 160 LP,52.0,502 / 463,kcheng6996
#89,Top,sandbox0,Grandmaster - 159 LP,51.3,484 / 460,
