Champion,Top wins,Top losses,Jungle wins,Jungle losses,Mid wins,Mid losses,Bot wins,Bot losses,Support wins,Support losses
Nautilus,0,0,1448,888,0,0,0,0,290,191
Zac,0,0,46,50,0,0,0,0,0,0
Volibear,68,52,213,175,0,0,0,0,0,0
Maokai,0,0,739,526,0,0,0,0,23,16
Pyke,2,0,168,89,438,251,0,0,1695,1127
Sett,121,121,22,22,0,0,0,1,71,37
Nunu,0,0,238,184,0,0,0,0,5,4
Jarvan IV,75,59,522,441,121,99,0,0,0,0
Qiyana,24,30,226,183,94,75,0,0,0,0
Irelia,277,232,0,0,33,19,0,0,0,0
Yone,123,95,0,0,6,5,23,16,0,0
Yasuo,68,42,0,0,187,156,45,48,0,0
Draven,50,37,0,0,48,36,334,283,0,0
Senna,0,0,0,0,555,332,900,729,239,218
Orianna,0,0,0,0,125,95,0,0,0,0
Kennen,71,69,0,0,121,71,0,0,0,0
Ivern,0,0,1379,1068,0,0,0,0,0,0
Cassiopeia,0,0,0,0,192,188,0,0,0,0
Ryze,19,22,0,0,82,71,20,24,0,0
Gangplank,0,0,0,0,43,27,0,0,0,0
Aatrox,38,47,0,0,166,113,0,0,0,0
Lucian,55,32,0,0,40,36,49,46,0,0
Singed,0,0,0,0,1,1,0,0,0,0
Shen,0,0,127,100,0,0,0,0,0,0
Sejuani,0,0,393,348,0,0,0,0,81,56
Leona,0,0,113,64,0,0,0,0,127,89
Poppy,24,20,103,68,0,0,0,0,93,75
Zoe,0,0,0,0,90,96,0,0,0,0
Zed,0,0,0,0,64,63,0,0,0,0
Zilean,181,142,0,0,67,60,0,0,0,0
Kayle,0,0,0,0,11,16,0,0,0,0
Ahri,0,0,0,0,163,155,17,12,0,0
Janna,246,141,0,0,0,2,0,0,51,51
Aurelion Sol,0,0,82,56,153,122,0,0,0,0
Galio,0,0,41,26,78,52,36,31,0,0
Cho'Gath,460,449,0,0,82,64,384,304,0,0
Garen,106,92,0,0,15,15,21,19,0,0
Rakan,0,0,39,35,0,0,0,0,298,277
Bard,0,0,0,0,0,0,0,0,176,185
Lulu,113,91,0,0,0,0,0,0,59,86
Karma,110,93,0,0,36,43,0,0,17,17
Quinn,0,0,9,15,0,0,0,0,0,0
Fizz,0,0,0,0,228,195,0,0,0,0
Neeko,0,0,0,0,18,24,53,38,0,0
Gnar,222,178,0,0,0,0,0,0,0,0
Katarina,0,0,0,0,28,36,0,0,0,0
Ornn,283,229,0,0,25,13,0,0,14,13
Illaoi,0,0,0,0,19,16,0,0,0,0
LeBlanc,0,0,0,0,84,61,0,0,0,0
Riven,86,73,0,0,15,19,0,0,0,0
Camille,100,94,0,0,18,11,198,146,0,0
Ezreal,0,0,0,0,15,13,128,106,0,0
Pantheon,210,174,13,11,0,0,0,0,0,0
Lillia,139,79,130,106,44,38,0,0,0,0
Darius,74,59,0,0,0,0,0,0,0,0
Tryndamere,41,42,0,0,0,0,0,0,0,0
Dr. Mundo,7,7,0,0,0,0,0,0,0,0
Malphite,2,5,0,0,0,0,0,0,0,0
Aphelios,0,0,0,0,0,0,312,291,0,0
Kog'Maw,0,0,0,0,0,0,293,229,0,0
Caitlyn,0,0,0,0,0,0,212,203,0,0
Jinx,0,0,0,0,0,0,159,143,0,0
Vayne,0,0,0,0,0,0,86,77,0,0
Twitch,0,0,0,0,0,0,52,47,0,0
Kai'Sa,0,0,0,0,0,0,207,194,0,0
Soraka,6,4,0,0,0,0,0,0,17,17
Amumu,0,0,60,45,0,0,0,0,0,0
Rammus,0,0,76,78,0,0,0,0,0,0
Nami,0,0,0,0,0,0,0,0,57,55
Morgana,0,0,0,0,0,0,0,0,103,89
Zyra,0,0,0,0,0,0,0,0,30,12
Taric,0,0,0,0,0,0,0,0,35,38
Thresh,0,0,0,0,0,0,0,0,97,95
Anivia,0,0,0,0,45,43,39,24,0,0
Varus,9,12,0,0,0,0,44,42,0,0
Sivir,0,0,0,0,0,0,126,97,0,0
Jhin,0,0,0,0,0,0,16,12,0,0
Azir,0,0,0,0,11,11,85,69,0,0
Tristana,0,0,0,0,0,0,11,12,0,0
Warwick,0,0,109,115,0,0,0,0,0,0
Alistar,171,145,0,0,0,0,0,0,0,0
Skarner,0,0,71,57,0,0,0,0,0,0
Hecarim,0,0,41,30,0,0,0,0,0,0
Udyr,0,0,53,41,0,0,0,0,0,0
Akali,7,5,0,0,42,41,0,0,0,0
Rumble,0,0,17,24,26,37,0,0,0,0
Lissandra,0,0,0,0,98,78,0,0,0,0
Nidalee,0,0,0,0,0,3,0,0,0,0
Wukong,0,0,12,12,2,1,0,0,0,0
Kled,97,72,0,0,0,0,0,0,0,0
Swain,5,1,0,0,80,96,0,0,0,0
Diana,2,1,0,0,42,44,0,0,0,0
Xayah,0,0,0,0,0,0,223,178,0,0
Veigar,0,0,0,0,29,11,0,0,0,0
Vi,0,0,23,15,0,0,0,0,0,0
Shaco,0,0,1,2,0,0,0,0,0,0
Kassadin,0,0,6,6,12,7,0,0,0,0
Rengar,0,0,7,4,21,25,0,0,256,213
Elise,0,0,22,32,0,0,0,0,0,0
Lee Sin,0,0,1,2,0,0,0,0,0,0
Shyvana,0,0,0,0,39,45,0,0,0,0
Jayce,181,130,0,0,0,0,0,0,0,0
Renekton,19,18,0,0,0,0,0,0,0,0
Heimerdinger,0,0,0,0,86,54,0,0,0,0
Urgot,0,0,0,0,11,10,0,0,0,0
Teemo,0,0,0,0,9,7,0,0,0,0
Kayn,0,0,35,28,0,0,0,0,0,0
Ekko,0,0,71,68,52,52,11,12,0,0
Talon,0,0,87,65,25,41,0,0,0,0
Sion,15,16,0,0,0,0,0,0,0,0
Fiora,7,11,0,0,0,0,0,0,0,0
Nasus,10,8,0,0,0,0,0,0,0,0
Corki,0,0,0,0,38,32,0,0,0,0
Evelynn,0,0,16,21,0,0,0,0,0,0
Karthus,0,0,0,0,0,0,60,59,0,0
Syndra,0,0,0,0,0,0,0,1,0,0
Blitzcrank,0,0,0,0,0,0,0,0,20,20
Braum,0,0,0,0,0,0,6,7,0,0
Olaf,0,0,0,0,0,0,5,5,0,0
Kalista,0,0,0,0,0,0,27,15,0,0
Miss Fortune,0,0,0,0,0,0,114,89,0,0
Yuumi,0,0,0,0,0,0,0,0,5,4
