Champion,Top wins,Top losses,Jungle wins,Jungle losses,Mid wins,Mid losses,Bot wins,Bot losses,Support wins,Support losses
Nautilus,0,0,1142,702,0,0,0,0,172,114
Zac,0,0,55,58,0,0,0,0,0,0
Volibear,0,0,220,173,0,0,0,0,0,0
Maokai,0,0,694,470,0,0,0,0,21,16
Kennen,39,27,0,0,91,48,0,0,0,0
Orianna,0,0,0,0,92,65,0,0,0,0
Pyke,2,0,45,17,334,198,0,0,1263,822
Sett,127,90,18,18,0,0,0,1,43,17
Nunu,0,0,40,38,0,0,0,0,2,1
Jarvan IV,0,0,385,307,128,108,0,0,0,0
Senna,12,9,0,0,359,201,674,531,157,133
Cassiopeia,0,0,0,0,176,168,0,0,0,0
Gangplank,0,0,0,0,35,22,0,0,0,0
Aatrox,37,47,0,0,140,85,0,0,0,0
Lucian,70,46,0,0,35,29,37,40,0,0
Draven,40,29,0,0,42,29,88,61,0,0
Yasuo,85,54,0,0,379,295,39,36,0,0
Singed,0,0,0,0,1,1,0,0,0,0
Ivern,0,0,1303,1066,0,0,0,0,0,0
Ornn,35,37,0,0,25,13,0,0,14,13
Illaoi,0,0,0,0,19,16,0,0,0,0
Ryze,36,28,0,0,81,74,17,19,0,0
Riven,15,9,0,0,15,19,0,0,0,0
Garen,90,76,0,0,15,15,21,18,0,0
Camille,60,35,0,0,18,11,152,121,0,0
Irelia,162,136,0,0,29,16,0,0,0,0
Ezreal,0,0,0,0,15,13,150,126,0,0
Akali,23,19,0,0,26,22,0,0,0,0
Diana,3,2,0,0,49,43,0,0,0,0
Qiyana,24,30,201,137,65,60,0,0,0,0
Yone,142,121,0,0,2,1,18,9,0,0
Sejuani,0,0,303,265,0,0,0,0,23,21
Elise,0,0,3,4,0,0,0,0,0,0
Rengar,0,0,6,0,17,19,0,0,208,174
Lee Sin,0,0,14,14,0,0,0,0,0,0
Rakan,0,0,47,53,0,0,0,0,190,167
Bard,0,0,0,0,0,0,0,0,91,106
Lulu,212,180,0,0,0,0,0,0,11,15
Cho'Gath,278,223,0,0,2,3,439,356,0,0
Galio,0,0,0,0,62,39,19,24,0,0
Ahri,0,0,0,0,103,100,36,30,0,0
Kai'Sa,0,0,0,0,0,0,123,96,0,0
Azir,0,0,0,0,16,15,61,42,0,0
Karthus,0,0,0,0,0,0,47,36,0,0
Aphelios,0,0,0,0,0,0,186,139,0,0
Caitlyn,0,0,0,0,0,0,49,52,0,0
Jinx,0,0,0,0,0,0,40,45,0,0
Syndra,0,0,0,0,21,13,0,1,0,0
Pantheon,94,76,0,0,0,0,0,0,0,0
Lillia,96,51,30,26,88,76,0,0,0,0
Darius,14,8,0,0,0,0,0,0,0,0
Tryndamere,48,31,0,0,0,0,0,0,0,0
Dr. Mundo,7,7,0,0,0,0,0,0,0,0
Aurelion Sol,0,0,79,62,130,106,0,0,0,0
Leona,0,0,89,49,0,0,0,0,102,59
Skarner,0,0,55,42,0,0,0,0,0,0
Kayn,0,0,36,33,0,0,0,0,0,0
Kayle,0,0,0,0,11,16,0,0,0,0
Janna,199,100,0,0,0,2,0,0,35,34
Malzahar,0,0,0,0,0,1,0,0,0,0
Shen,8,9,100,79,0,0,0,0,4,6
Poppy,24,21,74,53,0,0,0,0,71,58
Amumu,0,0,47,36,0,0,0,0,0,0
Rammus,0,0,238,194,0,0,0,0,0,0
Gnar,170,139,0,0,0,0,0,0,0,0
