Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,ADC,T1 T1,Challenger - 193 LP,69.1,105 / 47,Soraka
#2,ADC,BöllerBusch,Challenger - 135 LP,72.4,97 / 37,Jungler1337
#3,Top,DoinB,Challenger - 126 LP,69.1,161 / 72,LordArtos
#4,Jungle,Jinxnator,Challenger - 85 LP,65.9,149 / 77,Jinxnator
#5,Top,Doran,Challenger - 52 LP,65.3,128 / 68,TheStriker9
#6,ADC,Kadlin,Challenger - 26 LP,69.3,142 / 63,Jinxnator
#7,Mid,Caps,Challenger - 22 LP,56.7,148 / 113,LordArtos
#8,Jungle,MexicanPidgeon,Challenger - 6 LP,65.1,108 / 58,LumiFumi
#9,Mid,Frethborn,Challenger - 3 LP,63.2,148 / 86,Jinxnator
#10,Jungle,Pyosik,Challenger - 3 LP,61.2,115 / 73,TheStriker9
#11,Jungle,Poppey,Diamond I - 93 LP,59.5,100 / 68,NAVI
#12,Top,MJay,Diamond I - 90 LP,63.7,130 / 74,Tangil
#13,Jungle,Test2,Diamond I - 76 LP,60.1,98 / 65,test
#14,Mid,Salt,Diamond I - 72 LP,60.0,105 / 70,JMENDOZA
#15,Mid,kittyperry,Diamond I - 61 LP,64.2,115 / 64,GamerGirls
#16,Jungle,RNG mlxg,Diamond I - 56 LP,64.5,111 / 61,LPLAhri
#17,Mid,BOOCAUWMOO,Diamond I - 49 LP,59.5,141 / 96,BooCauwMoo
#18,Mid,Arteros,Diamond I - 46 LP,62.6,132 / 79,Anbeeld
#19,Jungle,HLE Viper,Diamond I - 39 LP,55.1,81 / 66,Tokyo Smurfer
#20,Mid,PepeCool,Diamond I - 36 LP,58.3,120 / 86,LS
#21,Top,Salsa,Diamond I - 32 LP,60.5,121 / 79,YungYiga
#22,Mid,Ex5 Infected,Diamond I - 26 LP,62.7,106 / 63,ExiledLP
#23,Top,Dumbass,Diamond I - 24 LP,59.4,126 / 86,Key
#24,Support,Tratz,Diamond I - 22 LP,58.4,94 / 67,Tangil
#25,Jungle,Sparrow,Diamond I - 20 LP,60.0,123 / 82,Anbeeld
#26,Top,Aryze,Diamond I - 20 LP,58.3,119 / 85,sanchesmemo
#27,Support,Ex5 Drohne,Diamond I - 15 LP,56.4,132 / 102,ExiledLP
#28,ADC,AJDG Angel,Diamond I - 12 LP,62.5,105 / 63,Lightandhope
#29,ADC,CNoFlaw,Diamond I - 12 LP,58.8,87 / 61,AnFun
#30,Mid,Flame,Diamond I - 10 LP,60.0,90 / 60,Hit_Critical
#31,Top,RNG Letme,Diamond I - 10 LP,59.7,120 / 81,LPLAhri
#32,Mid,AJDG Life,Diamond I - 3 LP,59.2,106 / 73,Lightandhope
#33,ADC,CoolBroDenis,Diamond II - 99 LP,58.9,119 / 83,JMENDOZA
#34,Support,FPX Crisp,Diamond II - 96 LP,52.2,107 / 98,LPLAhri
#35,Support,Aqua,Diamond II - 92 LP,62.0,137 / 84,Trindor
#36,ADC,PepeLaugh,Diamond II - 84 LP,57.7,116 / 85,LS
#37,Support,Pawko ,Diamond II - 82 LP,56.5,105 / 81,TexeQ
#38,Top,SS Flandre,Diamond II - 75 LP,56.5,108 / 83,RNGFirefox
#39,Support,Egirl champs onl,Diamond II - 68 LP,54.8,102 / 84,Spooky
#40,Support,Lambo Bambo,Diamond II - 62 LP,52.4,118 / 107,Byumbi
#41,ADC,be proud of me,Diamond II - 61 LP,58.9,106 / 74,cabula
#42,Support,Deontic,Diamond II - 55 LP,62.3,91 / 55,TheRelic4411
#43,ADC,Bacon,Diamond II - 55 LP,57.1,104 / 78,YungYiga
#44,Jungle,Ceasarna,Diamond II - 54 LP,54.5,116 / 97,iampvm
#45,Jungle,Blaze,Diamond II - 50 LP,57.9,81 / 59,Hit_Critical
#46,Mid,strawberry frog,Diamond II - 50 LP,57.8,78 / 57,annauwumarie
#47,ADC,Jotaro Kujo,Diamond II - 42 LP,54.9,84 / 69,Ithirul
#48,Mid,AnFun,Diamond II - 42 LP,56.8,79 / 60,AnFun
#49,Jungle,EDG Clearlove7,Diamond II - 37 LP,53.4,102 / 89,RNGFirefox
