Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,ADC,Kadlin,Challenger - 114 LP,79.6,82 / 21,Jinxnator
#2,ADC,T1 T1,Challenger - 79 LP,65.6,59 / 31,Soraka
#3,Jungle,Jinxnator,Challenger - 73 LP,68.0,85 / 40,Jinxnator
#4,Top,Doran,Challenger - 45 LP,67.4,87 / 42,TheStriker9
#5,Mid,kittyperry,Challenger - 35 LP,68.0,70 / 33,GamerGirls
#6,Jungle,Poppey,Challenger - 5 LP,60.7,51 / 33,NAVI
#7,Mid,AJDG Life,Diamond I - 74 LP,63.2,74 / 43,Lightandhope
#8,Support,Aqua,Diamond I - 58 LP,65.9,85 / 44,Trindor
#9,Jungle,Blaze,Diamond I - 55 LP,64.6,53 / 29,Hit_Critical
#10,Top,MJay,Diamond I - 39 LP,60.8,59 / 38,Tangil
#11,ADC,BöllerBusch,Diamond I - 39 LP,66.7,56 / 28,Jungler1337
#12,Top,DoinB,Diamond I - 38 LP,67.7,86 / 41,LordArtos
#13,Mid,Arteros,Diamond I - 36 LP,67.0,75 / 37,Anbeeld
#14,Jungle,RNG mlxg,Diamond I - 35 LP,66.4,79 / 40,LPLAhri
#15,Top,Dumbass,Diamond I - 21 LP,60.2,80 / 53,Key
#16,ADC,AJDG Angel,Diamond I - 20 LP,66.3,69 / 35,Lightandhope
#17,Mid,Frethborn,Diamond I - 17 LP,63.1,89 / 52,Jinxnator
#18,ADC,CoolBroDenis,Diamond I - 12 LP,60.0,69 / 46,JMENDOZA
#19,Jungle,Pyosik,Diamond I - 2 LP,57.9,77 / 56,TheStriker9
#20,Jungle,Test2,Diamond II - 97 LP,60.0,45 / 30,test
#21,Top,Aryze,Diamond II - 93 LP,63.6,68 / 39,sanchesmemo
#22,ADC,Deft,Diamond II - 80 LP,59.5,69 / 47,TheStriker9
#23,Top,Salsa,Diamond II - 79 LP,63.0,51 / 30,YungYiga
#24,Mid,Salt,Diamond II - 73 LP,57.4,54 / 40,JMENDOZA
#25,Jungle,Ceasarna,Diamond II - 63 LP,57.7,60 / 44,iampvm
#26,Support,Lambo Bambo,Diamond II - 50 LP,56.2,59 / 46,Byumbi
#27,Mid,Ex5 Infected,Diamond II - 48 LP,67.3,72 / 35,ExiledLP
#28,Mid,Caps,Diamond II - 35 LP,56.5,83 / 64,LordArtos
#29,Support,Ex5 Drohne,Diamond II - 35 LP,56.7,72 / 55,ExiledLP
#30,Jungle,EDG Clearlove7,Diamond II - 34 LP,56.1,69 / 54,RNGFirefox
#31,Mid,Frimmy23,Diamond II - 29 LP,58.0,51 / 37,YoloMedic
#32,Top,RNG Letme,Diamond II - 25 LP,60.8,76 / 49,LPLAhri
#33,Support,FPX Crisp,Diamond II - 7 LP,50.8,62 / 60,LPLAhri
#34,ADC,DoubleDouble,Diamond II - 7 LP,57.4,78 / 58,Player2225
#35,Mid,TES Jackeylove,Diamond II - 6 LP,57.8,37 / 27,Tokyo Smurfer
#36,Jungle,EG Voutocu,Diamond III - 97 LP,58.0,69 / 50,EG Voutocu
#37,ADC,RNG Uzi,Diamond III - 96 LP,54.8,63 / 52,RNGFirefox
#38,ADC,CNoFlaw,Diamond III - 93 LP,60.3,47 / 31,AnFun
#39,Support,Egirl champs onl,Diamond III - 93 LP,55.8,63 / 50,Spooky
#40,Top,Zuko,Diamond III - 93 LP,63.3,50 / 29,Lior
#41,Mid,PepeCool,Diamond III - 88 LP,57.0,73 / 55,LS
#42,ADC,PvM,Diamond III - 88 LP,57.1,52 / 39,iampvm
#43,Support,Pawko ,Diamond III - 81 LP,60.8,62 / 40,TexeQ
#44,ADC,be proud of me,Diamond III - 80 LP,60.0,60 / 40,cabula
#45,Mid,creative mind,Diamond III - 77 LP,60.8,48 / 31,cabula
#46,Jungle,Zevton,Diamond III - 70 LP,46.5,33 / 38,polop900
#47,Mid,Galio,Diamond III - 70 LP,59.0,49 / 34,UNR Tokyo
#48,Support,SuppBot,Diamond III - 68 LP,55.3,42 / 34,TangilBOT
#49,Jungle,MexicanPidgeon,Diamond III - 65 LP,60.4,64 / 42,LumiFumi
#50,Mid,strawberry frog,Diamond III - 60 LP,58.8,50 / 35,annauwumarie
#51,ADC,Bacon,Diamond III - 53 LP,56.4,44 / 34,YungYiga
#52,Top,SS Flandre,Diamond III - 53 LP,56.6,73 / 56,RNGFirefox
#53,Mid,AnFun,Diamond III - 50 LP,56.7,51 / 39,AnFun
#54,Top,Amouranth,Diamond III - 47 LP,54.1,73 / 62,Simp
#55,Jungle,Xyras,Diamond III - 38 LP,54.6,83 / 69,Jungler1337
#56,Top,Destructoid,Diamond III - 38 LP,58.1,54 / 39,YoloMedic
#57,Jungle,Sparrow,Diamond III - 37 LP,57.8,63 / 46,Anbeeld
#58,Top,Rio,Diamond III - 37 LP,60.7,51 / 33,azure43
#59,Support,Abasaka,Diamond III - 28 LP,58.3,60 / 43,Navnexx
