Champion name,Win rate(%),Wins / losses
Pyke,55.4,50566 / 40665
Karthus,55.1,67829 / 55180
Ahri,53.5,75547 / 65782
Nunu,53.4,28813 / 25141
Renekton,53.3,58298 / 51085
Ekko,52.3,45911 / 41855
Nautilus,52.1,41627 / 38229
Sett,51.5,22227 / 20914
Maokai,51.5,10232 / 9647
Bard,51.4,49873 / 47068
Poppy,51.3,17600 / 16730
Ornn,51.3,13028 / 12385
Blitzcrank,51.2,28737 / 27349
Sejuani,51.2,25122 / 23963
Kassadin,51.1,16052 / 15341
Galio,51.1,10661 / 10191
Neeko,50.9,31922 / 30850
Fizz,50.9,4992 / 4822
Volibear,50.8,22295 / 21596
Udyr,50.6,6072 / 5923
Amumu,50.5,4657 / 4572
Cho'Gath,50.4,11908 / 11737
Garen,50.4,10581 / 10419
Wukong,50.4,7580 / 7453
Shen,50.3,18849 / 18592
Rek'Sai,50.3,3417 / 3379
Pantheon,50.1,15785 / 15720
LeBlanc,50.1,9739 / 9709
Jarvan IV,50.0,5041 / 5050
Xayah,49.9,9396 / 9446
Talon,49.9,5599 / 5612
Skarner,49.6,2388 / 2426
Warwick,49.5,5278 / 5385
Ivern,49.5,5172 / 5276
Urgot,49.5,3736 / 3811
Vi,49.4,5571 / 5699
Rammus,49.4,4074 / 4178
Tahm Kench,49.4,3942 / 4031
Kai'Sa,49.3,15702 / 16143
Zac,49.1,10219 / 10582
Zoe,49.1,9149 / 9478
Malphite,49.1,5406 / 5607
Hecarim,49.1,2613 / 2707
Dr. Mundo,49.0,8541 / 8891
Alistar,49.0,7798 / 8114
Riven,48.9,6823 / 7125
Gragas,48.9,4070 / 4261
Ezreal,48.8,11631 / 12196
Rakan,48.8,10540 / 11037
Qiyana,48.7,7908 / 8332
Katarina,48.7,5280 / 5557
Zed,48.6,8487 / 8984
Diana,48.6,4249 / 4486
Aurelion Sol,48.6,3741 / 3963
Illaoi,48.6,1533 / 1620
Lissandra,48.6,826 / 874
Swain,48.5,7603 / 8085
Singed,48.5,6712 / 7127
Leona,48.4,7582 / 8088
Evelynn,48.4,3976 / 4243
Quinn,48.3,7969 / 8542
Mordekaiser,48.3,7156 / 7655
Syndra,48.3,6273 / 6724
Akali,48.2,11941 / 12837
Camille,48.2,7837 / 8419
Braum,48.2,5627 / 6053
Nidalee,48.1,4414 / 4772
Teemo,48.1,2419 / 2608
Vladimir,48.0,7600 / 8235
Taliyah,48.0,2078 / 2251
Fiora,47.9,2412 / 2628
Lillia,47.8,3639 / 3969
Veigar,47.8,2989 / 3258
Anivia,47.7,1474 / 1615
Aatrox,47.6,8439 / 9272
Sion,47.6,3287 / 3618
Miss Fortune,47.5,7071 / 7806
Aphelios,47.4,10942 / 12122
Karma,47.4,5833 / 6461
Kled,47.3,2550 / 2841
Nasus,47.2,2638 / 2948
Nocturne,47.2,2574 / 2882
Ashe,47.1,7813 / 8788
Sona,47.1,3542 / 3973
Tristana,47.0,4929 / 5558
Elise,47.0,4479 / 5041
Lee Sin,46.9,6828 / 7717
Master Yi,46.9,1911 / 2165
Jhin,46.8,5158 / 5858
Vayne,46.6,5125 / 5872
Rengar,46.5,2625 / 3026
Annie,46.4,3577 / 4125
Thresh,46.3,7416 / 8605
Varus,46.3,3921 / 4547
Kha'Zix,46.3,2402 / 2783
Irelia,46.2,3859 / 4502
Yorick,46.1,1334 / 1560
Darius,46.0,2409 / 2824
Ryze,45.9,3416 / 4034
Trundle,45.9,3047 / 3592
Caitlyn,45.7,7370 / 8758
Twitch,45.7,6895 / 8207
Zyra,45.7,1816 / 2158
Draven,45.4,3892 / 4690
Graves,45.4,3742 / 4509
Kog'Maw,45.4,3441 / 4143
Xerath,45.4,3260 / 3924
Gnar,45.2,1898 / 2299
Zilean,45.1,4112 / 5008
Rumble,45.1,1354 / 1650
Sivir,45.0,2298 / 2814
Jayce,44.8,2149 / 2643
Brand,44.8,1636 / 2012
Yasuo,44.6,6275 / 7806
Fiddlesticks,44.5,2764 / 3452
Soraka,44.5,2032 / 2532
Taric,44.3,1869 / 2348
Jax,44.1,2827 / 3583
Shaco,44.1,1257 / 1594
Malzahar,44.1,1256 / 1589
Jinx,43.8,3218 / 4135
Kalista,43.7,2881 / 3709
Sylas,43.6,3688 / 4769
Xin Zhao,43.6,655 / 849
Viktor,43.3,2050 / 2680
Olaf,43.1,2222 / 2934
Yuumi,43.0,2954 / 3914
Nami,42.9,1981 / 2634
Lulu,42.3,2341 / 3198
Heimerdinger,42.3,1647 / 2245
Corki,42.2,1470 / 2013
Shyvana,42.2,1387 / 1896
Lucian,42.0,3039 / 4201
Orianna,42.0,2234 / 3082
Tryndamere,41.8,864 / 1203
Kindred,41.7,1453 / 2029
Janna,41.4,2100 / 2976
Cassiopeia,41.1,1824 / 2613
Ziggs,40.9,790 / 1142
Morgana,40.5,2394 / 3512
Azir,40.5,2072 / 3039
Lux,40.3,881 / 1305
Kennen,40.0,1257 / 1889
Gangplank,39.4,2092 / 3222
Twisted Fate,39.0,940 / 1471
Vel'Koz,37.8,1405 / 2309
Senna,37.4,2065 / 3460
Kayle,37.0,799 / 1360
