Champion name,Win rate(%),Wins / losses
Pyke,55.5,59779 / 48005
Karthus,55.0,79242 / 64737
Nunu,53.5,34653 / 30131
Ahri,53.4,88027 / 76714
Renekton,53.2,68187 / 59947
Ekko,52.2,53700 / 49086
Nautilus,52.2,48511 / 44506
Bard,51.4,57899 / 54738
Sett,51.3,26517 / 25160
Ornn,51.3,15329 / 14558
Poppy,51.2,20388 / 19428
Sejuani,51.1,29025 / 27784
Kassadin,51.1,18708 / 17895
Galio,51.1,12501 / 11968
Maokai,51.1,11981 / 11473
Neeko,51.0,36977 / 35547
Blitzcrank,51.0,33097 / 31834
Volibear,50.8,26255 / 25409
Wukong,50.7,8795 / 8565
Amumu,50.7,5408 / 5260
Fizz,50.6,5919 / 5774
Udyr,50.5,7002 / 6851
Skarner,50.5,2894 / 2841
Shen,50.4,22050 / 21691
Cho'Gath,50.3,13810 / 13671
LeBlanc,50.2,11527 / 11441
Rek'Sai,50.2,4000 / 3965
Pantheon,50.1,18091 / 18032
Garen,50.1,12415 / 12360
Talon,50.0,6478 / 6468
Xayah,49.8,11119 / 11208
Warwick,49.7,6344 / 6411
Jarvan IV,49.6,5724 / 5808
Kai'Sa,49.4,18070 / 18517
Vi,49.4,6418 / 6584
Ivern,49.4,5926 / 6062
Tahm Kench,49.3,4610 / 4742
Urgot,49.3,4299 / 4413
Zac,49.2,11819 / 12195
Dr. Mundo,49.2,9861 / 10197
Zoe,49.1,10638 / 11007
Riven,49.1,8236 / 8530
Malphite,49.1,6356 / 6584
Rammus,49.1,4726 / 4900
Hecarim,49.1,3050 / 3164
Ezreal,48.9,13524 / 14148
Rakan,48.9,12606 / 13150
Alistar,48.9,9039 / 9444
Gragas,48.8,4684 / 4910
Qiyana,48.7,9232 / 9715
Katarina,48.6,6265 / 6619
Zed,48.5,9831 / 10450
Leona,48.5,8784 / 9334
Swain,48.5,8646 / 9172
Teemo,48.5,2786 / 2962
Quinn,48.4,9240 / 9842
Syndra,48.4,7342 / 7814
Diana,48.4,4977 / 5297
Illaoi,48.3,1692 / 1810
Lissandra,48.3,991 / 1060
Aurelion Sol,48.2,4193 / 4506
Fiora,48.2,2874 / 3090
Camille,48.1,9050 / 9768
Vladimir,48.1,8837 / 9522
Mordekaiser,48.1,8286 / 8937
Singed,48.1,8075 / 8718
Evelynn,48.1,4946 / 5329
Taliyah,48.1,2508 / 2705
Akali,48.0,13491 / 14604
Braum,48.0,6430 / 6972
Lillia,48.0,4210 / 4568
Nidalee,47.9,5319 / 5782
Miss Fortune,47.8,8233 / 8992
Veigar,47.7,3446 / 3771
Sion,47.6,3914 / 4305
Nasus,47.6,3099 / 3415
Anivia,47.6,1718 / 1895
Aphelios,47.5,12972 / 14366
Aatrox,47.5,9677 / 10680
Karma,47.5,6831 / 7544
Tristana,47.5,5734 / 6330
Kled,47.5,2945 / 3259
Elise,47.3,5179 / 5781
Ashe,47.1,9104 / 10227
Lee Sin,46.9,8051 / 9098
Sona,46.9,3946 / 4473
Annie,46.8,4148 / 4708
Nocturne,46.8,2896 / 3295
Jhin,46.7,6005 / 6843
Varus,46.5,4518 / 5192
Rengar,46.5,3109 / 3580
Thresh,46.3,8722 / 10124
Vayne,46.3,5911 / 6857
Darius,46.2,2793 / 3255
Kha'Zix,46.1,2736 / 3194
Master Yi,46.0,2211 / 2597
Zyra,46.0,2135 / 2509
Yorick,45.9,1483 / 1748
Irelia,45.8,4618 / 5455
Caitlyn,45.7,8503 / 10115
Ryze,45.7,4013 / 4765
Trundle,45.7,3486 / 4138
Twitch,45.6,7989 / 9518
Kog'Maw,45.6,4051 / 4830
Draven,45.5,4517 / 5403
Rumble,45.5,1567 / 1880
Graves,45.4,4334 / 5221
Xerath,45.3,3593 / 4331
Zilean,45.1,4619 / 5631
Gnar,45.1,2070 / 2518
Xin Zhao,44.9,882 / 1084
Jayce,44.8,2505 / 3086
Sivir,44.7,2634 / 3263
Soraka,44.7,2366 / 2930
Brand,44.6,1852 / 2301
Yasuo,44.5,7267 / 9057
Jax,44.5,3273 / 4082
Shaco,44.4,1430 / 1788
Malzahar,44.4,1414 / 1769
Fiddlesticks,44.3,3165 / 3980
Taric,44.2,2062 / 2604
Sylas,43.9,4173 / 5336
Jinx,43.8,3795 / 4865
Kalista,43.8,3350 / 4292
Olaf,43.5,2630 / 3413
Yuumi,43.4,3646 / 4747
Nami,43.0,2282 / 3024
Shyvana,42.8,1631 / 2177
Viktor,42.6,2270 / 3054
Orianna,42.4,2574 / 3497
Lucian,42.3,3661 / 4989
Tryndamere,42.3,974 / 1331
Heimerdinger,42.2,1928 / 2637
Corki,42.2,1677 / 2295
Kindred,42.1,1649 / 2271
Lulu,42.0,2687 / 3705
Cassiopeia,41.6,2097 / 2942
Janna,41.5,2365 / 3332
Lux,40.8,1055 / 1529
Morgana,40.7,2682 / 3906
Kennen,40.5,1497 / 2201
Azir,40.4,2329 / 3429
Ziggs,40.3,912 / 1352
Gangplank,39.6,2397 / 3660
Twisted Fate,38.8,1091 / 1719
Vel'Koz,38.0,1751 / 2860
Kayle,37.5,971 / 1620
Senna,37.1,2391 / 4051
