Champion name,Win rate(%),Wins / losses
Pyke,55.5,53888 / 43286
Karthus,55.1,71946 / 58595
Nunu,53.5,30943 / 26912
Ahri,53.4,80010 / 69759
Renekton,53.2,61854 / 54310
Ekko,52.3,48718 / 44449
Nautilus,52.1,44121 / 40516
Bard,51.4,52701 / 49884
Sett,51.4,23746 / 22439
Ornn,51.3,13878 / 13154
Maokai,51.3,10876 / 10341
Blitzcrank,51.2,30359 / 28991
Sejuani,51.2,26508 / 25316
Poppy,51.2,18606 / 17755
Kassadin,51.1,16977 / 16221
Galio,51.0,11303 / 10849
Neeko,50.9,33824 / 32594
Volibear,50.9,23780 / 22976
Fizz,50.8,5339 / 5171
Udyr,50.6,6412 / 6254
Wukong,50.5,8045 / 7871
Amumu,50.4,4900 / 4822
Rek'Sai,50.4,3648 / 3583
Shen,50.3,20018 / 19749
Cho'Gath,50.3,12630 / 12457
Garen,50.3,11310 / 11167
LeBlanc,50.1,10411 / 10361
Pantheon,50.0,16598 / 16566
Talon,50.0,5894 / 5884
Skarner,49.9,2540 / 2552
Xayah,49.8,10006 / 10075
Jarvan IV,49.8,5301 / 5333
Warwick,49.5,5643 / 5755
Ivern,49.5,5461 / 5563
Kai'Sa,49.4,16518 / 16945
Tahm Kench,49.4,4216 / 4318
Urgot,49.4,3949 / 4047
Vi,49.3,5849 / 6014
Rammus,49.3,4342 / 4474
Zac,49.2,10776 / 11143
Hecarim,49.2,2797 / 2886
Zoe,49.1,9694 / 10037
Malphite,49.1,5769 / 5983
Dr. Mundo,49.0,9003 / 9368
Alistar,49.0,8227 / 8579
Riven,49.0,7322 / 7609
Katarina,49.0,5664 / 5906
Gragas,49.0,4316 / 4500
Ezreal,48.9,12329 / 12875
Rakan,48.9,11293 / 11792
Qiyana,48.8,8402 / 8801
Lissandra,48.8,897 / 940
Zed,48.7,9018 / 9503
Diana,48.7,4518 / 4762
Leona,48.5,8018 / 8514
Swain,48.4,7976 / 8489
Syndra,48.4,6668 / 7123
Illaoi,48.4,1585 / 1688
Quinn,48.3,8423 / 9005
Singed,48.3,7229 / 7735
Mordekaiser,48.2,7550 / 8115
Evelynn,48.2,4309 / 4634
Aurelion Sol,48.2,3893 / 4177
Fiora,48.2,2580 / 2775
Akali,48.1,12513 / 13488
Camille,48.1,8293 / 8940
Vladimir,48.1,8067 / 8688
Braum,48.1,5922 / 6381
Teemo,48.1,2539 / 2741
Nidalee,48.0,4719 / 5111
Taliyah,47.9,2211 / 2407
Lillia,47.7,3828 / 4201
Veigar,47.7,3119 / 3416
Aatrox,47.6,8887 / 9798
Miss Fortune,47.6,7494 / 8245
Sion,47.6,3495 / 3855
Anivia,47.6,1570 / 1728
Aphelios,47.5,11681 / 12900
Nasus,47.5,2804 / 3103
Karma,47.4,6187 / 6853
Kled,47.4,2689 / 2983
Elise,47.3,4744 / 5282
Tristana,47.2,5228 / 5851
Nocturne,47.1,2696 / 3032
Ashe,47.0,8310 / 9385
Lee Sin,47.0,7263 / 8191
Sona,47.0,3709 / 4184
Jhin,46.7,5481 / 6247
Master Yi,46.5,1994 / 2295
Vayne,46.4,5408 / 6253
Annie,46.4,3772 / 4357
Rengar,46.4,2797 / 3236
Kha'Zix,46.4,2528 / 2924
Thresh,46.3,7893 / 9144
Varus,46.2,4148 / 4822
Yorick,46.2,1393 / 1623
Darius,46.1,2543 / 2977
Irelia,46.0,4134 / 4858
Ryze,45.8,3634 / 4298
Zyra,45.8,1943 / 2303
Twitch,45.7,7287 / 8658
Trundle,45.7,3207 / 3811
Caitlyn,45.6,7780 / 9266
Draven,45.6,4164 / 4968
Kog'Maw,45.6,3678 / 4394
Graves,45.3,3982 / 4817
Xerath,45.3,3364 / 4061
Gnar,45.2,1954 / 2369
Rumble,45.2,1421 / 1721
Zilean,45.1,4263 / 5194
Jayce,44.9,2274 / 2788
Sivir,44.8,2428 / 2986
Brand,44.7,1709 / 2115
Soraka,44.6,2153 / 2676
Yasuo,44.5,6646 / 8276
Fiddlesticks,44.5,2932 / 3659
Taric,44.5,1960 / 2445
Jax,44.2,3012 / 3798
Malzahar,44.2,1314 / 1660
Shaco,44.1,1320 / 1671
Jinx,43.9,3426 / 4377
Xin Zhao,43.9,742 / 950
Sylas,43.8,3881 / 4983
Kalista,43.6,3028 / 3919
Olaf,43.3,2389 / 3122
Yuumi,43.0,3112 / 4127
Nami,42.9,2094 / 2783
Viktor,42.8,2131 / 2847
Shyvana,42.6,1484 / 2000
Orianna,42.4,2390 / 3246
Heimerdinger,42.3,1737 / 2367
Lulu,42.1,2472 / 3399
Corki,42.1,1543 / 2118
Lucian,42.0,3263 / 4504
Tryndamere,42.0,907 / 1255
Kindred,41.7,1520 / 2127
Janna,41.6,2211 / 3101
Cassiopeia,41.0,1914 / 2751
Ziggs,40.9,838 / 1211
Morgana,40.7,2513 / 3666
Azir,40.4,2174 / 3201
Lux,40.4,942 / 1388
Kennen,40.1,1341 / 2000
Gangplank,39.6,2228 / 3401
Twisted Fate,39.1,990 / 1543
Vel'Koz,38.1,1520 / 2468
Senna,37.5,2201 / 3673
Kayle,37.0,846 / 1438
