Champion name,Win rate(%),Wins / losses
Pyke,55.4,58064 / 46653
Karthus,55.1,77126 / 62939
Nunu,53.5,33534 / 29131
Ahri,53.4,85735 / 74696
Renekton,53.3,66336 / 58231
Ekko,52.2,52265 / 47817
Nautilus,52.1,47282 / 43391
Bard,51.4,56374 / 53319
Sett,51.3,25699 / 24388
Poppy,51.2,19904 / 18936
Ornn,51.2,14869 / 14160
Sejuani,51.1,28279 / 27072
Kassadin,51.1,18205 / 17410
Maokai,51.1,11673 / 11169
Neeko,51.0,36105 / 34716
Blitzcrank,51.0,32381 / 31119
Galio,51.0,12121 / 11631
Volibear,50.8,25532 / 24699
Amumu,50.8,5253 / 5094
Fizz,50.7,5743 / 5577
Wukong,50.6,8564 / 8373
Udyr,50.5,6843 / 6706
Shen,50.4,21502 / 21152
Cho'Gath,50.3,13466 / 13319
Garen,50.3,12130 / 12004
Rek'Sai,50.2,3904 / 3869
Skarner,50.2,2782 / 2762
Pantheon,50.1,17668 / 17595
LeBlanc,50.1,11153 / 11105
Talon,50.0,6302 / 6297
Xayah,49.9,10816 / 10868
Warwick,49.7,6154 / 6228
Jarvan IV,49.7,5596 / 5656
Urgot,49.5,4196 / 4283
Kai'Sa,49.4,17574 / 18034
Vi,49.4,6259 / 6415
Ivern,49.4,5779 / 5915
Zac,49.3,11553 / 11904
Zoe,49.3,10393 / 10708
Tahm Kench,49.3,4505 / 4637
Riven,49.2,7965 / 8237
Malphite,49.2,6199 / 6412
Dr. Mundo,49.1,9626 / 9975
Rammus,49.1,4619 / 4785
Rakan,49.0,12223 / 12734
Hecarim,49.0,2968 / 3090
Ezreal,48.9,13206 / 13819
Gragas,48.9,4578 / 4787
Qiyana,48.8,8962 / 9421
Alistar,48.8,8798 / 9215
Zed,48.6,9589 / 10154
Katarina,48.6,6055 / 6396
Diana,48.6,4860 / 5146
Lissandra,48.6,964 / 1021
Leona,48.5,8553 / 9096
Swain,48.5,8480 / 8994
Syndra,48.5,7161 / 7610
Teemo,48.5,2734 / 2908
Quinn,48.4,8990 / 9583
Illaoi,48.4,1662 / 1771
Evelynn,48.3,4808 / 5147
Fiora,48.3,2808 / 3006
Camille,48.1,8814 / 9529
Vladimir,48.1,8631 / 9319
Mordekaiser,48.1,8086 / 8733
Singed,48.1,7837 / 8463
Nidalee,48.1,5160 / 5570
Aurelion Sol,48.1,4110 / 4430
Akali,48.0,13204 / 14287
Braum,48.0,6270 / 6799
Lillia,47.9,4083 / 4434
Taliyah,47.9,2425 / 2638
Miss Fortune,47.7,8006 / 8787
Sion,47.7,3776 / 4147
Veigar,47.7,3331 / 3646
Aatrox,47.6,9448 / 10419
Karma,47.6,6676 / 7357
Tristana,47.5,5589 / 6178
Anivia,47.5,1665 / 1837
Aphelios,47.4,12573 / 13972
Elise,47.4,5057 / 5614
Nasus,47.4,3020 / 3346
Kled,47.4,2872 / 3189
Ashe,47.0,8852 / 9995
Lee Sin,46.9,7813 / 8842
Sona,46.9,3892 / 4400
Nocturne,46.9,2829 / 3202
Jhin,46.8,5874 / 6679
Annie,46.7,4043 / 4613
Varus,46.4,4409 / 5085
Vayne,46.3,5750 / 6663
Rengar,46.3,2989 / 3460
Thresh,46.2,8452 / 9825
Darius,46.2,2730 / 3174
Kha'Zix,46.2,2664 / 3104
Master Yi,46.1,2134 / 2496
Irelia,46.0,4482 / 5269
Yorick,46.0,1456 / 1709
Trundle,45.8,3414 / 4048
Zyra,45.8,2080 / 2458
Caitlyn,45.7,8313 / 9883
Twitch,45.7,7753 / 9206
Ryze,45.7,3896 / 4629
Kog'Maw,45.6,3926 / 4691
Rumble,45.6,1541 / 1840
Draven,45.5,4404 / 5276
Xerath,45.4,3539 / 4263
Graves,45.3,4235 / 5111
Zilean,45.0,4482 / 5489
Gnar,44.9,2017 / 2476
Sivir,44.7,2562 / 3168
Jayce,44.7,2434 / 3012
Soraka,44.7,2315 / 2862
Xin Zhao,44.7,834 / 1033
Yasuo,44.6,7098 / 8829
Brand,44.6,1807 / 2247
Jax,44.5,3208 / 3999
Fiddlesticks,44.3,3089 / 3887
Shaco,44.3,1389 / 1745
Malzahar,44.3,1384 / 1740
Taric,44.2,2029 / 2561
Sylas,43.9,4087 / 5233
Jinx,43.8,3660 / 4697
Kalista,43.8,3257 / 4182
Olaf,43.4,2553 / 3326
Yuumi,43.1,3394 / 4477
Nami,42.9,2220 / 2957
Shyvana,42.8,1593 / 2130
Viktor,42.7,2232 / 3001
Orianna,42.4,2513 / 3413
Lucian,42.3,3527 / 4820
Heimerdinger,42.3,1849 / 2517
Corki,42.3,1641 / 2235
Lulu,42.1,2628 / 3607
Kindred,42.0,1620 / 2240
Tryndamere,42.0,950 / 1312
Janna,41.5,2315 / 3266
Cassiopeia,41.4,2045 / 2897
Lux,40.8,1022 / 1480
Morgana,40.7,2639 / 3839
Ziggs,40.6,893 / 1305
Azir,40.3,2274 / 3374
Kennen,40.3,1436 / 2123
Gangplank,39.6,2357 / 3596
Twisted Fate,38.9,1066 / 1675
Vel'Koz,38.0,1682 / 2741
Kayle,37.5,944 / 1575
Senna,37.2,2335 / 3944
