Champion name,Win rate(%),Wins / losses
Pyke,55.4,51185 / 41173
Karthus,55.1,68642 / 55854
Ahri,53.4,76414 / 66566
Nunu,53.4,29217 / 25506
Renekton,53.3,58978 / 51717
Ekko,52.3,46470 / 42386
Nautilus,52.1,42115 / 38679
Sett,51.5,22506 / 21211
Bard,51.4,50449 / 47615
Maokai,51.4,10351 / 9788
Poppy,51.3,17795 / 16910
Blitzcrank,51.2,29052 / 27690
Sejuani,51.2,25393 / 24249
Ornn,51.2,13175 / 12549
Kassadin,51.1,16232 / 15524
Galio,51.1,10770 / 10299
Neeko,50.9,32275 / 31151
Fizz,50.9,5060 / 4875
Volibear,50.8,22591 / 21853
Udyr,50.6,6135 / 5983
Amumu,50.5,4707 / 4621
Shen,50.4,19090 / 18812
Garen,50.4,10718 / 10549
Wukong,50.4,7669 / 7542
Rek'Sai,50.4,3462 / 3410
Cho'Gath,50.3,12040 / 11886
Pantheon,50.1,15930 / 15892
LeBlanc,50.1,9846 / 9826
Talon,50.0,5649 / 5656
Xayah,49.9,9494 / 9538
Jarvan IV,49.9,5096 / 5113
Skarner,49.7,2420 / 2453
Warwick,49.5,5336 / 5449
Ivern,49.5,5219 / 5318
Tahm Kench,49.5,3975 / 4063
Vi,49.4,5623 / 5750
Urgot,49.4,3765 / 3851
Kai'Sa,49.3,15848 / 16276
Zac,49.2,10323 / 10675
Rammus,49.2,4117 / 4244
Zoe,49.1,9265 / 9589
Malphite,49.1,5471 / 5678
Dr. Mundo,49.0,8649 / 8992
Alistar,49.0,7878 / 8212
Hecarim,49.0,2643 / 2748
Riven,48.9,6911 / 7217
Gragas,48.9,4121 / 4305
Ezreal,48.8,11757 / 12314
Rakan,48.8,10667 / 11194
Qiyana,48.7,8008 / 8431
Katarina,48.7,5349 / 5631
Diana,48.7,4307 / 4534
Zed,48.6,8588 / 9082
Swain,48.6,7676 / 8129
Aurelion Sol,48.5,3772 / 4003
Illaoi,48.5,1540 / 1638
Leona,48.4,7659 / 8167
Singed,48.4,6802 / 7254
Evelynn,48.4,4034 / 4304
Quinn,48.3,8057 / 8627
Mordekaiser,48.3,7225 / 7728
Syndra,48.3,6346 / 6788
Braum,48.3,5689 / 6096
Lissandra,48.3,830 / 888
Camille,48.2,7917 / 8523
Akali,48.1,12034 / 12959
Nidalee,48.1,4481 / 4832
Teemo,48.1,2433 / 2624
Vladimir,48.0,7695 / 8323
Taliyah,48.0,2094 / 2271
Lillia,47.9,3679 / 4008
Fiora,47.9,2439 / 2654
Sion,47.7,3324 / 3647
Veigar,47.7,3009 / 3295
Anivia,47.7,1489 / 1632
Aatrox,47.6,8519 / 9363
Aphelios,47.5,11063 / 12242
Miss Fortune,47.5,7137 / 7889
Karma,47.4,5893 / 6546
Kled,47.4,2574 / 2854
Nasus,47.2,2665 / 2983
Tristana,47.1,4979 / 5600
Elise,47.1,4523 / 5075
Sona,47.1,3573 / 4017
Nocturne,47.1,2590 / 2907
Ashe,47.0,7905 / 8900
Lee Sin,46.9,6899 / 7800
Master Yi,46.9,1925 / 2180
Jhin,46.8,5208 / 5922
Vayne,46.6,5176 / 5936
Annie,46.5,3614 / 4161
Rengar,46.4,2654 / 3068
Thresh,46.3,7500 / 8715
Varus,46.3,3964 / 4596
Kha'Zix,46.3,2415 / 2804
Yorick,46.1,1339 / 1567
Irelia,46.0,3902 / 4572
Darius,46.0,2427 / 2850
Ryze,45.9,3469 / 4090
Trundle,45.9,3074 / 3619
Caitlyn,45.7,7441 / 8857
Zyra,45.7,1843 / 2186
Twitch,45.6,6956 / 8287
Kog'Maw,45.5,3485 / 4180
Draven,45.4,3937 / 4737
Graves,45.4,3780 / 4553
Xerath,45.4,3282 / 3952
Gnar,45.3,1907 / 2307
Rumble,45.2,1372 / 1663
Zilean,45.1,4132 / 5036
Sivir,44.8,2312 / 2844
Jayce,44.8,2166 / 2664
Brand,44.8,1648 / 2032
Yasuo,44.6,6344 / 7877
Fiddlesticks,44.5,2785 / 3480
Soraka,44.4,2045 / 2558
Taric,44.3,1881 / 2362
Shaco,44.2,1268 / 1602
Malzahar,44.2,1263 / 1597
Jax,44.1,2854 / 3611
Jinx,43.8,3247 / 4167
Xin Zhao,43.8,674 / 864
Kalista,43.7,2908 / 3741
Sylas,43.6,3709 / 4799
Viktor,43.3,2064 / 2699
Yuumi,43.1,2986 / 3947
Olaf,43.1,2241 / 2958
Nami,43.0,2009 / 2660
Heimerdinger,42.4,1662 / 2261
Corki,42.3,1481 / 2023
Shyvana,42.3,1403 / 1910
Lulu,42.2,2356 / 3221
Orianna,42.0,2264 / 3124
Lucian,41.9,3066 / 4247
Kindred,41.9,1471 / 2042
Tryndamere,41.8,870 / 1211
Janna,41.5,2121 / 2991
Cassiopeia,41.2,1844 / 2634
Morgana,40.7,2418 / 3530
Ziggs,40.7,795 / 1156
Azir,40.5,2085 / 3059
Lux,40.4,889 / 1314
Kennen,39.9,1269 / 1909
Gangplank,39.5,2120 / 3251
Twisted Fate,39.0,946 / 1481
Vel'Koz,37.8,1417 / 2330
Senna,37.4,2086 / 3495
Kayle,36.9,806 / 1381
