Champion name,Win rate(%),Wins / losses
Pyke,55.5,51835 / 41642
Karthus,55.1,69419 / 56505
Ahri,53.4,77228 / 67315
Nunu,53.4,29592 / 25807
Renekton,53.3,59676 / 52320
Ekko,52.3,46973 / 42842
Nautilus,52.1,42582 / 39105
Bard,51.4,50960 / 48183
Sett,51.4,22747 / 21472
Maokai,51.4,10470 / 9907
Poppy,51.3,17975 / 17093
Blitzcrank,51.2,29344 / 27962
Ornn,51.2,13313 / 12676
Sejuani,51.1,25626 / 24506
Kassadin,51.1,16388 / 15676
Galio,51.1,10890 / 10428
Fizz,51.0,5121 / 4920
Neeko,50.9,32562 / 31438
Volibear,50.8,22858 / 22098
Udyr,50.6,6188 / 6035
Amumu,50.5,4750 / 4662
Wukong,50.4,7754 / 7619
Rek'Sai,50.4,3502 / 3443
Shen,50.3,19272 / 19021
Cho'Gath,50.3,12153 / 12004
Garen,50.3,10849 / 10702
LeBlanc,50.1,9963 / 9930
Pantheon,50.0,16065 / 16043
Xayah,49.9,9586 / 9632
Talon,49.9,5687 / 5703
Jarvan IV,49.9,5131 / 5161
Skarner,49.6,2446 / 2487
Ivern,49.5,5263 / 5370
Vi,49.4,5672 / 5802
Warwick,49.4,5382 / 5522
Tahm Kench,49.4,4008 / 4107
Urgot,49.4,3799 / 3885
Kai'Sa,49.3,16004 / 16428
Rammus,49.3,4164 / 4278
Zac,49.2,10441 / 10784
Zoe,49.2,9364 / 9687
Dr. Mundo,49.1,8738 / 9071
Malphite,49.1,5535 / 5731
Hecarim,49.0,2665 / 2770
Ezreal,48.9,11878 / 12426
Alistar,48.9,7940 / 8290
Riven,48.9,6983 / 7299
Gragas,48.9,4160 / 4350
Rakan,48.8,10805 / 11320
Katarina,48.8,5424 / 5695
Qiyana,48.7,8082 / 8515
Diana,48.7,4349 / 4574
Zed,48.6,8668 / 9160
Swain,48.6,7729 / 8182
Leona,48.4,7726 / 8234
Singed,48.4,6892 / 7354
Syndra,48.4,6416 / 6852
Evelynn,48.4,4082 / 4360
Aurelion Sol,48.4,3790 / 4040
Illaoi,48.4,1552 / 1652
Lissandra,48.4,842 / 897
Quinn,48.3,8136 / 8712
Mordekaiser,48.3,7292 / 7815
Braum,48.3,5739 / 6155
Camille,48.2,8001 / 8596
Teemo,48.2,2462 / 2649
Akali,48.1,12134 / 13080
Nidalee,48.1,4538 / 4894
Vladimir,48.0,7773 / 8406
Fiora,48.0,2472 / 2674
Taliyah,47.9,2113 / 2294
Lillia,47.8,3709 / 4050
Veigar,47.8,3037 / 3315
Anivia,47.7,1504 / 1648
Aatrox,47.6,8584 / 9436
Sion,47.6,3361 / 3695
Kled,47.6,2608 / 2874
Aphelios,47.5,11168 / 12366
Miss Fortune,47.5,7193 / 7957
Karma,47.4,5946 / 6604
Elise,47.3,4580 / 5112
Nasus,47.2,2684 / 2999
Tristana,47.1,5022 / 5634
Nocturne,47.1,2609 / 2930
Ashe,47.0,7970 / 8998
Sona,47.0,3600 / 4052
Lee Sin,46.9,6967 / 7874
Master Yi,46.9,1942 / 2195
Jhin,46.8,5265 / 5978
Vayne,46.5,5215 / 5991
Annie,46.4,3634 / 4191
Thresh,46.3,7580 / 8803
Rengar,46.3,2675 / 3104
Kha'Zix,46.3,2437 / 2824
Varus,46.2,3983 / 4641
Darius,46.1,2457 / 2874
Irelia,46.0,3946 / 4636
Yorick,46.0,1343 / 1578
Ryze,45.9,3501 / 4130
Trundle,45.8,3090 / 3657
Zyra,45.8,1854 / 2198
Caitlyn,45.7,7495 / 8918
Twitch,45.6,7010 / 8353
Draven,45.5,3976 / 4767
Kog'Maw,45.5,3513 / 4210
Xerath,45.4,3298 / 3974
Graves,45.3,3801 / 4584
Rumble,45.3,1383 / 1668
Gnar,45.2,1914 / 2319
Zilean,45.0,4154 / 5068
Jayce,44.9,2186 / 2679
Brand,44.8,1656 / 2043
Sivir,44.7,2322 / 2868
Yasuo,44.6,6394 / 7946
Soraka,44.5,2070 / 2585
Fiddlesticks,44.4,2808 / 3512
Taric,44.4,1895 / 2372
Shaco,44.2,1275 / 1609
Jax,44.1,2867 / 3633
Malzahar,44.1,1269 / 1606
Xin Zhao,43.9,685 / 877
Jinx,43.8,3277 / 4201
Kalista,43.7,2924 / 3772
Sylas,43.6,3728 / 4825
Viktor,43.3,2073 / 2719
Olaf,43.1,2259 / 2982
Nami,43.1,2023 / 2675
Yuumi,43.0,2998 / 3976
Heimerdinger,42.4,1676 / 2274
Shyvana,42.3,1412 / 1924
Lulu,42.2,2368 / 3239
Corki,42.2,1490 / 2037
Orianna,42.1,2293 / 3149
Lucian,41.9,3097 / 4297
Kindred,41.8,1476 / 2053
Tryndamere,41.7,871 / 1219
Janna,41.5,2136 / 3015
Cassiopeia,41.2,1858 / 2655
Ziggs,40.8,798 / 1159
Morgana,40.7,2436 / 3551
Azir,40.5,2095 / 3077
Lux,40.3,895 / 1324
Kennen,39.9,1278 / 1928
Gangplank,39.5,2134 / 3265
Twisted Fate,39.1,957 / 1493
Vel'Koz,37.9,1431 / 2341
Senna,37.3,2102 / 3530
Kayle,36.9,812 / 1388
