Champion name,Win rate(%),Wins / losses
Pyke,55.4,49991 / 40218
Karthus,55.1,67099 / 54570
Ahri,53.5,74650 / 64965
Nunu,53.4,28435 / 24795
Renekton,53.3,57663 / 50522
Ekko,52.3,45379 / 41344
Nautilus,52.1,41163 / 37802
Sett,51.6,21957 / 20635
Bard,51.5,49292 / 46477
Maokai,51.5,10092 / 9507
Poppy,51.3,17403 / 16525
Blitzcrank,51.2,28359 / 27035
Sejuani,51.2,24850 / 23683
Kassadin,51.2,15876 / 15145
Ornn,51.2,12850 / 12227
Galio,51.1,10494 / 10033
Neeko,50.8,31502 / 30457
Volibear,50.8,22031 / 21359
Fizz,50.8,4906 / 4745
Udyr,50.6,6001 / 5859
Amumu,50.6,4606 / 4502
Shen,50.4,18615 / 18332
Garen,50.4,10439 / 10284
Wukong,50.4,7475 / 7353
Cho'Gath,50.3,11786 / 11635
Rek'Sai,50.3,3369 / 3329
LeBlanc,50.1,9614 / 9594
Pantheon,50.0,15573 / 15543
Jarvan IV,50.0,4989 / 4993
Talon,49.9,5510 / 5540
Xayah,49.8,9270 / 9328
Skarner,49.6,2362 / 2402
Warwick,49.5,5199 / 5308
Ivern,49.5,5107 / 5213
Urgot,49.5,3689 / 3769
Tahm Kench,49.4,3882 / 3984
Kai'Sa,49.3,15508 / 15974
Vi,49.3,5506 / 5661
Rammus,49.3,4018 / 4127
Zac,49.1,10097 / 10456
Alistar,49.1,7739 / 8028
Hecarim,49.1,2575 / 2669
Zoe,49.0,9008 / 9360
Dr. Mundo,49.0,8458 / 8798
Malphite,49.0,5328 / 5539
Riven,48.9,6714 / 7003
Ezreal,48.8,11502 / 12058
Rakan,48.8,10399 / 10893
Gragas,48.8,4017 / 4212
Qiyana,48.7,7816 / 8224
Katarina,48.7,5205 / 5481
Illaoi,48.7,1526 / 1607
Diana,48.6,4185 / 4427
Zed,48.5,8371 / 8876
Swain,48.5,7532 / 7992
Aurelion Sol,48.5,3696 / 3927
Lissandra,48.5,819 / 869
Leona,48.4,7491 / 8001
Singed,48.4,6597 / 7020
Quinn,48.3,7873 / 8431
Mordekaiser,48.3,7076 / 7575
Syndra,48.3,6200 / 6640
Evelynn,48.3,3902 / 4180
Akali,48.2,11821 / 12690
Camille,48.2,7735 / 8306
Braum,48.2,5547 / 5973
Teemo,48.2,2399 / 2575
Taliyah,48.1,2059 / 2224
Vladimir,48.0,7513 / 8127
Nidalee,48.0,4339 / 4705
Lillia,47.9,3605 / 3924
Veigar,47.8,2952 / 3218
Fiora,47.8,2371 / 2585
Anivia,47.7,1461 / 1601
Aatrox,47.6,8323 / 9164
Sion,47.6,3234 / 3560
Miss Fortune,47.5,6973 / 7707
Aphelios,47.4,10779 / 11958
Karma,47.4,5755 / 6375
Sona,47.2,3511 / 3927
Nasus,47.2,2608 / 2913
Nocturne,47.2,2537 / 2842
Kled,47.2,2519 / 2819
Ashe,47.1,7713 / 8646
Tristana,47.1,4885 / 5490
Elise,47.1,4434 / 4976
Lee Sin,46.9,6729 / 7610
Jhin,46.8,5047 / 5748
Master Yi,46.8,1883 / 2137
Vayne,46.5,5049 / 5803
Annie,46.5,3543 / 4081
Varus,46.4,3875 / 4484
Rengar,46.4,2590 / 2990
Kha'Zix,46.4,2379 / 2747
Thresh,46.3,7317 / 8494
Irelia,46.3,3811 / 4421
Yorick,46.1,1324 / 1549
Trundle,46.0,3018 / 3544
Darius,45.9,2378 / 2799
Ryze,45.8,3364 / 3983
Caitlyn,45.7,7273 / 8651
Zyra,45.7,1786 / 2125
Twitch,45.6,6799 / 8102
Kog'Maw,45.5,3398 / 4072
Graves,45.4,3689 / 4441
Xerath,45.4,3238 / 3897
Draven,45.3,3837 / 4640
Gnar,45.2,1884 / 2287
Zilean,45.1,4094 / 4985
Jayce,45.0,2132 / 2608
Rumble,45.0,1335 / 1634
Sivir,44.9,2270 / 2782
Brand,44.9,1622 / 1993
Soraka,44.7,2008 / 2486
Yasuo,44.6,6204 / 7713
Fiddlesticks,44.4,2724 / 3410
Taric,44.2,1842 / 2327
Malzahar,44.2,1240 / 1566
Shaco,44.1,1241 / 1575
Jax,43.9,2768 / 3541
Sylas,43.7,3662 / 4723
Jinx,43.7,3168 / 4078
Kalista,43.7,2841 / 3665
Viktor,43.4,2032 / 2648
Xin Zhao,43.4,637 / 830
Olaf,43.1,2185 / 2890
Yuumi,43.0,2911 / 3866
Nami,42.8,1953 / 2609
Heimerdinger,42.4,1634 / 2219
Shyvana,42.4,1369 / 1860
Corki,42.3,1458 / 1987
Lulu,42.1,2299 / 3156
Orianna,42.1,2203 / 3026
Tryndamere,42.1,857 / 1179
Lucian,41.9,2990 / 4151
Kindred,41.9,1434 / 1989
Janna,41.5,2086 / 2935
Cassiopeia,41.1,1806 / 2591
Ziggs,40.9,782 / 1131
Azir,40.6,2050 / 3002
Morgana,40.5,2361 / 3468
Lux,40.1,865 / 1291
Kennen,40.0,1241 / 1865
Gangplank,39.3,2067 / 3198
Twisted Fate,38.9,925 / 1453
Vel'Koz,37.8,1388 / 2286
Senna,37.3,2039 / 3423
Kayle,37.0,787 / 1341
