Champion name,Win rate(%),Wins / losses
Pyke,55.4,49223 / 39638
Karthus,55.2,66220 / 53797
Ahri,53.5,73641 / 64093
Nunu,53.4,27954 / 24362
Renekton,53.3,56833 / 49832
Ekko,52.3,44751 / 40789
Nautilus,52.2,40627 / 37257
Sett,51.6,21630 / 20326
Bard,51.5,48636 / 45826
Maokai,51.5,9960 / 9374
Poppy,51.3,17206 / 16329
Blitzcrank,51.2,27997 / 26662
Sejuani,51.2,24558 / 23400
Kassadin,51.2,15639 / 14921
Ornn,51.2,12671 / 12073
Galio,51.1,10319 / 9872
Neeko,50.9,31091 / 30032
Volibear,50.8,21690 / 20997
Fizz,50.8,4838 / 4677
Udyr,50.7,5936 / 5777
Amumu,50.6,4536 / 4422
Shen,50.4,18350 / 18078
Garen,50.4,10288 / 10118
Wukong,50.4,7378 / 7272
Cho'Gath,50.3,11594 / 11459
Rek'Sai,50.3,3326 / 3288
LeBlanc,50.1,9480 / 9460
Jarvan IV,50.1,4926 / 4914
Pantheon,50.0,15365 / 15336
Talon,49.9,5442 / 5456
Xayah,49.8,9132 / 9209
Warwick,49.5,5139 / 5235
Ivern,49.4,5045 / 5158
Rammus,49.4,3964 / 4067
Urgot,49.4,3650 / 3734
Skarner,49.4,2313 / 2370
Vi,49.3,5425 / 5580
Tahm Kench,49.3,3831 / 3936
Kai'Sa,49.2,15296 / 15767
Hecarim,49.2,2538 / 2621
Zac,49.1,9968 / 10327
Alistar,49.1,7643 / 7918
Zoe,49.0,8859 / 9207
Dr. Mundo,49.0,8358 / 8696
Malphite,49.0,5262 / 5468
Ezreal,48.9,11350 / 11864
Riven,48.9,6604 / 6894
Rakan,48.8,10248 / 10745
Gragas,48.8,3972 / 4164
Qiyana,48.7,7704 / 8127
Katarina,48.7,5115 / 5394
Illaoi,48.7,1518 / 1600
Diana,48.6,4131 / 4373
Lissandra,48.6,809 / 856
Zed,48.5,8262 / 8772
Swain,48.5,7439 / 7885
Singed,48.5,6492 / 6902
Aurelion Sol,48.5,3646 / 3874
Leona,48.4,7402 / 7878
Evelynn,48.4,3844 / 4104
Quinn,48.3,7775 / 8325
Mordekaiser,48.3,6985 / 7482
Syndra,48.3,6114 / 6535
Akali,48.2,11685 / 12538
Camille,48.2,7630 / 8188
Braum,48.2,5476 / 5889
Teemo,48.2,2369 / 2547
Vladimir,48.0,7419 / 8028
Taliyah,48.0,2031 / 2202
Nidalee,47.9,4265 / 4642
Lillia,47.8,3559 / 3884
Veigar,47.8,2915 / 3183
Aatrox,47.7,8219 / 9028
Fiora,47.7,2334 / 2562
Anivia,47.6,1442 / 1587
Karma,47.5,5664 / 6270
Sion,47.5,3182 / 3523
Aphelios,47.4,10622 / 11780
Miss Fortune,47.4,6872 / 7617
Sona,47.2,3469 / 3873
Nasus,47.2,2565 / 2871
Nocturne,47.2,2497 / 2796
Ashe,47.1,7610 / 8545
Elise,47.1,4363 / 4895
Kled,47.1,2487 / 2793
Tristana,47.0,4809 / 5424
Lee Sin,46.9,6634 / 7526
Master Yi,46.8,1866 / 2117
Jhin,46.7,4970 / 5672
Vayne,46.5,4963 / 5720
Rengar,46.5,2558 / 2938
Varus,46.4,3834 / 4425
Annie,46.4,3488 / 4035
Kha'Zix,46.4,2346 / 2714
Irelia,46.3,3756 / 4362
Thresh,46.2,7202 / 8379
Yorick,46.2,1315 / 1531
Trundle,46.1,2979 / 3490
Ryze,45.9,3326 / 3923
Darius,45.9,2347 / 2765
Caitlyn,45.7,7195 / 8553
Zyra,45.7,1771 / 2106
Twitch,45.6,6699 / 7996
Kog'Maw,45.5,3356 / 4013
Graves,45.4,3653 / 4386
Xerath,45.4,3225 / 3873
Draven,45.3,3791 / 4580
Gnar,45.2,1870 / 2266
Jayce,45.1,2107 / 2563
Zilean,45.0,4050 / 4946
Sivir,45.0,2247 / 2749
Rumble,45.0,1325 / 1618
Brand,44.8,1602 / 1972
Yasuo,44.6,6118 / 7594
Soraka,44.6,1971 / 2452
Fiddlesticks,44.3,2682 / 3372
Taric,44.3,1830 / 2302
Shaco,44.1,1227 / 1557
Malzahar,44.1,1223 / 1548
Jax,43.9,2736 / 3502
Sylas,43.7,3633 / 4675
Jinx,43.7,3120 / 4024
Kalista,43.6,2811 / 3629
Viktor,43.5,2017 / 2621
Xin Zhao,43.2,621 / 816
Olaf,43.1,2158 / 2853
Yuumi,43.0,2885 / 3831
Nami,42.8,1939 / 2590
Corki,42.5,1450 / 1960
Shyvana,42.5,1361 / 1843
Heimerdinger,42.4,1613 / 2191
Lulu,42.1,2269 / 3118
Orianna,42.1,2178 / 2995
Tryndamere,42.1,847 / 1167
Kindred,42.0,1408 / 1945
Lucian,41.8,2942 / 4097
Janna,41.5,2070 / 2913
Cassiopeia,41.1,1791 / 2564
Ziggs,40.9,777 / 1122
Azir,40.6,2025 / 2966
Morgana,40.5,2332 / 3420
Kennen,40.1,1231 / 1837
Lux,40.0,853 / 1280
Gangplank,39.3,2048 / 3165
Twisted Fate,38.9,910 / 1432
Vel'Koz,37.8,1378 / 2263
Senna,37.4,2023 / 3393
Kayle,36.9,771 / 1321
