Champion name,Win rate(%),Wins / losses
Karthus,56.3,7816 / 6066
Nautilus,54.4,6324 / 5294
Zoe,53.9,207 / 177
Camille,53.6,1646 / 1423
Vi,53.3,24 / 21
Bard,53.0,1391 / 1235
Sejuani,52.7,2598 / 2332
Cho'Gath,52.6,2219 / 2003
Poppy,52.6,1215 / 1097
Annie,52.5,512 / 463
Malphite,52.3,6295 / 5743
Pyke,51.9,2048 / 1901
Volibear,51.9,1098 / 1016
Taric,51.9,366 / 339
Shen,51.6,4352 / 4074
Quinn,51.6,657 / 616
Ekko,51.5,1409 / 1328
Nasus,51.3,198 / 188
Rakan,51.2,3804 / 3629
Tristana,51.2,63 / 60
Ahri,51.1,3545 / 3386
Alistar,51.1,1958 / 1871
Ornn,51.1,1341 / 1284
Syndra,51.1,474 / 453
Urgot,51.0,3911 / 3763
Dr. Mundo,51.0,3470 / 3337
Zyra,50.8,254 / 246
Rengar,50.8,31 / 30
Qiyana,50.7,148 / 144
Skarner,50.5,2817 / 2760
Nunu,50.5,642 / 630
Garen,50.3,1516 / 1498
Evelynn,50.2,330 / 328
Kled,50.2,206 / 204
Katarina,50.1,362 / 361
Talon,50.0,1035 / 1035
Gragas,50.0,67 / 67
Braum,49.9,1740 / 1747
Galio,49.8,3878 / 3916
Master Yi,49.8,1232 / 1241
Sion,49.7,977 / 987
Nidalee,49.7,580 / 588
Fizz,49.7,150 / 152
Warwick,49.6,590 / 599
Zac,49.5,2855 / 2915
LeBlanc,49.5,193 / 197
Udyr,49.4,2583 / 2649
Thresh,49.3,978 / 1005
Rammus,49.3,516 / 530
Kassadin,49.2,2326 / 2401
Akali,49.2,254 / 262
Ivern,49.1,448 / 464
Rek'Sai,49.1,384 / 398
Karma,49.0,1458 / 1520
Maokai,49.0,955 / 995
Tryndamere,49.0,934 / 971
Blitzcrank,48.9,627 / 655
Veigar,48.9,499 / 521
Renekton,48.7,447 / 470
Pantheon,48.6,972 / 1029
Ryze,48.5,772 / 821
Aatrox,48.5,276 / 293
Swain,48.5,174 / 185
Sett,48.4,1198 / 1278
Diana,48.4,693 / 740
Vladimir,48.2,460 / 494
Sylas,48.2,157 / 169
Morgana,48.2,122 / 131
Hecarim,48.1,676 / 730
Aurelion Sol,48.0,421 / 456
Zed,47.9,805 / 875
Ashe,47.8,865 / 945
Trundle,47.7,599 / 657
Zilean,47.7,245 / 269
Wukong,47.6,633 / 696
Leona,47.6,413 / 454
Anivia,47.5,331 / 366
Fiora,47.4,171 / 190
Riven,47.3,491 / 547
Brand,47.2,466 / 521
Elise,47.1,595 / 668
Jarvan IV,47.1,289 / 325
Yuumi,47.0,693 / 780
Singed,47.0,510 / 574
Caitlyn,47.0,447 / 504
Aphelios,46.9,1656 / 1875
Kindred,46.9,60 / 68
Twitch,46.8,576 / 655
Malzahar,46.8,217 / 247
Lee Sin,46.7,895 / 1021
Darius,46.7,646 / 738
Jinx,46.7,276 / 315
Miss Fortune,46.4,340 / 392
Amumu,46.2,381 / 443
Tahm Kench,46.2,317 / 369
Fiddlesticks,46.2,48 / 56
Xin Zhao,46.2,24 / 28
Xayah,46.1,787 / 920
Nocturne,46.1,148 / 173
Jax,45.9,111 / 131
Illaoi,45.5,590 / 708
Graves,45.3,717 / 865
Senna,45.2,1158 / 1405
Xerath,45.2,805 / 977
Kog'Maw,44.8,230 / 283
Viktor,44.7,259 / 320
Ezreal,44.7,244 / 302
Vayne,44.3,222 / 279
Kai'Sa,44.2,138 / 174
Irelia,43.9,983 / 1257
Yasuo,43.9,585 / 747
Sona,43.6,170 / 220
Soraka,43.4,115 / 150
Draven,43.2,249 / 327
Kha'Zix,43.2,147 / 193
Mordekaiser,43.2,104 / 137
Janna,42.9,181 / 241
Twisted Fate,42.8,104 / 139
Varus,42.6,272 / 366
Orianna,42.2,318 / 436
Gnar,41.7,95 / 133
Sivir,41.4,53 / 75
Teemo,41.3,38 / 54
Vel'Koz,41.0,146 / 210
Shaco,40.9,152 / 220
Taliyah,40.9,18 / 26
Kayle,40.7,11 / 16
Jhin,40.3,60 / 89
Lissandra,40.0,30 / 45
Heimerdinger,39.6,42 / 64
Shyvana,39.5,66 / 101
Olaf,39.3,262 / 405
Neeko,38.9,74 / 116
Kennen,38.3,64 / 103
Rumble,38.0,19 / 31
Corki,37.3,69 / 116
Cassiopeia,35.7,97 / 175
Kalista,35.7,71 / 128
Azir,35.7,65 / 117
Gangplank,34.6,93 / 176
Ziggs,32.7,16 / 33
Yorick,32.4,11 / 23
Lulu,31.8,153 / 328
Nami,31.5,47 / 102
Lux,31.4,27 / 59
Jayce,31.3,40 / 88
Lucian,30.3,36 / 83
