Champion name,Win rate(%),Wins / losses
Pyke,54.8,89065 / 73587
Nautilus,53.8,79426 / 68126
Draven,52.8,24747 / 22112
Thresh,52.6,28248 / 25505
Sivir,52.2,9663 / 8856
Riven,51.8,16041 / 14949
Maokai,51.7,32088 / 29938
Senna,51.6,29821 / 28011
Janna,51.6,11865 / 11141
Amumu,51.6,6228 / 5837
Leona,51.5,12038 / 11342
Tryndamere,51.3,3451 / 3277
Lissandra,51.3,2407 / 2286
Shen,51.1,23467 / 22488
Ezreal,51.1,21030 / 20148
Quinn,51.1,7573 / 7236
Poppy,51.0,21781 / 20900
Aurelion Sol,51.0,11897 / 11431
Vi,51.0,4398 / 4225
Heimerdinger,50.9,7256 / 7007
Udyr,50.9,4602 / 4448
Sejuani,50.8,34291 / 33175
Ryze,50.7,12405 / 12049
Ziggs,50.6,3357 / 3283
Sett,50.5,42683 / 41878
Yasuo,50.5,19485 / 19085
Fiora,50.5,6591 / 6468
Anivia,50.5,2201 / 2155
Ivern,50.4,41186 / 40476
Ornn,50.4,21751 / 21433
LeBlanc,50.4,14847 / 14625
Warwick,50.4,8499 / 8350
Ekko,50.3,38389 / 37975
Talon,50.3,6821 / 6747
Xayah,50.2,24821 / 24619
Wukong,50.2,8798 / 8743
Irelia,50.2,8693 / 8632
Fizz,50.2,8618 / 8534
Neeko,50.0,31005 / 30982
Cho'Gath,50.0,29016 / 29050
Qiyana,50.0,15958 / 15968
Akali,50.0,15532 / 15527
Kog'Maw,50.0,13645 / 13653
Evelynn,50.0,5165 / 5165
Viktor,50.0,3861 / 3854
Galio,49.9,14000 / 14076
Jayce,49.9,4889 / 4914
Lucian,49.8,10738 / 10826
Jhin,49.8,7875 / 7941
Yuumi,49.8,7346 / 7400
Ahri,49.6,69873 / 70894
Renekton,49.6,47829 / 48692
Aphelios,49.6,30808 / 31251
Camille,49.6,16705 / 16973
Pantheon,49.6,14160 / 14388
Yone,49.6,10537 / 10722
Azir,49.6,4974 / 5051
Karthus,49.5,34246 / 34979
Nunu,49.5,21467 / 21933
Vayne,49.5,11562 / 11775
Miss Fortune,49.5,7650 / 7797
Cassiopeia,49.5,7188 / 7337
Braum,49.4,6966 / 7130
Varus,49.4,6486 / 6646
Syndra,49.4,4426 / 4533
Kassadin,49.3,13671 / 14079
Rumble,49.3,2562 / 2637
Xerath,49.3,2367 / 2433
Caitlyn,49.2,13122 / 13541
Katarina,49.2,6772 / 6986
Rammus,49.2,6302 / 6503
Illaoi,49.2,677 / 699
Bard,49.1,37380 / 38712
Malphite,49.1,5552 / 5763
Kai'Sa,49.0,16836 / 17535
Volibear,49.0,16647 / 17315
Zed,49.0,7718 / 8043
Gangplank,49.0,5331 / 5551
Taric,49.0,1892 / 1967
Graves,48.9,4096 / 4283
Hecarim,48.9,3307 / 3451
Garen,48.8,11586 / 12134
Jinx,48.8,9463 / 9909
Lillia,48.8,9267 / 9724
Twitch,48.7,11875 / 12512
Mordekaiser,48.7,5413 / 5694
Rek'Sai,48.7,4985 / 5250
Veigar,48.6,4248 / 4493
Rakan,48.4,34035 / 36273
Kennen,48.4,6035 / 6426
Lee Sin,48.4,5873 / 6259
Sion,48.4,4681 / 4989
Orianna,48.4,3892 / 4147
Tahm Kench,48.4,3844 / 4099
Gnar,48.4,3460 / 3688
Karma,48.3,12447 / 13344
Zoe,48.3,8831 / 9466
Singed,48.3,5611 / 6010
Gragas,48.3,4083 / 4365
Blitzcrank,48.2,18682 / 20092
Jarvan IV,48.2,14269 / 15344
Ashe,48.2,9196 / 9896
Diana,48.2,7965 / 8571
Taliyah,48.2,1609 / 1730
Rengar,48.1,7240 / 7826
Kalista,48.1,4689 / 5056
Tristana,48.1,4024 / 4350
Dr. Mundo,48.1,3747 / 4037
Alistar,48.0,7101 / 7707
Kayn,48.0,3046 / 3296
Yorick,48.0,1398 / 1512
Nocturne,47.9,2437 / 2654
Corki,47.8,2003 / 2186
Darius,47.7,8899 / 9745
Teemo,47.7,3752 / 4106
Nasus,47.7,3339 / 3655
Skarner,47.7,1668 / 1831
Aatrox,47.6,8296 / 9121
Zilean,47.6,3748 / 4120
Twisted Fate,47.6,1391 / 1533
Zac,47.4,7459 / 8291
Vladimir,47.4,5929 / 6586
Sylas,47.3,4467 / 4980
Urgot,47.3,3450 / 3839
Swain,47.2,4883 / 5461
Kled,47.2,3693 / 4138
Vel'Koz,46.8,2148 / 2444
Nidalee,46.7,4086 / 4661
Lux,46.7,1424 / 1624
Lulu,46.5,17510 / 20176
Morgana,46.4,6361 / 7349
Elise,46.2,3505 / 4077
Zyra,46.1,1656 / 1936
Malzahar,46.1,1196 / 1396
Nami,45.8,4306 / 5097
Jax,45.7,3955 / 4695
Annie,45.7,1959 / 2329
Kayle,45.7,1782 / 2116
Kindred,45.4,1498 / 1805
Master Yi,45.2,1955 / 2374
Trundle,44.0,2686 / 3419
Sona,43.7,3173 / 4084
Soraka,43.6,3670 / 4739
Kha'Zix,43.1,2695 / 3554
Fiddlesticks,43.0,2424 / 3213
Brand,43.0,1494 / 1984
Shyvana,42.5,2196 / 2971
Olaf,40.7,1934 / 2816
Shaco,40.2,1158 / 1725
Xin Zhao,37.2,568 / 959
