Champion name,Win rate(%),Wins / losses
Ivern,54.6,40250 / 33425
Ahri,54.4,65935 / 55320
Senna,54.0,22018 / 18756
Neeko,53.1,33025 / 29200
Lillia,53.1,9428 / 8315
Rakan,53.0,38172 / 33894
Sett,53.0,36629 / 32541
Jarvan IV,52.8,17188 / 15336
Cho'Gath,52.6,18718 / 16848
Sejuani,52.5,24203 / 21934
Qiyana,52.5,13130 / 11865
Aphelios,52.4,27857 / 25347
Aurelion Sol,52.4,9001 / 8174
Garen,52.3,12933 / 11798
Ryze,52.3,11090 / 10110
Nautilus,52.1,40910 / 37654
Soraka,51.7,5982 / 5579
Lulu,51.6,23802 / 22350
Fiora,51.6,6122 / 5738
Pantheon,51.5,14398 / 13535
Cassiopeia,51.5,6293 / 5929
Shen,51.4,17402 / 16434
Karma,51.4,14945 / 14120
Janna,51.3,7985 / 7581
Swain,51.3,6469 / 6147
Camille,51.0,15783 / 15154
Irelia,51.0,6803 / 6543
Diana,51.0,5580 / 5354
Akali,50.9,11579 / 11162
Talon,50.7,6243 / 6063
Maokai,50.6,26121 / 25529
Galio,50.6,11945 / 11648
Ornn,50.5,18610 / 18231
Zoe,50.5,7943 / 7790
Xayah,50.4,27497 / 27072
Blitzcrank,50.4,18525 / 18244
Poppy,50.4,15822 / 15566
Thresh,50.3,10045 / 9941
Kog'Maw,50.3,9510 / 9380
Miss Fortune,50.3,8545 / 8442
Katarina,50.3,5644 / 5583
Quinn,50.3,5600 / 5523
Pyke,50.2,43702 / 43331
Hecarim,50.2,2567 / 2546
Taric,50.2,1847 / 1831
Riven,50.1,8066 / 8047
Vi,50.1,3963 / 3950
Wukong,50.0,8426 / 8415
Tryndamere,49.9,2403 / 2408
Sona,49.8,6344 / 6390
Fizz,49.8,5760 / 5811
Renekton,49.7,46137 / 46706
Caitlyn,49.7,9885 / 10011
Heimerdinger,49.7,2579 / 2610
Kled,49.7,2383 / 2416
Ekko,49.6,34708 / 35258
Bard,49.4,32005 / 32722
Yasuo,49.4,17691 / 18137
Kassadin,49.2,13415 / 13873
Zed,49.2,7659 / 7904
Amumu,49.2,5342 / 5519
Tahm Kench,49.2,4384 / 4533
Sivir,49.1,3645 / 3772
Yone,49.0,5048 / 5258
LeBlanc,48.9,10319 / 10766
Vayne,48.9,6536 / 6817
Lee Sin,48.9,6295 / 6583
Evelynn,48.9,4447 / 4644
Darius,48.8,6991 / 7332
Nami,48.8,5520 / 5796
Zilean,48.8,2633 / 2766
Jhin,48.7,6568 / 6905
Urgot,48.7,3764 / 3960
Kai'Sa,48.6,14652 / 15488
Leona,48.6,7544 / 7963
Draven,48.6,6953 / 7367
Morgana,48.6,6411 / 6781
Taliyah,48.6,1522 / 1607
Nasus,48.4,3348 / 3570
Rammus,48.3,3262 / 3486
Twitch,48.2,12749 / 13717
Lucian,48.2,7126 / 7669
Dr. Mundo,48.2,4914 / 5282
Jax,48.2,2861 / 3072
Gragas,48.1,3073 / 3319
Ziggs,48.1,2781 / 3001
Elise,48.0,3210 / 3478
Aatrox,47.9,7710 / 8390
Gangplank,47.9,4088 / 4452
Udyr,47.9,3113 / 3384
Azir,47.9,2924 / 3185
Malphite,47.6,4363 / 4802
Corki,47.6,2465 / 2712
Nunu,47.5,17032 / 18818
Jinx,47.5,9416 / 10401
Nidalee,47.5,3949 / 4358
Volibear,47.4,15126 / 16811
Varus,47.4,5465 / 6068
Ezreal,47.3,12347 / 13756
Nocturne,47.3,2447 / 2721
Rumble,47.3,1868 / 2080
Anivia,47.3,1406 / 1564
Rek'Sai,47.2,3621 / 4046
Rengar,47.2,3153 / 3527
Shaco,46.8,1494 / 1701
Xerath,46.7,1361 / 1555
Warwick,46.4,6989 / 8074
Ashe,46.4,6341 / 7339
Veigar,46.4,3871 / 4463
Graves,46.4,3390 / 3909
Alistar,46.3,5267 / 6106
Kayn,46.3,4529 / 5245
Shyvana,46.3,2681 / 3112
Orianna,46.2,2376 / 2769
Yuumi,46.0,5259 / 6169
Singed,46.0,4626 / 5425
Sylas,46.0,4176 / 4902
Sion,46.0,2954 / 3462
Gnar,46.0,1696 / 1988
Mordekaiser,45.8,4640 / 5480
Braum,45.8,4583 / 5417
Jayce,45.8,3364 / 3984
Tristana,45.7,3460 / 4103
Vladimir,45.3,5304 / 6398
Kennen,45.3,1436 / 1735
Yorick,45.3,1368 / 1652
Trundle,45.1,2985 / 3638
Olaf,44.7,2518 / 3115
Zyra,44.6,1505 / 1868
Kindred,44.6,1373 / 1705
Syndra,44.5,4117 / 5134
Illaoi,44.5,895 / 1114
Malzahar,44.4,1260 / 1580
Kalista,44.2,3706 / 4675
Viktor,44.2,2506 / 3163
Skarner,44.2,963 / 1216
Fiddlesticks,44.1,2757 / 3501
Zac,44.0,5134 / 6530
Kha'Zix,44.0,1759 / 2239
Teemo,43.5,2295 / 2985
Brand,43.5,1879 / 2443
Master Yi,43.3,2009 / 2635
Vel'Koz,43.1,2210 / 2920
Karthus,42.6,31403 / 42247
Annie,41.5,2211 / 3117
Twisted Fate,40.7,1413 / 2055
Lissandra,40.6,476 / 696
Kayle,40.4,952 / 1402
Lux,39.6,1297 / 1982
Xin Zhao,39.3,746 / 1150
