Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,Support,HelpingX,Challenger - 189 LP,60.8,329 / 212,Felixxx
#2,Top,topkek,Challenger - 157 LP,55.3,379 / 306,redeemer
#3,Top,CHADWICK,Challenger - 155 LP,53.9,370 / 317,MaverickG2
#4,Mid,Rabbit8,Challenger - 152 LP,56.0,371 / 292,racingrabbits3
#5,ADC,NewMeta,Challenger - 119 LP,52.4,356 / 323,moxir
#6,Support,Eclipsed,Challenger - 91 LP,53.5,532 / 462,cmoney847
#7,ADC,Noob,Challenger - 90 LP,54.7,439 / 364,Baleygr
#8,Jungle,tarzaned,Challenger - 78 LP,55.6,233 / 186,Tyler1
#9,Jungle,Stupid Jungler,Challenger - 77 LP,58.2,286 / 205,PooPooPeePee
#10,Mid,Cody275,Challenger - 75 LP,55.2,385 / 313,[email protected]
#11,Support,unicornpetpetuwu,Challenger - 73 LP,55.7,422 / 336,GamerGirls
#12,Jungle,Nunu V2,Challenger - 49 LP,54.5,379 / 316,willchung1024
#13,Jungle,AttSeeker,Challenger - 49 LP,52.6,353 / 318,PaxVan
#14,Support,V5 ppgod,Challenger - 40 LP,54.8,409 / 338,Lior
#15,Jungle,Senbonzakura,Challenger - 39 LP,54.9,388 / 319,PacoPeco
#16,ADC,lumbago,Challenger - 38 LP,56.8,329 / 250,debauchery
#17,Jungle,Canyon,Challenger - 34 LP,56.4,274 / 212,YamatoCannon
#18,Support,Wilde,Challenger - 15 LP,53.0,472 / 419,Wealth_and_Taste
#19,Jungle,SmelliElli,Challenger - 14 LP,55.2,356 / 289,bigjon
#20,Jungle,Prophet,Challenger - 13 LP,56.4,363 / 281,Four
#21,Top,Kingen,Challenger - 12 LP,53.5,381 / 331,Maffayoo
#22,ADC,Abeel,Challenger - 12 LP,53.7,423 / 365,NismanSlayer
#23,Top,Ayu,Challenger - 12 LP,53.1,547 / 483,Bitesized
#24,Mid,Chovy,Challenger - 11 LP,50.4,372 / 366,TheStriker9
#25,Jungle,a tsm reject,Challenger - 8 LP,51.6,337 / 316,aquietghost
#26,Mid,Pane,Challenger - 0 LP,56.9,333 / 252,remixitagain
#27,Mid,Zer,Diamond I - 92 LP,50.7,413 / 401,cmoney847
#28,Mid,Caps,Diamond I - 89 LP,54.1,343 / 291,LordArtos
#29,Support,pneu,Diamond I - 85 LP,52.2,372 / 340,garbz
#30,Top,SilSol,Diamond I - 83 LP,53.3,407 / 356,silsoleuw
#31,Mid,Maverick,Diamond I - 83 LP,52.1,310 / 285,MaverickG
#32,Support,Healslut,Diamond I - 83 LP,52.3,368 / 335,roysiggi
#33,ADC,Pokimane,Diamond I - 83 LP,52.7,526 / 472,Simp
#34,Support,suppbeast777,Diamond I - 81 LP,53.1,428 / 378,squzzz
#35,ADC,Ajax,Diamond I - 77 LP,51.9,376 / 348,Zezro
#36,Top,TheAccelerator,Diamond I - 75 LP,52.2,331 / 303,Lokalika
#37,ADC,-200 years,Diamond I - 75 LP,52.5,468 / 423,aquietghost
#38,Jungle,Jglkekw,Diamond I - 72 LP,53.6,398 / 345,shaqui
#39,Mid,Yuumi Mid,Diamond I - 67 LP,52.3,378 / 345,Noon
#40,Mid,Factor,Diamond I - 65 LP,51.6,409 / 384,thefactor7
#41,ADC,Rabbit4,Diamond I - 60 LP,52.3,525 / 479,willchungtester
#42,Jungle,Clid 2.0,Diamond I - 58 LP,54.0,334 / 285,Coach_Kim
#43,Mid,Circe,Diamond I - 57 LP,52.6,315 / 284,Wealth_and_Taste
#44,Mid,Ciri,Diamond I - 57 LP,54.3,436 / 367,warmi024
#45,Mid,Jarl Mid,Diamond I - 55 LP,53.1,328 / 290,Jarl
#46,Support,Stracchino,Diamond I - 54 LP,54.2,364 / 308,LovelyKangaroo
#47,ADC,Ornstein,Diamond I - 53 LP,54.6,290 / 241,ebaines
#48,Top,Fabrizio Frizzi,Diamond I - 52 LP,51.2,420 / 400,CQANQKA
#49,ADC,Bongsquad423,Diamond I - 51 LP,52.9,320 / 285,dongora
#50,Jungle,Papafrita,Diamond I - 49 LP,52.8,381 / 340,NismanSlayer
#51,ADC,BotBot,Diamond I - 49 LP,50.6,373 / 364,TangilBOT
#52,Mid,Prime Faker,Diamond I - 48 LP,52.6,335 / 302,LDK
#53,Support,Rabbit5,Diamond I - 47 LP,51.2,450 / 429,willchungtester
#54,Support,Jellybeans,Diamond I - 47 LP,52.3,427 / 390,Shagrad
#55,Mid,NameOfYourMid,Diamond I - 47 LP,53.6,318 / 275,BigBrain
#56,ADC,Nieuss,Diamond I - 47 LP,54.6,363 / 302,Nieuss
#57,ADC,Prikki,Diamond I - 47 LP,51.7,259 / 242,Dehkari
#58,ADC,Marksman23,Diamond I - 44 LP,51.1,413 / 395,js2614
#59,Jungle,Audacious,Diamond I - 44 LP,51.6,330 / 309,Nonchalant
#60,Top,GuppyMilk,Diamond I - 43 LP,52.9,450 / 401,gespenst
#61,Mid,Exodia,Diamond I - 42 LP,55.8,258 / 204,yugi
#62,ADC,Rem-chan,Diamond I - 41 LP,52.5,405 / 366,Kuurys
#63,Top,Gesture,Diamond I - 40 LP,53.6,362 / 314,Yiloh
#64,Top,Craq,Diamond I - 40 LP,51.1,521 / 499,moxir
#65,Jungle,Equilibrium,Diamond I - 39 LP,52.3,396 / 361,wertyce
#66,Top,Funn1k,Diamond I - 39 LP,50.1,330 / 329,NAVI
#67,ADC,Lidl Bear,Diamond I - 38 LP,51.3,401 / 380,wertyce
#68,Jungle,Terrified,Diamond I - 37 LP,53.3,530 / 464,MaverickG
#69,Support,Hubble Telescope,Diamond I - 35 LP,52.4,338 / 307,Popelyua
#70,ADC,Soju,Diamond I - 35 LP,50.4,408 / 401,Bitesized
#71,ADC,Finesse,Diamond I - 31 LP,50.7,482 / 469,Wealth_and_Taste
#72,Top,Scarra,Diamond I - 31 LP,51.9,428 / 396,OfflineTV
#73,Top,MZRY,Diamond I - 30 LP,51.9,350 / 324,Entferner
#74,Support,Super Idiot,Diamond I - 30 LP,49.4,384 / 393,Darkheart
#75,Support,Dibbs,Diamond I - 29 LP,50.3,490 / 485,MaverickG
#76,Support,Leo Valdez,Diamond I - 28 LP,52.9,334 / 297,Tor Jelinek
#77,Jungle,Souless,Diamond I - 27 LP,51.1,540 / 517,Bitesized
#78,ADC,invention,Diamond I - 27 LP,52.5,481 / 436,garbz
#79,ADC,Dicliffier,Diamond I - 26 LP,51.9,325 / 301,Dicliffier
#80,Top,Torendri,Diamond I - 26 LP,52.4,274 / 249,denax
#81,Mid,midhigh,Diamond I - 24 LP,52.2,382 / 350,squzz
#82,Mid,Meta Mid,Diamond I - 24 LP,51.5,380 / 358,tkrow
#83,Support,xplayz4dayz,Diamond I - 23 LP,55.1,354 / 289,froggen
#84,Top,Alistar top,Diamond I - 23 LP,51.6,374 / 351,roysiggi 2 
#85,Top,CampingGround,Diamond I - 22 LP,52.5,271 / 245,kcheng686
#86,Support,Salut,Diamond I - 22 LP,50.1,498 / 497,moxir
#87,Top,DoinB,Diamond I - 22 LP,51.8,451 / 419,LordArtos
#88,Support,Fekker,Diamond I - 22 LP,54.2,371 / 313,Key
#89,Top,Fantasy,Diamond I - 21 LP,49.8,300 / 302,WildChoas
#90,Jungle,Aela ,Diamond I - 20 LP,52.3,381 / 348,MolscarZX
#91,Support,Numbus Recanto,Diamond I - 19 LP,51.7,360 / 336,TheHopelezz
#92,Top,Jarun,Diamond I - 18 LP,48.3,305 / 327,Memersticks
#93,Mid,Williamp,Diamond I - 16 LP,52.4,307 / 279,Nicchoe
#94,Jungle,PRIKOLYASIKK,Diamond I - 15 LP,52.3,358 / 326,babanchik
#95,Mid,Hide in poon,Diamond I - 15 LP,54.5,235 / 196,kamiOCE
#96,Jungle,TheSecretWeapon,Diamond I - 15 LP,53.1,324 / 286,Erknaite
#97,Jungle,Jinxnator,Diamond I - 14 LP,50.6,371 / 362,Jinxnator
#98,Support,Likarack,Diamond I - 13 LP,51.3,368 / 350,wirblue1
#99,Jungle,BlabberFIsh,Diamond I - 13 LP,50.7,306 / 298,Meteo
#100,Top,RM,Diamond I - 12 LP,54.0,217 / 185,Jungcock
