Champion name,Win rate(%),Wins / losses
Malphite,56.8,214 / 163
Karma,56.7,4247 / 3248
Zyra,55.3,89 / 72
Brand,54.5,42 / 35
Sejuani,54.3,208 / 175
Zac,53.9,1601 / 1367
Pyke,53.7,2189 / 1884
Lee Sin,53.6,579 / 501
Nunu,53.6,306 / 265
Illaoi,53.6,147 / 127
Aurelion Sol,53.4,251 / 219
Udyr,53.3,2023 / 1774
Skarner,53.3,958 / 838
Galio,53.0,257 / 228
Karthus,52.9,3327 / 2963
Rammus,52.7,69 / 62
Hecarim,52.6,410 / 369
Aphelios,52.4,1584 / 1439
Rakan,52.3,2821 / 2571
Dr. Mundo,52.2,362 / 332
Garen,52.1,25 / 23
Vi,52.0,66 / 61
Senna,51.8,2685 / 2502
Volibear,51.7,447 / 418
Irelia,51.6,1688 / 1585
Shen,51.6,707 / 662
Poppy,51.6,209 / 196
Warwick,51.5,563 / 531
Ivern,51.5,517 / 487
Gragas,51.5,153 / 144
Yasuo,51.4,1388 / 1314
Sona,51.3,1783 / 1695
Lucian,51.3,194 / 184
Bard,51.2,766 / 730
Ashe,51.2,764 / 729
Kayle,50.9,117 / 113
Janna,50.7,458 / 446
Malzahar,50.6,172 / 168
Fizz,50.6,80 / 78
Syndra,50.5,271 / 266
Blitzcrank,50.2,486 / 483
Draven,50.1,417 / 415
Trundle,50.1,176 / 175
Alistar,50.0,226 / 226
Graves,49.9,1108 / 1114
Fiddlesticks,49.9,326 / 327
Gnar,49.9,172 / 173
Ornn,49.8,674 / 679
Ahri,49.8,563 / 567
Rek'Sai,49.8,260 / 262
Xayah,49.7,1092 / 1103
Thresh,49.6,383 / 389
Kog'Maw,49.6,141 / 143
Nidalee,49.5,251 / 256
Zilean,49.5,244 / 249
Teemo,49.5,102 / 104
Nasus,49.3,223 / 229
Singed,49.2,628 / 649
Wukong,49.2,243 / 251
Amumu,49.1,111 / 115
Orianna,48.9,353 / 369
Jarvan IV,48.9,162 / 169
Yorick,48.9,131 / 137
Corki,48.6,102 / 108
Camille,48.4,559 / 595
Master Yi,48.3,478 / 511
Nautilus,48.3,422 / 451
Nocturne,48.2,406 / 436
Jinx,48.2,177 / 190
Vel'Koz,48.2,133 / 143
Leona,48.1,321 / 346
Maokai,48.0,133 / 144
Shaco,48.0,84 / 91
Pantheon,47.8,287 / 313
Swain,47.8,119 / 130
Tryndamere,47.7,633 / 695
Caitlyn,47.6,426 / 469
Tahm Kench,47.6,185 / 204
Kindred,47.6,100 / 110
Elise,47.6,78 / 86
Miss Fortune,47.0,483 / 545
Shyvana,46.9,30 / 34
Riven,46.7,424 / 483
Ryze,46.7,303 / 346
Mordekaiser,46.6,230 / 264
Kassadin,46.5,186 / 214
Sivir,46.5,100 / 115
Kennen,46.3,340 / 394
Ziggs,46.3,99 / 115
Jax,46.2,61 / 71
Braum,46.1,418 / 488
Ekko,46.1,130 / 152
Sion,45.9,211 / 249
Sylas,45.8,226 / 267
Evelynn,45.5,233 / 279
Kha'Zix,45.4,258 / 310
Rengar,45.3,29 / 35
Sett,45.2,316 / 383
Anivia,45.1,201 / 245
Ezreal,44.9,615 / 756
Kai'Sa,44.9,295 / 362
Kalista,44.9,22 / 27
Aatrox,44.7,332 / 410
Jayce,44.6,145 / 180
Varus,44.5,254 / 317
Zed,44.5,142 / 177
Renekton,44.4,83 / 104
Gangplank,44.2,193 / 244
Vladimir,44.0,107 / 136
Katarina,43.8,92 / 118
Soraka,43.8,70 / 90
Nami,43.7,149 / 192
Talon,43.6,176 / 228
Cassiopeia,43.6,163 / 211
Darius,43.5,131 / 170
Tristana,43.4,126 / 164
Xerath,43.3,639 / 838
Urgot,43.2,121 / 159
Heimerdinger,43.2,95 / 125
Quinn,43.1,121 / 160
Rumble,43.0,58 / 77
Cho'Gath,42.8,65 / 87
Viktor,42.7,47 / 63
LeBlanc,42.4,144 / 196
Yuumi,42.1,435 / 599
Akali,42.0,265 / 366
Zoe,41.9,160 / 222
Azir,41.9,151 / 209
Diana,41.9,44 / 61
Taliyah,41.8,56 / 78
Jhin,41.7,93 / 130
Veigar,41.6,220 / 309
Neeko,41.4,58 / 82
Olaf,40.9,147 / 212
Twitch,40.6,121 / 177
Lissandra,40.6,41 / 60
Vayne,40.3,236 / 350
Fiora,40.3,186 / 275
Annie,40.0,60 / 90
Lulu,39.5,85 / 130
Xin Zhao,39.5,64 / 98
Qiyana,39.3,59 / 91
Kled,38.8,62 / 98
Twisted Fate,37.6,53 / 88
Lux,37.5,36 / 60
Morgana,37.2,54 / 91
Taric,31.1,144 / 319
