Champion name,Win rate(%),Wins / losses
Garen,57.7,64 / 47
Malphite,57.5,820 / 606
Illaoi,56.8,598 / 454
Brand,56.2,372 / 290
Karma,54.7,7683 / 6358
Zac,54.1,3227 / 2733
Pyke,53.8,4262 / 3665
Nunu,53.7,742 / 639
Skarner,53.6,1836 / 1591
Malzahar,53.5,402 / 350
Karthus,53.2,6336 / 5564
Udyr,53.2,4080 / 3588
Shen,53.1,1755 / 1547
Galio,52.8,1612 / 1441
Poppy,52.8,480 / 429
Volibear,52.7,929 / 835
Warwick,52.5,863 / 782
Rakan,52.2,5305 / 4864
Aphelios,52.0,3294 / 3043
Hecarim,51.9,760 / 705
Sejuani,51.9,528 / 489
Yorick,51.7,261 / 244
Alistar,51.6,726 / 682
Vi,51.6,131 / 123
Sona,51.4,3046 / 2885
Ashe,51.4,1396 / 1320
Rammus,51.4,226 / 214
Rumble,51.3,173 / 164
Senna,51.2,5155 / 4906
Lee Sin,51.2,1135 / 1082
Trundle,51.2,359 / 342
Yasuo,51.0,2534 / 2432
Syndra,51.0,511 / 491
Kalista,51.0,73 / 70
Graves,50.9,2164 / 2087
Dr. Mundo,50.9,729 / 704
Thresh,50.7,900 / 874
Rek'Sai,50.7,505 / 491
Zyra,50.7,189 / 184
Aurelion Sol,50.6,461 / 450
Irelia,50.5,3191 / 3125
Blitzcrank,50.4,865 / 850
Ivern,50.3,952 / 939
Orianna,50.3,695 / 688
Xayah,50.2,2086 / 2069
Ornn,50.1,1341 / 1336
Bard,50.0,1452 / 1451
Nidalee,49.9,465 / 466
Jinx,49.8,404 / 407
Caitlyn,49.7,818 / 828
Nocturne,49.5,765 / 779
Nasus,49.5,476 / 485
Singed,49.4,1290 / 1319
Gragas,49.4,252 / 258
Fiddlesticks,49.3,551 / 567
Zilean,49.3,446 / 458
Kayle,49.2,235 / 243
Ahri,49.1,975 / 1009
Janna,49.1,868 / 900
Nautilus,49.0,914 / 952
Draven,48.9,756 / 791
Renekton,48.9,185 / 193
Ryze,48.7,661 / 697
Mordekaiser,48.4,475 / 506
Leona,48.3,528 / 566
Lucian,48.2,403 / 433
Maokai,48.2,314 / 338
Amumu,48.1,190 / 205
Corki,48.1,152 / 164
Gnar,48.0,328 / 355
Sion,47.9,415 / 452
Wukong,47.8,475 / 518
Master Yi,47.7,881 / 966
Kog'Maw,47.7,286 / 314
Elise,47.7,206 / 226
Camille,47.6,1150 / 1265
Tryndamere,47.6,1090 / 1198
Ziggs,47.6,176 / 194
Pantheon,47.5,579 / 640
Tristana,47.5,310 / 343
Braum,47.3,803 / 893
Kassadin,47.2,372 / 416
Urgot,47.2,233 / 261
Vel'Koz,47.2,225 / 252
Katarina,47.2,217 / 243
Fizz,47.2,152 / 170
Teemo,47.1,225 / 253
Riven,47.0,757 / 853
Jarvan IV,47.0,332 / 375
Kindred,46.9,243 / 275
Shyvana,46.9,68 / 77
Miss Fortune,46.8,855 / 970
Anivia,46.2,428 / 498
Kai'Sa,45.9,527 / 622
Sylas,45.8,516 / 611
Ekko,45.7,276 / 328
Nami,45.6,365 / 436
LeBlanc,45.6,256 / 305
Shaco,45.5,211 / 253
Olaf,45.4,323 / 388
Aatrox,45.3,628 / 757
Varus,45.1,492 / 599
Neeko,45.1,143 / 174
Tahm Kench,45.0,250 / 306
Jhin,44.9,210 / 258
Rengar,44.7,46 / 57
Sett,44.6,691 / 859
Kha'Zix,44.6,460 / 571
Kled,44.6,149 / 185
Ezreal,44.5,1063 / 1327
Kennen,44.5,542 / 675
Jayce,44.4,267 / 334
Swain,44.4,227 / 284
Vladimir,44.4,210 / 263
Cho'Gath,44.4,176 / 220
Heimerdinger,44.4,174 / 218
Evelynn,44.3,395 / 497
Yuumi,44.1,867 / 1099
Cassiopeia,43.8,332 / 426
Diana,43.8,95 / 122
Zoe,43.7,345 / 445
Lux,43.5,104 / 135
Twitch,43.4,254 / 331
Azir,43.3,322 / 421
Zed,43.2,261 / 343
Sivir,43.2,188 / 247
Xerath,43.1,1021 / 1346
Lulu,43.1,190 / 251
Jax,43.1,116 / 153
Morgana,43.0,113 / 150
Gangplank,42.9,348 / 464
Fiora,42.7,403 / 540
Vayne,42.6,554 / 745
Darius,42.5,287 / 388
Veigar,42.3,402 / 548
Akali,42.2,583 / 800
Viktor,42.0,84 / 116
Quinn,41.8,193 / 269
Talon,41.6,276 / 387
Annie,41.4,162 / 229
Xin Zhao,41.3,125 / 178
Soraka,40.5,105 / 154
Qiyana,40.0,120 / 180
Twisted Fate,38.8,165 / 260
Taliyah,36.3,70 / 123
Lissandra,36.1,65 / 115
Taric,31.7,515 / 1109
