Champion name,Win rate(%),Wins / losses
Malphite,57.2,360 / 269
Karma,56.1,5137 / 4012
Illaoi,54.3,246 / 207
Zac,54.0,2017 / 1719
Pyke,53.9,2659 / 2274
Skarner,53.9,1167 / 999
Garen,53.5,38 / 33
Udyr,53.4,2535 / 2213
Brand,53.3,56 / 49
Volibear,53.2,569 / 501
Nunu,53.1,366 / 323
Shen,52.9,953 / 850
Poppy,52.9,257 / 229
Karthus,52.7,4041 / 3625
Galio,52.6,456 / 411
Aurelion Sol,52.5,314 / 284
Zyra,52.5,116 / 105
Dr. Mundo,52.3,461 / 420
Lee Sin,52.2,722 / 661
Rakan,52.1,3479 / 3194
Aphelios,52.1,1972 / 1814
Sejuani,52.1,257 / 236
Vi,52.0,78 / 72
Gragas,51.9,195 / 181
Ivern,51.8,634 / 591
Warwick,51.7,615 / 575
Senna,51.4,3297 / 3120
Alistar,51.4,340 / 321
Yasuo,51.2,1689 / 1612
Ashe,51.2,911 / 869
Irelia,51.1,2042 / 1956
Malzahar,51.1,228 / 218
Sona,51.0,2105 / 2021
Hecarim,51.0,494 / 474
Thresh,50.8,495 / 480
Graves,50.7,1394 / 1355
Nidalee,50.7,318 / 309
Jarvan IV,50.7,228 / 222
Gnar,50.6,219 / 214
Bard,50.5,954 / 936
Rammus,50.5,99 / 97
Blitzcrank,50.4,576 / 566
Syndra,50.1,341 / 340
Trundle,50.1,217 / 216
Yorick,50.1,173 / 172
Ahri,50.0,651 / 651
Janna,50.0,553 / 554
Nocturne,50.0,517 / 517
Draven,50.0,497 / 497
Zilean,50.0,292 / 292
Lucian,50.0,255 / 255
Fiddlesticks,49.9,391 / 392
Maokai,49.9,181 / 182
Xayah,49.6,1330 / 1353
Rek'Sai,49.6,314 / 319
Nasus,49.6,283 / 287
Ornn,49.5,836 / 853
Orianna,49.5,433 / 442
Wukong,49.3,302 / 310
Kayle,49.3,140 / 144
Singed,49.0,767 / 798
Teemo,49.0,127 / 132
Renekton,48.9,113 / 118
Caitlyn,48.8,527 / 552
Nautilus,48.7,559 / 588
Ziggs,48.6,126 / 133
Master Yi,48.4,602 / 641
Leona,48.4,375 / 400
Jinx,48.4,220 / 235
Camille,48.3,702 / 751
Corki,48.3,114 / 122
Jax,48.2,81 / 87
Amumu,48.0,131 / 142
Elise,48.0,110 / 119
Fizz,48.0,98 / 106
Miss Fortune,47.8,579 / 633
Pantheon,47.8,356 / 389
Kassadin,47.8,243 / 265
Kog'Maw,47.7,180 / 197
Ryze,47.6,400 / 441
Tryndamere,47.4,758 / 842
Sion,47.3,264 / 294
Swain,47.3,149 / 166
Vel'Koz,47.2,154 / 172
Rumble,47.0,79 / 89
Mordekaiser,46.8,287 / 326
Riven,46.5,532 / 611
Shaco,46.5,112 / 129
Kindred,46.4,121 / 140
Braum,46.3,507 / 587
Ekko,46.1,159 / 186
Kennen,45.9,398 / 469
Sylas,45.9,297 / 350
Aatrox,45.8,423 / 500
Urgot,45.7,155 / 184
Sivir,45.7,126 / 150
Zed,45.5,175 / 210
Shyvana,45.3,39 / 47
Kai'Sa,45.2,360 / 436
Rengar,45.2,33 / 40
Evelynn,45.1,275 / 335
Anivia,45.1,256 / 311
Ezreal,45.0,739 / 902
Tahm Kench,45.0,195 / 238
Diana,45.0,63 / 77
Kha'Zix,44.8,318 / 392
Varus,44.6,310 / 385
LeBlanc,44.5,170 / 212
Jayce,44.4,179 / 224
Kalista,44.4,32 / 40
Katarina,44.3,120 / 151
Kled,44.3,90 / 113
Sett,44.2,400 / 506
Cassiopeia,44.0,208 / 265
Nami,43.9,204 / 261
Tristana,43.8,168 / 216
Twitch,43.8,166 / 213
Heimerdinger,43.7,117 / 151
Azir,43.6,206 / 267
Jhin,43.6,119 / 154
Cho'Gath,43.5,81 / 105
Xerath,43.2,741 / 973
Vladimir,43.2,127 / 167
Viktor,43.2,57 / 75
Soraka,43.1,78 / 103
Taliyah,43.1,66 / 87
Gangplank,42.9,241 / 321
Darius,42.8,169 / 226
Yuumi,42.7,557 / 747
Quinn,42.6,145 / 195
Akali,42.4,351 / 476
Veigar,42.4,279 / 379
Neeko,42.3,74 / 101
Fiora,42.2,249 / 341
Lulu,42.0,118 / 163
Talon,41.9,203 / 281
Olaf,41.9,193 / 268
Zoe,41.7,201 / 281
Lux,41.7,50 / 70
Annie,40.9,85 / 123
Morgana,40.9,72 / 104
Vayne,40.8,308 / 447
Twisted Fate,40.7,85 / 124
Lissandra,40.5,51 / 75
Qiyana,39.9,73 / 110
Xin Zhao,39.2,78 / 121
Taric,30.2,270 / 624
