Champion name,Win rate(%),Wins / losses
Malphite,57.6,1148 / 846
Illaoi,56.5,741 / 571
Garen,55.8,91 / 72
Brand,55.2,502 / 407
Karma,54.6,8660 / 7198
Zac,54.0,3632 / 3095
Pyke,53.5,4829 / 4203
Skarner,53.4,2094 / 1825
Malzahar,53.3,468 / 410
Nunu,53.2,880 / 775
Karthus,53.1,7179 / 6342
Udyr,52.9,4586 / 4082
Shen,52.8,2006 / 1796
Galio,52.6,2083 / 1875
Sejuani,52.6,639 / 576
Poppy,52.4,555 / 504
Rakan,52.1,5942 / 5468
Warwick,52.1,950 / 874
Alistar,52.1,868 / 799
Aphelios,52.0,3754 / 3464
Volibear,51.9,1070 / 990
Ashe,51.7,1620 / 1515
Hecarim,51.5,858 / 808
Sona,51.4,3460 / 3272
Rumble,51.4,213 / 201
Senna,51.2,5847 / 5578
Dr. Mundo,51.2,828 / 789
Rammus,51.0,252 / 242
Lee Sin,50.9,1251 / 1209
Graves,50.8,2451 / 2371
Orianna,50.8,804 / 779
Zyra,50.8,220 / 213
Yasuo,50.6,2801 / 2733
Syndra,50.6,563 / 550
Trundle,50.6,402 / 393
Irelia,50.5,3614 / 3542
Blitzcrank,50.5,968 / 947
Ornn,50.2,1508 / 1493
Thresh,50.2,1040 / 1030
Rek'Sai,50.2,591 / 586
Vi,50.2,160 / 159
Gragas,50.1,269 / 268
Ivern,50.0,1064 / 1065
Nidalee,50.0,537 / 538
Yorick,50.0,289 / 289
Xayah,49.8,2305 / 2326
Nasus,49.8,530 / 534
Caitlyn,49.7,929 / 941
Bard,49.6,1614 / 1637
Nautilus,49.5,1069 / 1090
Nocturne,49.5,830 / 847
Aurelion Sol,49.5,502 / 512
Singed,49.4,1478 / 1516
Ryze,49.4,744 / 763
Fiddlesticks,49.2,592 / 611
Jinx,49.1,480 / 498
Kayle,49.1,256 / 265
Ahri,49.0,1081 / 1124
Janna,49.0,971 / 1009
Tryndamere,48.8,1291 / 1357
Draven,48.7,810 / 854
Zilean,48.6,495 / 524
Corki,48.5,163 / 173
Leona,48.4,575 / 613
Sion,48.4,473 / 505
Master Yi,48.3,1003 / 1075
Amumu,48.3,216 / 231
Ziggs,48.3,188 / 201
Wukong,48.2,538 / 578
Kalista,48.2,79 / 85
Mordekaiser,48.1,529 / 571
Gnar,48.1,374 / 404
Tristana,48.0,367 / 398
Urgot,48.0,263 / 285
Renekton,48.0,207 / 224
Camille,47.9,1314 / 1429
Jarvan IV,47.4,371 / 411
Pantheon,47.3,637 / 711
Lucian,47.3,435 / 484
Maokai,47.3,344 / 383
Katarina,47.3,250 / 278
Elise,47.3,233 / 260
Braum,47.2,892 / 998
Riven,47.1,824 / 927
Kassadin,47.1,415 / 466
Vel'Koz,47.1,248 / 279
Miss Fortune,46.9,936 / 1058
Kog'Maw,46.9,316 / 358
Ekko,46.9,313 / 354
Kai'Sa,46.7,595 / 679
Lux,46.4,130 / 150
Fizz,46.3,162 / 188
Anivia,46.2,480 / 560
Teemo,46.2,244 / 284
Olaf,46.1,369 / 432
Evelynn,46.0,452 / 531
Heimerdinger,45.7,214 / 254
Kindred,45.6,273 / 326
Varus,45.4,561 / 676
Sylas,45.4,557 / 669
Nami,45.4,420 / 506
LeBlanc,45.4,279 / 335
Sett,45.3,789 / 954
Tahm Kench,45.3,258 / 312
Vladimir,45.2,238 / 289
Neeko,45.1,152 / 185
Yuumi,45.0,985 / 1205
Aatrox,45.0,696 / 849
Kennen,45.0,592 / 724
Kha'Zix,44.8,505 / 622
Zoe,44.7,399 / 494
Rengar,44.7,51 / 63
Ezreal,44.6,1171 / 1454
Jhin,44.6,238 / 296
Shaco,44.5,240 / 299
Swain,44.4,236 / 295
Diana,44.4,106 / 133
Cassiopeia,44.2,363 / 458
Jayce,44.1,278 / 352
Kled,44.1,163 / 207
Cho'Gath,44.0,192 / 244
Jax,43.9,132 / 169
Shyvana,43.6,71 / 92
Xerath,43.3,1109 / 1453
Twitch,43.3,275 / 360
Zed,43.1,295 / 389
Sivir,43.0,208 / 276
Xin Zhao,42.9,148 / 197
Morgana,42.9,121 / 161
Gangplank,42.7,379 / 508
Akali,42.6,651 / 877
Lulu,42.5,207 / 280
Azir,42.4,341 / 464
Annie,42.4,184 / 250
Fiora,42.2,438 / 599
Soraka,42.2,119 / 163
Darius,42.1,326 / 449
Vayne,42.0,605 / 836
Veigar,41.9,431 / 597
Talon,41.9,296 / 411
Quinn,41.5,206 / 290
Viktor,40.8,95 / 138
Qiyana,40.4,134 / 198
Twisted Fate,39.1,184 / 286
Lissandra,36.4,67 / 117
Taliyah,35.3,73 / 134
Taric,32.7,605 / 1247
