Champion name,Win rate(%),Wins / losses
Ziggs,66.7,6 / 3
Mordekaiser,61.3,46 / 29
Swain,58.3,49 / 35
Corki,58.3,14 / 10
Fiora,58.2,53 / 38
Lux,57.8,26 / 19
Teemo,56.8,21 / 16
Azir,56.1,32 / 25
Renekton,55.6,30 / 24
Nautilus,55.0,856 / 700
Shen,54.7,542 / 448
Urgot,54.6,1089 / 907
Rakan,54.5,746 / 624
Dr. Mundo,54.5,653 / 546
Maokai,54.5,115 / 96
Ryze,54.1,99 / 84
Galio,53.8,924 / 792
Brand,53.8,91 / 78
Poppy,53.7,187 / 161
Illaoi,53.4,308 / 269
Braum,53.2,254 / 223
Nasus,53.2,50 / 44
Quinn,53.1,68 / 60
Cho'Gath,53.0,411 / 365
Olaf,53.0,35 / 31
Malzahar,52.8,28 / 25
Zilean,52.6,100 / 90
Amumu,52.5,62 / 56
Miss Fortune,52.4,119 / 108
Morgana,52.4,89 / 81
Ahri,52.3,192 / 175
Sejuani,52.1,257 / 236
Jhin,52.1,25 / 23
Leona,52.0,77 / 71
Malphite,51.9,919 / 852
Sion,51.9,107 / 99
Xerath,51.8,430 / 400
LeBlanc,51.7,31 / 29
Pantheon,51.5,191 / 180
Skarner,51.4,429 / 405
Jarvan IV,51.2,169 / 161
Kindred,51.1,47 / 45
Rengar,51.1,24 / 23
Alistar,50.9,246 / 237
Darius,50.9,54 / 52
Karma,50.7,469 / 456
Volibear,50.5,104 / 102
Lee Sin,50.0,220 / 220
Taric,50.0,57 / 57
Syndra,50.0,54 / 54
Aatrox,50.0,32 / 32
Vel'Koz,50.0,23 / 23
Elise,50.0,16 / 16
Aphelios,49.6,532 / 540
Cassiopeia,49.5,46 / 47
Anivia,49.3,69 / 71
Zac,49.1,495 / 513
Soraka,49.0,24 / 25
Nunu,48.9,128 / 134
Sona,48.8,117 / 123
Warwick,48.6,153 / 162
Sylas,48.6,72 / 76
Nidalee,48.4,203 / 216
Karthus,48.3,483 / 517
Janna,48.2,93 / 100
Caitlyn,48.1,102 / 110
Orianna,48.1,100 / 108
Blitzcrank,48.1,88 / 95
Twisted Fate,48.1,37 / 40
Graves,48.0,146 / 158
Senna,47.9,443 / 482
Udyr,47.9,338 / 367
Yuumi,47.9,172 / 187
Varus,47.9,127 / 138
Hecarim,47.7,103 / 113
Thresh,47.6,192 / 211
Riven,47.6,131 / 144
Kled,47.3,26 / 29
Rammus,47.2,17 / 19
Talon,47.1,8 / 9
Ezreal,46.8,51 / 58
Singed,46.7,129 / 147
Camille,46.5,86 / 99
Xayah,46.4,115 / 133
Kassadin,46.4,39 / 45
Nami,46.2,24 / 28
Pyke,45.9,255 / 300
Irelia,45.6,229 / 273
Gangplank,45.5,20 / 24
Ivern,45.4,74 / 89
Wukong,45.1,41 / 50
Sett,45.0,116 / 142
Garen,45.0,67 / 82
Lissandra,45.0,27 / 33
Gragas,45.0,9 / 11
Yasuo,44.9,149 / 183
Ashe,44.9,131 / 161
Kai'Sa,44.8,13 / 16
Ornn,44.4,173 / 217
Xin Zhao,44.4,16 / 20
Tahm Kench,43.9,29 / 37
Kha'Zix,43.9,18 / 23
Rumble,43.8,7 / 9
Nocturne,43.7,31 / 40
Ekko,43.4,23 / 30
Shaco,43.1,22 / 29
Rek'Sai,42.4,64 / 87
Taliyah,42.3,11 / 15
Shyvana,41.7,5 / 7
Jax,41.4,12 / 17
Tryndamere,41.3,50 / 71
Master Yi,40.7,66 / 96
Zed,40.5,47 / 69
Trundle,39.5,49 / 75
Lulu,39.4,54 / 83
Tristana,39.4,13 / 20
Katarina,39.0,23 / 36
Fiddlesticks,38.9,7 / 11
Zyra,38.7,24 / 38
Neeko,38.4,38 / 61
Aurelion Sol,37.5,27 / 45
Fizz,37.5,18 / 30
Yorick,37.5,12 / 20
Akali,37.1,39 / 66
Vi,37.0,10 / 17
Jinx,36.4,28 / 49
Kennen,36.4,20 / 35
Vladimir,36.2,17 / 30
Jayce,36.0,9 / 16
Kalista,35.7,10 / 18
Veigar,35.1,27 / 50
Evelynn,34.9,15 / 28
Qiyana,34.0,16 / 31
Gnar,33.3,11 / 22
Annie,33.3,5 / 10
Vayne,33.0,31 / 63
Kog'Maw,32.9,50 / 102
Bard,32.7,35 / 72
Zoe,32.5,26 / 54
Twitch,31.0,13 / 29
Lucian,30.6,11 / 25
Viktor,30.0,6 / 14
Sivir,29.2,7 / 17
Heimerdinger,26.1,6 / 17
Draven,25.6,10 / 29
Diana,21.4,3 / 11
Kayle,0.0,0 / 6
