Champion name,Win rate(%),Wins / losses
Pyke,55.2,50831 / 41288
Nautilus,54.2,45042 / 38056
Thresh,52.8,15529 / 13874
Draven,52.7,13052 / 11721
Riven,52.3,9429 / 8589
Sivir,52.3,5236 / 4770
Maokai,51.9,18276 / 16968
Janna,51.9,7225 / 6692
Leona,51.6,7154 / 6715
Sejuani,51.5,20615 / 19452
Poppy,51.5,13699 / 12916
Amumu,51.5,3678 / 3457
Shen,51.3,14959 / 14223
Heimerdinger,51.3,4261 / 4042
Lissandra,51.3,1249 / 1187
Ezreal,51.2,12598 / 12007
Quinn,51.1,4590 / 4386
Warwick,51.0,5597 / 5367
Aurelion Sol,50.9,7530 / 7254
Fiora,50.7,4239 / 4114
Udyr,50.7,3129 / 3037
Tryndamere,50.7,1556 / 1514
Xerath,50.7,1054 / 1024
Senna,50.6,15871 / 15474
Ryze,50.6,7462 / 7293
Azir,50.6,3329 / 3244
Viktor,50.6,2161 / 2107
Ziggs,50.6,1907 / 1859
Xayah,50.5,15920 / 15616
Qiyana,50.5,10370 / 10150
Vi,50.5,2700 / 2646
Ivern,50.4,25981 / 25522
Ornn,50.4,13924 / 13714
Evelynn,50.4,3051 / 3003
Sett,50.3,26784 / 26416
Ekko,50.3,24487 / 24160
Yasuo,50.3,11494 / 11358
LeBlanc,50.3,9172 / 9068
Fizz,50.3,5728 / 5663
Cho'Gath,50.2,19106 / 18973
Gnar,50.2,2312 / 2295
Irelia,50.1,5648 / 5627
Rumble,50.1,1488 / 1480
Anivia,50.1,1414 / 1408
Akali,50.0,9567 / 9586
Galio,50.0,8479 / 8489
Jhin,50.0,4954 / 4959
Jayce,50.0,2970 / 2970
Neeko,49.9,20552 / 20623
Kog'Maw,49.9,7953 / 7981
Wukong,49.9,5820 / 5834
Nunu,49.8,13146 / 13231
Braum,49.8,4831 / 4861
Ahri,49.7,45389 / 45871
Camille,49.7,10222 / 10365
Talon,49.7,4302 / 4355
Vayne,49.6,6338 / 6435
Lucian,49.6,6271 / 6370
Varus,49.6,4409 / 4479
Rammus,49.6,4060 / 4127
Hecarim,49.6,2014 / 2049
Renekton,49.5,30542 / 31204
Karthus,49.5,21226 / 21657
Aphelios,49.5,20394 / 20807
Pantheon,49.5,9457 / 9641
Volibear,49.4,11064 / 11352
Gangplank,49.4,3248 / 3325
Bard,49.3,23959 / 24594
Yone,49.3,6228 / 6411
Malphite,49.3,3543 / 3638
Veigar,49.3,2606 / 2678
Tahm Kench,49.3,2594 / 2664
Zed,49.2,4991 / 5150
Cassiopeia,49.2,4613 / 4769
Katarina,49.2,4171 / 4309
Kassadin,49.1,8780 / 9106
Mordekaiser,49.1,3401 / 3532
Orianna,49.1,2544 / 2642
Caitlyn,49.0,8163 / 8493
Miss Fortune,49.0,4717 / 4916
Kai'Sa,48.9,10686 / 11160
Twitch,48.9,7590 / 7930
Lillia,48.9,5921 / 6194
Jinx,48.9,5418 / 5671
Kennen,48.9,3944 / 4117
Syndra,48.9,2831 / 2953
Rek'Sai,48.8,3132 / 3284
Blitzcrank,48.7,12419 / 13081
Garen,48.7,7774 / 8193
Nocturne,48.7,1581 / 1665
Diana,48.6,5230 / 5538
Kayn,48.6,1856 / 1960
Skarner,48.6,1139 / 1206
Yuumi,48.5,3972 / 4212
Rakan,48.4,22704 / 24197
Zoe,48.4,5900 / 6296
Rengar,48.4,3750 / 3990
Jarvan IV,48.3,10197 / 10927
Sion,48.3,2900 / 3104
Tristana,48.3,2570 / 2756
Lee Sin,48.2,3880 / 4174
Taric,48.2,1224 / 1318
Karma,48.1,7780 / 8379
Ashe,48.1,5279 / 5704
Teemo,48.1,2332 / 2521
Kalista,48.0,3040 / 3297
Gragas,48.0,2490 / 2698
Graves,48.0,2485 / 2694
Urgot,48.0,2439 / 2638
Yorick,48.0,924 / 999
Nasus,47.9,1987 / 2161
Illaoi,47.9,459 / 499
Alistar,47.8,4210 / 4591
Singed,47.8,3364 / 3674
Zilean,47.8,2620 / 2856
Aatrox,47.7,5442 / 5974
Zac,47.7,4666 / 5113
Kled,47.7,2698 / 2957
Dr. Mundo,47.7,2466 / 2706
Darius,47.6,5516 / 6066
Corki,47.5,1268 / 1403
Taliyah,47.3,1051 / 1173
Vladimir,47.0,3821 / 4317
Swain,46.9,3333 / 3774
Sylas,46.9,2730 / 3085
Nidalee,46.8,2651 / 3009
Morgana,46.7,4125 / 4704
Vel'Koz,46.6,1322 / 1517
Lux,46.5,932 / 1072
Twisted Fate,46.3,810 / 940
Nami,46.1,3210 / 3752
Lulu,45.9,11532 / 13581
Elise,45.8,2224 / 2635
Master Yi,45.7,1321 / 1572
Kayle,45.7,1072 / 1272
Jax,45.5,2430 / 2906
Annie,45.2,1213 / 1468
Zyra,44.6,915 / 1138
Malzahar,44.5,731 / 913
Sona,44.3,2240 / 2813
Trundle,44.1,1766 / 2239
Kha'Zix,44.1,1497 / 1900
Soraka,43.6,2787 / 3600
Brand,43.3,928 / 1217
Shyvana,42.7,1390 / 1864
Fiddlesticks,42.6,1590 / 2145
Kindred,42.0,627 / 867
Olaf,41.3,1330 / 1891
Shaco,40.8,792 / 1150
Xin Zhao,37.6,362 / 600
