Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,Jungle,DanDyx,Challenger - 1408 LP,70.1,681 / 291,Choi
#2,ADC,Impx,Challenger - 1168 LP,62.1,936 / 572,Choi
#3,Jungle,tarzaned,Challenger - 1088 LP,62.6,426 / 255,Tyler1
#4,Jungle,Aela ,Challenger - 1001 LP,58.0,913 / 662,MolscarZX
#5,Jungle,AttSeeker,Challenger - 835 LP,58.5,743 / 528,PaxVan
#6,Support,HelpingX,Challenger - 745 LP,59.4,881 / 603,Felixxx
#7,Mid,Jarl Mid,Challenger - 718 LP,59.4,860 / 587,Jarl
#8,Jungle,sandbox5,Challenger - 651 LP,57.3,753 / 562,
#9,Mid,PawNx,Challenger - 639 LP,57.9,912 / 664,Choi
#10,Top,TopBot,Challenger - 608 LP,53.8,1281 / 1099,TangilBOT
#11,Jungle,junglekek,Challenger - 586 LP,54.8,845 / 697,redeemer
#12,Jungle,Shitfeather,Challenger - 573 LP,58.5,841 / 596,hiroli
#13,Support,Keria,Challenger - 529 LP,53.1,952 / 842,TheStriker9
#14,Jungle,Stupid Jungler,Challenger - 511 LP,60.2,826 / 547,PooPooPeePee
#15,Jungle,Wakes,Challenger - 506 LP,57.7,1219 / 893,alim
#16,Mid,Etosh,Challenger - 497 LP,54.1,875 / 743,Etosh
#17,Top,Dumbass,Challenger - 492 LP,52.5,1164 / 1053,Key
#18,Jungle,Canyon,Challenger - 491 LP,58.3,997 / 712,YamatoCannon
#19,Support,SupBot,Challenger - 489 LP,53.9,1036 / 887,TangilBOT
#20,Support,Fekker,Challenger - 476 LP,55.2,956 / 777,Key
#21,Support,Rookie,Challenger - 468 LP,54.7,849 / 703,LordArtos
#22,Support,JoseJose,Challenger - 467 LP,53.1,1021 / 901,tytn
#23,Support,unicornpetpetuwu,Challenger - 466 LP,53.8,1001 / 858,GamerGirls
#24,Jungle,Kaltch,Challenger - 460 LP,55.7,828 / 658,Princess
#25,Mid,Chovy,Challenger - 433 LP,55.4,920 / 742,TheStriker9
#26,Jungle,Prime Bengi,Challenger - 430 LP,60.8,627 / 404,LDK
#27,ADC,DoubleDouble,Challenger - 425 LP,52.6,1186 / 1070,Player2225
#28,Support,DieFliegendeKuh,Challenger - 408 LP,55.3,884 / 716,doofboy13
#29,Mid,Choky,Challenger - 402 LP,54.6,989 / 824,Key
#30,Top,Heimerdonger,Challenger - 396 LP,55.6,892 / 712,TimoMacDonut
#31,Jungle,SmelliElli,Challenger - 389 LP,58.9,662 / 461,bigjon
#32,ADC,botkek,Challenger - 387 LP,53.1,1229 / 1084,redeemer
#33,Mid,Ze To,Challenger - 384 LP,51.8,945 / 879,tytn
#34,Top,Salsa,Challenger - 377 LP,52.4,1464 / 1330,YungYiga
#35,Support,Princess,Challenger - 375 LP,52.6,924 / 833,Princess
#36,Jungle,QQ Nino,Challenger - 373 LP,53.4,900 / 784,Futaro
#37,Jungle,Freja,Challenger - 372 LP,55.6,713 / 569,ornstein123
#38,Support,xplayz4dayz,Challenger - 371 LP,58.0,607 / 440,froggen
#39,Top,Ooga,Challenger - 370 LP,55.0,948 / 775,Poggersnation
#40,Mid,The_Ghost16,Challenger - 367 LP,54.7,712 / 589,Sb1
#41,Mid,LeSnek,Challenger - 367 LP,52.4,846 / 769,LS
#42,Support,Dibbs,Challenger - 364 LP,53.9,787 / 672,MaverickG
#43,Support,Aeryn,Challenger - 359 LP,54.4,857 / 717,WildChoas
#44,Jungle,Umbral,Challenger - 356 LP,55.2,738 / 599,Indoraps
#45,ADC,NewMeta,Challenger - 355 LP,53.1,1401 / 1236,moxir
#46,ADC,Viyo,Challenger - 347 LP,51.7,733 / 684,Xcotch
#47,Mid,Mephisto,Challenger - 347 LP,55.0,926 / 759,Zettohail
#48,ADC,Ree-ason,Challenger - 344 LP,51.6,1163 / 1093,hmphree
#49,ADC,Cryhard II,Challenger - 342 LP,54.6,820 / 681,roysiggi
#50,ADC,Puki style23,Challenger - 338 LP,54.3,716 / 603,Klorellv4
#51,Jungle,Sanga,Challenger - 338 LP,54.0,991 / 843,EMFyels
#52,Mid,sandbox10,Grandmaster - 329 LP,53.5,862 / 748,
