Champion name,Win rate(%),Wins / losses
Karthus,55.2,54141 / 43899
Pyke,55.2,39795 / 32234
Ahri,53.6,60686 / 52497
Nunu,53.6,22209 / 19201
Renekton,53.4,46537 / 40671
Ekko,52.4,36485 / 33148
Nautilus,52.3,33330 / 30449
Sett,51.9,17402 / 16154
Bard,51.5,40190 / 37870
Poppy,51.3,14023 / 13315
Ornn,51.3,10248 / 9717
Maokai,51.3,7837 / 7430
Sejuani,51.2,20363 / 19388
Kassadin,51.2,12676 / 12062
Blitzcrank,51.1,22993 / 21978
Galio,51.1,8084 / 7726
Fizz,51.1,3869 / 3708
Neeko,50.8,25545 / 24788
Volibear,50.7,17314 / 16811
Wukong,50.7,6009 / 5850
Amumu,50.7,3637 / 3540
Cho'Gath,50.5,9507 / 9329
Garen,50.4,8202 / 8069
Shen,50.3,14969 / 14791
Pantheon,50.2,12741 / 12632
Udyr,50.2,4906 / 4860
LeBlanc,50.0,7731 / 7732
Xayah,49.9,7388 / 7430
Rammus,49.9,3248 / 3266
Rek'Sai,49.9,2652 / 2666
Talon,49.8,4462 / 4496
Jarvan IV,49.7,4033 / 4077
Vi,49.5,4506 / 4604
Warwick,49.5,4231 / 4311
Ivern,49.4,4236 / 4337
Skarner,49.4,1833 / 1879
Alistar,49.2,6250 / 6455
Tahm Kench,49.2,3080 / 3175
Ezreal,49.1,9327 / 9679
Dr. Mundo,49.1,6895 / 7147
Hecarim,49.1,2050 / 2126
Kai'Sa,49.0,12701 / 13203
Zac,49.0,8253 / 8590
Zoe,49.0,7211 / 7501
Urgot,49.0,2972 / 3097
Leona,48.8,6089 / 6398
Riven,48.7,5317 / 5603
Singed,48.7,4958 / 5216
Malphite,48.7,4313 / 4544
Quinn,48.6,6364 / 6721
Gragas,48.6,3183 / 3370
Evelynn,48.6,3099 / 3279
Aurelion Sol,48.6,3056 / 3231
Rakan,48.5,8359 / 8863
Qiyana,48.5,6145 / 6519
Syndra,48.5,4971 / 5281
Katarina,48.5,4146 / 4404
Diana,48.5,3292 / 3497
Swain,48.3,6191 / 6640
Illaoi,48.3,1284 / 1374
Akali,48.2,9825 / 10567
Mordekaiser,48.2,5777 / 6199
Zed,48.1,6785 / 7312
Camille,48.1,6062 / 6547
Lissandra,48.1,621 / 669
Braum,48.0,4448 / 4814
Vladimir,47.9,6034 / 6562
Master Yi,47.8,1522 / 1663
Nidalee,47.7,3365 / 3695
Sion,47.7,2480 / 2718
Taliyah,47.7,1655 / 1816
Aphelios,47.6,8602 / 9456
Fiora,47.6,1897 / 2088
Lillia,47.5,2923 / 3237
Veigar,47.5,2342 / 2584
Anivia,47.5,1130 / 1250
Aatrox,47.4,6768 / 7519
Karma,47.3,4400 / 4907
Sona,47.2,2766 / 3100
Miss Fortune,47.1,5543 / 6234
Teemo,47.1,1923 / 2164
Ashe,47.0,6267 / 7061
Lee Sin,47.0,5350 / 6027
Nasus,47.0,2065 / 2331
Kled,47.0,2041 / 2306
Nocturne,46.9,2023 / 2286
Thresh,46.8,5830 / 6623
Tristana,46.8,3841 / 4375
Elise,46.7,3456 / 3942
Annie,46.6,2884 / 3301
Vayne,46.5,3998 / 4603
Jhin,46.5,3978 / 4572
Irelia,46.5,3042 / 3496
Kha'Zix,46.5,1969 / 2269
Rengar,46.4,2070 / 2396
Yorick,46.4,1032 / 1193
Ryze,46.3,2725 / 3159
Trundle,46.2,2392 / 2782
Darius,46.2,1997 / 2324
Varus,46.1,3118 / 3640
Zyra,45.9,1435 / 1692
Caitlyn,45.7,5963 / 7096
Twitch,45.5,5450 / 6517
Xerath,45.4,2711 / 3264
Rumble,45.4,1067 / 1283
Graves,45.3,2999 / 3618
Gnar,45.3,1602 / 1933
Kog'Maw,45.2,2605 / 3161
Jayce,45.2,1684 / 2039
Draven,45.1,3042 / 3698
Zilean,45.0,3471 / 4242
Brand,44.9,1273 / 1562
Sivir,44.5,1766 / 2205
Yasuo,44.4,4940 / 6191
Soraka,44.4,1563 / 1961
Taric,44.2,1519 / 1919
Jax,44.1,2270 / 2883
Fiddlesticks,44.1,2184 / 2773
Shaco,44.1,969 / 1227
Kalista,43.9,2322 / 2971
Malzahar,43.9,1038 / 1327
Shyvana,43.8,1131 / 1451
Sylas,43.7,3021 / 3890
Jinx,43.7,2430 / 3125
Xin Zhao,43.3,492 / 645
Viktor,43.1,1614 / 2128
Yuumi,42.7,2336 / 3136
Corki,42.7,1206 / 1616
Olaf,42.6,1737 / 2337
Nami,42.5,1560 / 2108
Kindred,42.5,1199 / 1625
Tryndamere,42.3,709 / 966
Lulu,42.2,1828 / 2507
Heimerdinger,42.2,1266 / 1734
Lucian,41.7,2313 / 3232
Orianna,41.7,1745 / 2443
Janna,40.9,1670 / 2416
Cassiopeia,40.9,1433 / 2071
Azir,40.7,1628 / 2373
Ziggs,40.5,612 / 900
Kennen,40.2,992 / 1475
Morgana,40.0,1931 / 2891
Lux,39.9,710 / 1069
Gangplank,39.0,1631 / 2548
Twisted Fate,38.4,687 / 1103
Vel'Koz,37.4,1016 / 1699
Senna,36.9,1609 / 2748
Kayle,36.9,611 / 1047
