Champion name,Win rate(%),Wins / losses
Pyke,55.4,47225 / 38032
Karthus,55.2,63703 / 51643
Ahri,53.5,70862 / 61630
Nunu,53.4,26639 / 23236
Renekton,53.3,54665 / 47911
Ekko,52.3,42971 / 39199
Nautilus,52.2,39096 / 35807
Sett,51.6,20694 / 19411
Bard,51.5,46775 / 44106
Maokai,51.5,9512 / 8964
Sejuani,51.3,23667 / 22497
Poppy,51.3,16546 / 15697
Ornn,51.3,12135 / 11499
Blitzcrank,51.1,26925 / 25733
Kassadin,51.1,15010 / 14340
Galio,51.1,9847 / 9408
Neeko,50.9,29973 / 28946
Fizz,50.9,4658 / 4486
Volibear,50.8,20798 / 20131
Amumu,50.7,4358 / 4235
Udyr,50.6,5711 / 5577
Garen,50.4,9871 / 9709
Wukong,50.4,7073 / 6965
Shen,50.3,17609 / 17374
Cho'Gath,50.3,11136 / 11005
Rek'Sai,50.2,3189 / 3169
Pantheon,50.1,14790 / 14748
LeBlanc,50.1,9126 / 9097
Jarvan IV,50.0,4741 / 4749
Talon,49.9,5238 / 5261
Xayah,49.6,8717 / 8867
Warwick,49.5,4919 / 5022
Hecarim,49.5,2453 / 2500
Ivern,49.4,4884 / 5001
Rammus,49.4,3796 / 3884
Urgot,49.4,3490 / 3574
Skarner,49.4,2216 / 2273
Vi,49.3,5216 / 5368
Alistar,49.2,7359 / 7605
Tahm Kench,49.2,3683 / 3799
Kai'Sa,49.1,14709 / 15221
Zac,49.1,9646 / 9987
Zoe,49.1,8534 / 8831
Malphite,49.1,5055 / 5244
Gragas,49.0,3839 / 3989
Ezreal,48.9,10916 / 11415
Dr. Mundo,48.9,8048 / 8423
Riven,48.9,6327 / 6624
Rakan,48.8,9810 / 10283
Qiyana,48.7,7363 / 7764
Katarina,48.7,4923 / 5193
Singed,48.6,6145 / 6504
Diana,48.6,3955 / 4189
Swain,48.5,7189 / 7628
Leona,48.5,7122 / 7555
Aurelion Sol,48.5,3546 / 3772
Illaoi,48.5,1481 / 1573
Lissandra,48.5,765 / 813
Zed,48.4,7960 / 8493
Evelynn,48.4,3667 / 3905
Quinn,48.3,7486 / 7997
Mordekaiser,48.3,6751 / 7226
Syndra,48.3,5846 / 6260
Camille,48.2,7284 / 7839
Braum,48.2,5285 / 5674
Akali,48.1,11257 / 12125
Vladimir,48.1,7154 / 7729
Teemo,48.0,2266 / 2451
Veigar,47.9,2806 / 3050
Lillia,47.8,3434 / 3748
Taliyah,47.8,1952 / 2133
Nidalee,47.7,4026 / 4409
Aphelios,47.6,10260 / 11313
Aatrox,47.5,7897 / 8728
Anivia,47.5,1368 / 1509
Miss Fortune,47.4,6591 / 7327
Karma,47.4,5415 / 6021
Sona,47.3,3342 / 3730
Sion,47.3,3017 / 3365
Fiora,47.3,2213 / 2462
Kled,47.2,2402 / 2684
Ashe,47.1,7331 / 8237
Nocturne,47.1,2392 / 2691
Master Yi,47.1,1803 / 2025
Elise,47.0,4167 / 4695
Nasus,47.0,2439 / 2747
Tristana,46.9,4576 / 5184
Lee Sin,46.8,6362 / 7226
Jhin,46.8,4792 / 5454
Vayne,46.6,4738 / 5428
Annie,46.5,3356 / 3867
Kha'Zix,46.5,2271 / 2614
Varus,46.4,3670 / 4240
Yorick,46.4,1256 / 1449
Thresh,46.3,6927 / 8045
Rengar,46.3,2433 / 2824
Irelia,46.2,3605 / 4196
Trundle,46.1,2827 / 3302
Darius,46.0,2283 / 2679
Ryze,45.9,3180 / 3741
Caitlyn,45.7,6955 / 8254
Zyra,45.7,1705 / 2025
Twitch,45.6,6433 / 7664
Xerath,45.6,3135 / 3747
Graves,45.4,3506 / 4213
Kog'Maw,45.4,3191 / 3839
Gnar,45.4,1830 / 2205
Draven,45.3,3642 / 4404
Rumble,45.2,1270 / 1542
Jayce,45.1,1995 / 2425
Sivir,45.0,2122 / 2598
Zilean,44.9,3914 / 4800
Brand,44.9,1526 / 1871
Soraka,44.6,1877 / 2334
Yasuo,44.5,5845 / 7296
Fiddlesticks,44.4,2582 / 3228
Malzahar,44.3,1182 / 1489
Taric,44.2,1757 / 2217
Shaco,44.0,1165 / 1484
Sylas,43.8,3495 / 4483
Kalista,43.8,2702 / 3462
Jinx,43.7,2964 / 3819
Jax,43.6,2611 / 3373
Viktor,43.2,1917 / 2516
Xin Zhao,43.1,594 / 784
Yuumi,43.0,2769 / 3670
Olaf,43.0,2056 / 2730
Nami,42.8,1842 / 2461
Corki,42.8,1407 / 1883
Shyvana,42.8,1318 / 1765
Heimerdinger,42.3,1521 / 2075
Tryndamere,42.3,827 / 1127
Kindred,42.2,1356 / 1858
Lulu,42.1,2176 / 2993
Orianna,42.1,2085 / 2868
Lucian,41.8,2787 / 3887
Janna,41.6,2003 / 2814
Cassiopeia,41.0,1713 / 2465
Ziggs,40.9,748 / 1079
Azir,40.5,1923 / 2827
Morgana,40.3,2232 / 3312
Kennen,40.3,1175 / 1742
Lux,39.8,810 / 1224
Gangplank,39.2,1949 / 3020
Twisted Fate,38.7,851 / 1348
Vel'Koz,37.7,1281 / 2119
Senna,37.3,1931 / 3252
Kayle,36.5,719 / 1251
