Champion name,Win rate(%),Wins / losses
Pyke,55.4,44961 / 36263
Karthus,55.2,60859 / 49328
Nunu,53.6,25341 / 21970
Ahri,53.5,67796 / 58817
Renekton,53.3,52209 / 45757
Ekko,52.3,41026 / 37383
Nautilus,52.2,37359 / 34154
Sett,51.8,19733 / 18397
Bard,51.5,44829 / 42276
Maokai,51.4,9043 / 8548
Sejuani,51.3,22709 / 21561
Poppy,51.3,15763 / 14974
Ornn,51.3,11610 / 11003
Blitzcrank,51.2,25722 / 24550
Kassadin,51.2,14287 / 13632
Galio,51.0,9341 / 8963
Fizz,50.9,4415 / 4259
Neeko,50.8,28643 / 27687
Volibear,50.8,19763 / 19143
Amumu,50.6,4135 / 4041
Garen,50.5,9370 / 9185
Wukong,50.4,6759 / 6653
Udyr,50.4,5461 / 5371
Cho'Gath,50.3,10601 / 10471
Rek'Sai,50.3,3050 / 3017
Shen,50.2,16751 / 16586
LeBlanc,50.2,8749 / 8680
Pantheon,50.1,14213 / 14129
Talon,49.9,4986 / 5012
Xayah,49.8,8324 / 8406
Jarvan IV,49.7,4503 / 4549
Warwick,49.5,4732 / 4818
Rammus,49.5,3631 / 3711
Urgot,49.5,3368 / 3433
Ivern,49.4,4696 / 4807
Hecarim,49.4,2323 / 2377
Alistar,49.3,7049 / 7260
Vi,49.3,4984 / 5122
Zoe,49.2,8115 / 8394
Tahm Kench,49.2,3501 / 3614
Kai'Sa,49.1,14103 / 14644
Zac,49.1,9245 / 9587
Skarner,49.1,2088 / 2163
Dr. Mundo,49.0,7731 / 8046
Malphite,49.0,4840 / 5035
Riven,48.9,6028 / 6293
Gragas,48.9,3676 / 3842
Ezreal,48.8,10423 / 10921
Rakan,48.7,9364 / 9853
Qiyana,48.6,7011 / 7406
Singed,48.6,5820 / 6149
Katarina,48.6,4699 / 4979
Evelynn,48.6,3466 / 3670
Quinn,48.5,7165 / 7611
Swain,48.5,6904 / 7340
Braum,48.5,5068 / 5392
Diana,48.5,3766 / 4006
Lissandra,48.5,731 / 777
Mordekaiser,48.4,6499 / 6932
Aurelion Sol,48.4,3398 / 3616
Illaoi,48.4,1428 / 1523
Zed,48.3,7620 / 8141
Leona,48.3,6798 / 7265
Syndra,48.3,5569 / 5972
Akali,48.2,10816 / 11638
Vladimir,48.1,6843 / 7398
Camille,48.0,6923 / 7504
Veigar,47.9,2695 / 2937
Teemo,47.9,2172 / 2359
Taliyah,47.8,1864 / 2039
Nidalee,47.7,3797 / 4160
Aphelios,47.6,9771 / 10745
Lillia,47.6,3265 / 3596
Aatrox,47.5,7566 / 8360
Karma,47.5,5169 / 5721
Anivia,47.5,1319 / 1457
Fiora,47.4,2106 / 2338
Master Yi,47.4,1754 / 1948
Miss Fortune,47.3,6311 / 7028
Sona,47.1,3190 / 3576
Sion,47.1,2864 / 3213
Ashe,47.0,7011 / 7901
Kled,47.0,2293 / 2581
Nocturne,47.0,2287 / 2583
Lee Sin,46.9,6073 / 6874
Jhin,46.9,4567 / 5175
Tristana,46.9,4372 / 4952
Nasus,46.9,2334 / 2644
Elise,46.8,3944 / 4482
Vayne,46.7,4543 / 5191
Annie,46.6,3243 / 3712
Thresh,46.5,6613 / 7620
Kha'Zix,46.5,2174 / 2505
Yorick,46.5,1215 / 1397
Varus,46.3,3520 / 4081
Irelia,46.3,3423 / 3971
Rengar,46.2,2315 / 2698
Ryze,46.1,3063 / 3584
Darius,46.1,2209 / 2587
Trundle,46.0,2700 / 3168
Zyra,46.0,1637 / 1921
Caitlyn,45.7,6678 / 7936
Twitch,45.6,6128 / 7320
Xerath,45.5,3045 / 3646
Graves,45.4,3371 / 4046
Kog'Maw,45.4,3020 / 3629
Draven,45.2,3484 / 4220
Gnar,45.2,1779 / 2158
Sivir,45.0,2025 / 2476
Zilean,44.9,3799 / 4668
Jayce,44.9,1903 / 2332
Brand,44.9,1458 / 1791
Rumble,44.9,1212 / 1487
Soraka,44.6,1796 / 2232
Yasuo,44.5,5607 / 6993
Fiddlesticks,44.4,2474 / 3098
Taric,44.4,1690 / 2116
Malzahar,44.2,1148 / 1451
Kalista,44.0,2606 / 3322
Shaco,44.0,1120 / 1426
Sylas,43.8,3385 / 4346
Jinx,43.7,2821 / 3640
Jax,43.6,2522 / 3257
Xin Zhao,43.4,572 / 747
Shyvana,43.1,1272 / 1680
Viktor,43.0,1831 / 2426
Yuumi,42.9,2651 / 3527
Olaf,42.9,1959 / 2609
Nami,42.9,1778 / 2366
Corki,42.6,1346 / 1813
Heimerdinger,42.5,1466 / 1982
Tryndamere,42.5,798 / 1078
Lulu,42.1,2070 / 2842
Kindred,42.0,1306 / 1801
Orianna,41.9,1973 / 2734
Lucian,41.8,2649 / 3684
Janna,41.4,1923 / 2720
Cassiopeia,40.9,1623 / 2345
Ziggs,40.7,716 / 1042
Azir,40.4,1848 / 2722
Morgana,40.1,2149 / 3211
Kennen,40.1,1121 / 1676
Lux,39.8,786 / 1190
Gangplank,39.1,1868 / 2915
Twisted Fate,38.8,815 / 1288
Vel'Koz,37.5,1223 / 2037
Senna,37.1,1839 / 3124
Kayle,36.5,686 / 1193
