Champion name,Win rate(%),Wins / losses
Pyke,55.3,38720 / 31345
Karthus,55.2,52709 / 42709
Ahri,53.6,59106 / 51101
Nunu,53.6,21549 / 18640
Renekton,53.4,45331 / 39574
Ekko,52.3,35458 / 32286
Nautilus,52.3,32454 / 29613
Sett,51.8,16830 / 15640
Bard,51.4,39062 / 36874
Ornn,51.4,9952 / 9426
Kassadin,51.3,12293 / 11669
Maokai,51.3,7608 / 7215
Blitzcrank,51.2,22406 / 21373
Sejuani,51.2,19844 / 18905
Poppy,51.2,13619 / 12968
Galio,51.1,7799 / 7471
Fizz,51.0,3738 / 3594
Neeko,50.8,24857 / 24106
Volibear,50.7,16746 / 16302
Wukong,50.6,5815 / 5676
Amumu,50.6,3520 / 3433
Garen,50.5,7976 / 7826
Cho'Gath,50.4,9261 / 9126
Shen,50.2,14531 / 14396
Pantheon,50.2,12404 / 12303
Udyr,50.1,4773 / 4751
LeBlanc,50.0,7521 / 7512
Rammus,49.9,3172 / 3184
Jarvan IV,49.8,3928 / 3956
Xayah,49.7,7122 / 7201
Talon,49.7,4336 / 4387
Rek'Sai,49.6,2551 / 2589
Vi,49.5,4394 / 4477
Ivern,49.5,4123 / 4206
Warwick,49.5,4111 / 4201
Alistar,49.3,6063 / 6240
Tahm Kench,49.3,2976 / 3064
Kai'Sa,49.1,12422 / 12881
Ezreal,49.1,9062 / 9394
Zoe,49.1,6987 / 7250
Dr. Mundo,49.1,6704 / 6947
Skarner,49.1,1755 / 1819
Zac,49.0,8047 / 8374
Urgot,49.0,2870 / 2993
Hecarim,49.0,1968 / 2049
Leona,48.8,5925 / 6223
Singed,48.8,4778 / 5017
Malphite,48.7,4197 / 4418
Quinn,48.6,6179 / 6532
Riven,48.6,5147 / 5443
Katarina,48.6,4034 / 4266
Diana,48.6,3204 / 3391
Evelynn,48.6,3021 / 3191
Rakan,48.5,8127 / 8624
Qiyana,48.5,5955 / 6331
Gragas,48.5,3071 / 3257
Aurelion Sol,48.5,2957 / 3139
Syndra,48.4,4819 / 5147
Mordekaiser,48.3,5626 / 6016
Akali,48.2,9590 / 10304
Zed,48.2,6604 / 7090
Swain,48.2,6021 / 6473
Camille,48.2,5877 / 6312
Illaoi,48.2,1253 / 1348
Master Yi,48.1,1477 / 1594
Lissandra,48.0,577 / 625
Vladimir,47.9,5862 / 6380
Nidalee,47.8,3282 / 3591
Braum,47.7,4253 / 4671
Aphelios,47.6,8330 / 9180
Lillia,47.6,2844 / 3125
Sion,47.6,2385 / 2621
Veigar,47.6,2275 / 2509
Fiora,47.6,1845 / 2032
Taliyah,47.5,1611 / 1778
Anivia,47.5,1093 / 1209
Sona,47.3,2686 / 2995
Aatrox,47.2,6550 / 7333
Nocturne,47.2,1973 / 2209
Lee Sin,47.1,5189 / 5838
Kled,47.1,1989 / 2235
Ashe,47.0,6088 / 6869
Karma,47.0,4212 / 4745
Nasus,47.0,2008 / 2262
Teemo,47.0,1864 / 2101
Miss Fortune,46.9,5347 / 6049
Elise,46.8,3354 / 3810
Thresh,46.7,5642 / 6434
Tristana,46.7,3701 / 4219
Irelia,46.6,2971 / 3411
Annie,46.6,2790 / 3196
Kha'Zix,46.6,1915 / 2196
Jhin,46.5,3853 / 4430
Ryze,46.5,2654 / 3056
Rengar,46.5,2017 / 2324
Yorick,46.5,1001 / 1154
Trundle,46.3,2317 / 2684
Darius,46.3,1951 / 2263
Vayne,46.2,3854 / 4480
Varus,46.2,3037 / 3534
Zyra,45.9,1386 / 1632
Caitlyn,45.6,5796 / 6903
Twitch,45.5,5300 / 6342
Gnar,45.5,1559 / 1870
Graves,45.4,2928 / 3521
Rumble,45.4,1029 / 1240
Xerath,45.3,2628 / 3171
Draven,45.1,2952 / 3594
Jayce,45.1,1618 / 1972
Kog'Maw,45.0,2509 / 3064
Zilean,44.9,3379 / 4140
Brand,44.9,1234 / 1512
Soraka,44.6,1526 / 1896
Yasuo,44.4,4784 / 5988
Sivir,44.4,1709 / 2137
Shaco,44.3,944 / 1187
Jax,44.2,2210 / 2790
Taric,44.2,1483 / 1874
Kalista,44.1,2268 / 2879
Fiddlesticks,44.1,2124 / 2687
Jinx,43.9,2357 / 3006
Sylas,43.8,2937 / 3768
Shyvana,43.8,1089 / 1398
Malzahar,43.8,1012 / 1299
Xin Zhao,43.4,477 / 623
Viktor,43.1,1557 / 2052
Yuumi,42.7,2259 / 3032
Nami,42.7,1526 / 2047
Olaf,42.6,1682 / 2267
Corki,42.5,1166 / 1576
Tryndamere,42.5,694 / 939
Kindred,42.4,1171 / 1588
Heimerdinger,42.2,1216 / 1665
Lulu,42.1,1760 / 2424
Lucian,41.8,2243 / 3126
Orianna,41.6,1697 / 2378
Janna,41.0,1624 / 2338
Cassiopeia,40.9,1393 / 2010
Azir,40.6,1577 / 2307
Kennen,40.2,961 / 1431
Morgana,39.9,1876 / 2820
Ziggs,39.9,554 / 833
Lux,39.4,663 / 1018
Gangplank,39.1,1564 / 2440
Twisted Fate,38.7,666 / 1057
Kayle,37.1,594 / 1009
Vel'Koz,37.0,958 / 1630
Senna,36.9,1556 / 2660
