Champion name,Win rate(%),Wins / losses
Pyke,55.2,27996 / 22697
Karthus,55.1,38929 / 31708
Ahri,53.7,43980 / 37910
Nunu,53.7,15636 / 13479
Renekton,53.5,33365 / 29016
Nautilus,52.5,24072 / 21749
Ekko,52.4,26368 / 23979
Sett,51.9,12025 / 11125
Kassadin,51.6,8867 / 8308
Bard,51.5,29055 / 27345
Maokai,51.5,5544 / 5223
Sejuani,51.4,14854 / 14067
Blitzcrank,51.3,16542 / 15728
Poppy,51.2,10224 / 9739
Galio,51.2,5437 / 5192
Fizz,51.1,2616 / 2508
Ornn,51.0,6986 / 6704
Volibear,50.9,11832 / 11424
Neeko,50.7,18502 / 17977
Amumu,50.7,2549 / 2475
Udyr,50.6,3576 / 3485
Cho'Gath,50.5,7042 / 6903
Garen,50.5,5845 / 5734
Pantheon,50.3,9276 / 9179
Shen,50.2,10668 / 10565
Wukong,50.0,4214 / 4219
Tahm Kench,50.0,2115 / 2118
LeBlanc,49.9,5536 / 5550
Rammus,49.9,2347 / 2360
Jarvan IV,49.8,2923 / 2946
Talon,49.6,3214 / 3269
Warwick,49.6,3075 / 3119
Rek'Sai,49.6,1865 / 1892
Vi,49.5,3290 / 3351
Ivern,49.5,3079 / 3143
Urgot,49.5,2112 / 2155
Zoe,49.3,5151 / 5304
Xayah,49.3,5128 / 5267
Ezreal,49.2,6542 / 6754
Zac,49.2,6068 / 6273
Syndra,49.1,3641 / 3781
Alistar,49.0,4537 / 4728
Skarner,49.0,1211 / 1260
Kai'Sa,48.9,9395 / 9811
Singed,48.9,3183 / 3326
Katarina,48.9,2984 / 3116
Hecarim,48.9,1472 / 1537
Dr. Mundo,48.8,4875 / 5113
Quinn,48.7,4613 / 4863
Leona,48.7,4285 / 4511
Malphite,48.7,3079 / 3245
Aurelion Sol,48.7,2235 / 2357
Evelynn,48.7,2236 / 2352
Diana,48.7,2193 / 2310
Riven,48.6,3770 / 3982
Master Yi,48.6,1043 / 1105
Mordekaiser,48.5,4202 / 4459
Sion,48.5,1734 / 1840
Qiyana,48.3,4341 / 4653
Akali,48.2,7336 / 7893
Rakan,48.2,6051 / 6504
Swain,48.1,4496 / 4846
Camille,48.1,4284 / 4616
Gragas,48.1,2237 / 2411
Kled,48.1,1544 / 1667
Fiora,48.0,1356 / 1467
Zed,47.9,4961 / 5402
Veigar,47.9,1618 / 1761
Illaoi,47.9,1037 / 1127
Nidalee,47.8,2435 / 2660
Taliyah,47.7,1220 / 1337
Vladimir,47.6,4330 / 4773
Sona,47.6,1937 / 2134
Aphelios,47.2,5830 / 6528
Karma,47.2,2946 / 3299
Thresh,47.1,4113 / 4627
Braum,47.1,3181 / 3569
Lissandra,47.1,391 / 439
Irelia,47.0,2173 / 2454
Nasus,47.0,1509 / 1704
Ashe,46.8,4491 / 5108
Elise,46.8,2473 / 2807
Lillia,46.8,2148 / 2445
Aatrox,46.7,4869 / 5552
Lee Sin,46.7,3636 / 4153
Teemo,46.7,1375 / 1568
Yorick,46.7,703 / 801
Annie,46.6,2092 / 2402
Nocturne,46.6,1426 / 1632
Miss Fortune,46.5,3919 / 4515
Trundle,46.5,1729 / 1988
Kha'Zix,46.5,1353 / 1559
Anivia,46.4,785 / 906
Jhin,46.3,2816 / 3264
Ryze,46.3,1920 / 2230
Tristana,46.2,2634 / 3072
Vayne,46.1,2872 / 3359
Gnar,46.0,1193 / 1398
Zilean,45.8,2520 / 2983
Varus,45.8,2265 / 2676
Xerath,45.8,1902 / 2250
Graves,45.7,2168 / 2576
Darius,45.7,1502 / 1787
Rengar,45.6,1472 / 1754
Jayce,45.4,1192 / 1436
Caitlyn,45.3,4282 / 5176
Twitch,45.3,3874 / 4673
Zyra,45.3,970 / 1172
Brand,45.2,913 / 1109
Draven,45.1,2122 / 2586
Soraka,44.8,1101 / 1354
Sivir,44.7,1242 / 1535
Rumble,44.7,750 / 926
Shaco,44.7,700 / 867
Kog'Maw,44.6,1774 / 2202
Taric,44.6,1166 / 1447
Kalista,44.5,1698 / 2116
Yasuo,44.3,3530 / 4430
Jax,44.3,1673 / 2104
Fiddlesticks,44.3,1599 / 2007
Sylas,44.1,2269 / 2874
Jinx,44.1,1700 / 2151
Shyvana,43.6,774 / 1002
Tryndamere,43.2,541 / 711
Malzahar,42.7,725 / 972
Viktor,42.6,1098 / 1480
Yuumi,42.5,1529 / 2067
Lulu,42.4,1304 / 1770
Olaf,42.3,1227 / 1676
Kindred,42.3,879 / 1199
Lucian,41.9,1625 / 2253
Corki,41.9,838 / 1164
Heimerdinger,41.7,859 / 1203
Cassiopeia,41.4,1028 / 1455
Janna,41.3,1274 / 1812
Orianna,41.3,1253 / 1779
Nami,41.3,1129 / 1603
Xin Zhao,41.2,331 / 472
Morgana,40.3,1431 / 2117
Azir,40.1,1166 / 1744
Kennen,40.0,717 / 1077
Ziggs,39.6,363 / 553
Lux,39.2,492 / 764
Gangplank,38.6,1093 / 1740
Twisted Fate,38.5,460 / 734
Kayle,38.1,435 / 706
Vel'Koz,37.3,668 / 1124
Senna,36.5,1194 / 2077
