Champion name,Win rate(%),Wins / losses
Pyke,55.3,30180 / 24436
Karthus,55.0,41613 / 33986
Ahri,53.7,46899 / 40509
Nunu,53.6,16839 / 14585
Renekton,53.5,35732 / 31051
Nautilus,52.5,25748 / 23296
Ekko,52.3,28133 / 25621
Sett,51.8,12894 / 11976
Bard,51.6,31076 / 29195
Kassadin,51.6,9552 / 8976
Maokai,51.4,5953 / 5625
Sejuani,51.3,15843 / 15023
Blitzcrank,51.2,17643 / 16793
Poppy,51.2,10897 / 10390
Ornn,51.1,7578 / 7259
Galio,51.1,5848 / 5603
Fizz,50.9,2808 / 2706
Neeko,50.8,19736 / 19127
Volibear,50.8,12718 / 12312
Amumu,50.7,2743 / 2671
Cho'Gath,50.5,7499 / 7349
Garen,50.4,6233 / 6126
Shen,50.3,11437 / 11279
Udyr,50.3,3825 / 3774
Pantheon,50.1,9884 / 9826
Wukong,50.0,4497 / 4503
LeBlanc,49.9,5936 / 5967
Vi,49.9,3534 / 3548
Jarvan IV,49.8,3108 / 3127
Rammus,49.8,2517 / 2537
Rek'Sai,49.8,2003 / 2020
Warwick,49.7,3278 / 3321
Tahm Kench,49.7,2271 / 2300
Talon,49.5,3416 / 3481
Ivern,49.5,3301 / 3361
Urgot,49.5,2264 / 2309
Zoe,49.4,5533 / 5670
Xayah,49.3,5506 / 5666
Zac,49.2,6502 / 6724
Skarner,49.2,1281 / 1324
Kai'Sa,49.0,10050 / 10473
Singed,49.0,3495 / 3644
Ezreal,48.9,7055 / 7360
Dr. Mundo,48.9,5194 / 5438
Alistar,48.9,4820 / 5033
Syndra,48.9,3881 / 4049
Katarina,48.9,3211 / 3353
Leona,48.8,4598 / 4818
Aurelion Sol,48.8,2376 / 2497
Hecarim,48.8,1549 / 1624
Quinn,48.7,4885 / 5137
Riven,48.7,4041 / 4262
Evelynn,48.7,2397 / 2521
Malphite,48.6,3301 / 3492
Diana,48.5,2376 / 2522
Mordekaiser,48.4,4483 / 4778
Sion,48.4,1857 / 1976
Qiyana,48.3,4652 / 4985
Master Yi,48.3,1135 / 1214
Akali,48.2,7771 / 8365
Rakan,48.2,6445 / 6929
Gragas,48.2,2379 / 2558
Kled,48.2,1634 / 1758
Camille,48.0,4579 / 4958
Illaoi,48.0,1081 / 1173
Zed,47.9,5271 / 5738
Swain,47.9,4795 / 5212
Nidalee,47.8,2578 / 2810
Taliyah,47.8,1288 / 1408
Vladimir,47.7,4618 / 5068
Fiora,47.7,1452 / 1589
Sona,47.6,2086 / 2300
Veigar,47.6,1707 / 1877
Aphelios,47.5,6358 / 7028
Karma,47.3,3193 / 3556
Braum,47.2,3355 / 3756
Lillia,47.1,2296 / 2582
Nasus,47.1,1612 / 1810
Anivia,47.1,860 / 967
Lissandra,47.1,419 / 470
Thresh,47.0,4382 / 4942
Nocturne,47.0,1550 / 1749
Elise,46.9,2660 / 3008
Teemo,46.9,1472 / 1668
Aatrox,46.8,5176 / 5889
Ashe,46.8,4785 / 5449
Annie,46.8,2256 / 2567
Lee Sin,46.7,3912 / 4461
Miss Fortune,46.6,4188 / 4795
Kha'Zix,46.6,1464 / 1675
Ryze,46.5,2087 / 2405
Yorick,46.5,759 / 875
Jhin,46.4,3001 / 3461
Tristana,46.4,2795 / 3233
Irelia,46.4,2301 / 2653
Trundle,46.4,1833 / 2115
Vayne,46.2,3081 / 3586
Rengar,46.2,1594 / 1856
Varus,46.0,2419 / 2837
Darius,45.9,1600 / 1886
Gnar,45.9,1263 / 1488
Xerath,45.8,2042 / 2412
Zilean,45.7,2687 / 3199
Graves,45.6,2317 / 2765
Caitlyn,45.5,4601 / 5514
Twitch,45.4,4204 / 5059
Jayce,45.4,1283 / 1545
Zyra,45.2,1047 / 1267
Shaco,45.1,752 / 915
Rumble,45.0,822 / 1005
Draven,44.9,2280 / 2793
Soraka,44.9,1181 / 1447
Kog'Maw,44.8,1930 / 2374
Brand,44.8,967 / 1191
Taric,44.7,1234 / 1525
Sivir,44.6,1329 / 1649
Yasuo,44.4,3784 / 4748
Kalista,44.4,1838 / 2298
Jax,44.3,1789 / 2249
Fiddlesticks,44.3,1709 / 2147
Jinx,44.1,1823 / 2307
Sylas,43.9,2403 / 3067
Shyvana,43.9,847 / 1083
Malzahar,43.6,807 / 1042
Tryndamere,43.5,575 / 748
Viktor,42.9,1192 / 1589
Yuumi,42.4,1694 / 2298
Olaf,42.4,1308 / 1777
Lulu,42.2,1383 / 1898
Corki,42.2,904 / 1239
Kindred,42.1,927 / 1277
Lucian,42.0,1754 / 2423
Nami,42.0,1219 / 1686
Xin Zhao,41.9,362 / 501
Orianna,41.6,1331 / 1871
Heimerdinger,41.5,914 / 1289
Cassiopeia,41.4,1103 / 1564
Janna,41.1,1329 / 1902
Azir,40.4,1260 / 1858
Kennen,40.1,764 / 1141
Morgana,39.9,1510 / 2271
Lux,39.5,533 / 818
Ziggs,39.2,403 / 625
Gangplank,39.0,1200 / 1874
Twisted Fate,38.9,503 / 789
Kayle,37.8,467 / 770
Vel'Koz,37.1,726 / 1232
Senna,36.7,1274 / 2201
