Champion name,Win rate(%),Wins / losses
Pyke,55.2,29068 / 23565
Karthus,55.1,40230 / 32844
Ahri,53.7,45385 / 39187
Nunu,53.6,16242 / 14044
Renekton,53.5,34560 / 30015
Nautilus,52.5,24874 / 22524
Ekko,52.3,27216 / 24779
Sett,52.0,12439 / 11501
Kassadin,51.6,9206 / 8623
Bard,51.5,30040 / 28274
Sejuani,51.4,15355 / 14513
Maokai,51.4,5737 / 5421
Blitzcrank,51.3,17102 / 16236
Poppy,51.1,10552 / 10086
Galio,51.1,5622 / 5377
Ornn,51.0,7207 / 6916
Fizz,51.0,2704 / 2601
Volibear,50.9,12314 / 11899
Neeko,50.7,19067 / 18520
Cho'Gath,50.5,7270 / 7124
Amumu,50.5,2615 / 2564
Garen,50.4,6033 / 5926
Udyr,50.4,3696 / 3644
Shen,50.3,11045 / 10900
Pantheon,50.2,9575 / 9506
Wukong,50.1,4360 / 4351
LeBlanc,49.9,5728 / 5753
Jarvan IV,49.9,3021 / 3037
Tahm Kench,49.9,2195 / 2204
Rek'Sai,49.9,1939 / 1950
Vi,49.8,3398 / 3429
Rammus,49.8,2427 / 2445
Talon,49.6,3319 / 3367
Ivern,49.6,3171 / 3225
Warwick,49.6,3172 / 3218
Xayah,49.4,5319 / 5440
Zoe,49.3,5333 / 5495
Urgot,49.3,2167 / 2231
Skarner,49.3,1257 / 1294
Ezreal,49.1,6776 / 7037
Zac,49.1,6307 / 6529
Syndra,49.1,3777 / 3915
Kai'Sa,49.0,9757 / 10161
Alistar,49.0,4680 / 4875
Singed,49.0,3349 / 3482
Hecarim,48.9,1514 / 1579
Leona,48.8,4440 / 4665
Riven,48.8,3927 / 4128
Katarina,48.8,3092 / 3239
Aurelion Sol,48.8,2308 / 2423
Dr. Mundo,48.7,5030 / 5289
Evelynn,48.7,2309 / 2436
Diana,48.7,2287 / 2409
Quinn,48.6,4744 / 5013
Malphite,48.6,3183 / 3367
Sion,48.5,1791 / 1904
Master Yi,48.5,1091 / 1160
Qiyana,48.3,4485 / 4802
Mordekaiser,48.3,4331 / 4635
Akali,48.2,7550 / 8123
Camille,48.2,4441 / 4780
Gragas,48.2,2304 / 2473
Rakan,48.1,6222 / 6707
Kled,48.1,1594 / 1722
Swain,47.9,4622 / 5021
Taliyah,47.9,1251 / 1362
Zed,47.8,5112 / 5578
Nidalee,47.8,2498 / 2725
Illaoi,47.8,1054 / 1149
Sona,47.7,2014 / 2204
Veigar,47.7,1655 / 1817
Vladimir,47.6,4466 / 4922
Fiora,47.5,1402 / 1548
Karma,47.3,3072 / 3427
Aphelios,47.2,6075 / 6784
Thresh,47.1,4251 / 4776
Braum,47.1,3271 / 3667
Nocturne,47.1,1493 / 1678
Irelia,46.9,2239 / 2538
Lillia,46.9,2207 / 2502
Nasus,46.9,1552 / 1756
Lee Sin,46.8,3759 / 4278
Elise,46.8,2563 / 2913
Teemo,46.8,1419 / 1613
Anivia,46.8,818 / 930
Lissandra,46.8,401 / 456
Aatrox,46.7,5018 / 5717
Ashe,46.7,4626 / 5281
Yorick,46.7,726 / 830
Miss Fortune,46.6,4041 / 4639
Trundle,46.6,1783 / 2042
Annie,46.5,2156 / 2483
Ryze,46.5,2010 / 2312
Kha'Zix,46.5,1402 / 1616
Jhin,46.4,2905 / 3359
Vayne,46.2,2974 / 3457
Tristana,46.2,2711 / 3152
Rengar,46.0,1530 / 1799
Varus,45.9,2341 / 2755
Darius,45.9,1544 / 1820
Gnar,45.9,1221 / 1441
Zilean,45.7,2588 / 3078
Xerath,45.7,1963 / 2329
Graves,45.6,2242 / 2675
Twitch,45.5,4033 / 4830
Jayce,45.5,1236 / 1482
Caitlyn,45.4,4453 / 5347
Zyra,45.4,1013 / 1219
Draven,45.1,2196 / 2676
Shaco,45.1,727 / 886
Brand,45.0,943 / 1153
Rumble,45.0,788 / 963
Kog'Maw,44.9,1865 / 2289
Soraka,44.8,1137 / 1399
Kalista,44.6,1768 / 2198
Sivir,44.6,1281 / 1589
Taric,44.5,1199 / 1496
Jax,44.4,1722 / 2159
Yasuo,44.3,3642 / 4587
Fiddlesticks,44.3,1646 / 2071
Jinx,44.2,1766 / 2226
Sylas,44.0,2329 / 2969
Shyvana,43.4,803 / 1048
Malzahar,43.4,771 / 1006
Tryndamere,43.2,559 / 734
Viktor,42.9,1148 / 1529
Yuumi,42.6,1593 / 2148
Olaf,42.2,1259 / 1725
Corki,42.2,880 / 1207
Lulu,42.1,1338 / 1837
Kindred,42.1,904 / 1241
Lucian,41.8,1681 / 2339
Nami,41.7,1175 / 1640
Cassiopeia,41.6,1067 / 1497
Heimerdinger,41.6,888 / 1246
Orianna,41.5,1293 / 1819
Janna,41.2,1306 / 1862
Xin Zhao,41.0,340 / 490
Azir,40.2,1204 / 1790
Kennen,40.1,743 / 1112
Morgana,40.0,1464 / 2192
Lux,39.8,518 / 785
Ziggs,39.3,383 / 592
Twisted Fate,38.8,482 / 760
Gangplank,38.7,1134 / 1794
Kayle,37.9,447 / 732
Vel'Koz,37.2,696 / 1174
Senna,36.7,1241 / 2137
