Champion name,Win rate(%),Wins / losses
Pyke,55.4,43833 / 35320
Karthus,55.2,59386 / 48147
Ahri,53.6,66256 / 57453
Nunu,53.5,24650 / 21401
Renekton,53.3,50944 / 44601
Ekko,52.3,39978 / 36422
Nautilus,52.2,36462 / 33352
Sett,51.8,19198 / 17896
Bard,51.4,43805 / 41383
Maokai,51.4,8792 / 8323
Sejuani,51.3,22226 / 21062
Poppy,51.3,15389 / 14612
Ornn,51.3,11283 / 10721
Blitzcrank,51.1,25099 / 23980
Kassadin,51.1,13929 / 13307
Galio,51.0,9022 / 8676
Volibear,50.9,19252 / 18598
Fizz,50.9,4299 / 4139
Neeko,50.8,27976 / 27048
Amumu,50.6,4027 / 3930
Garen,50.5,9111 / 8940
Cho'Gath,50.4,10370 / 10206
Wukong,50.3,6579 / 6490
Udyr,50.3,5312 / 5253
Shen,50.2,16345 / 16199
Pantheon,50.2,13902 / 13795
Rek'Sai,50.2,2967 / 2946
LeBlanc,50.1,8528 / 8482
Talon,49.9,4868 / 4879
Jarvan IV,49.8,4399 / 4435
Xayah,49.7,8103 / 8206
Warwick,49.5,4602 / 4686
Rammus,49.5,3550 / 3618
Urgot,49.5,3293 / 3363
Vi,49.4,4891 / 5014
Tahm Kench,49.4,3410 / 3499
Hecarim,49.4,2254 / 2311
Zoe,49.2,7929 / 8184
Alistar,49.2,6842 / 7074
Ivern,49.2,4581 / 4722
Skarner,49.2,2035 / 2100
Zac,49.1,9021 / 9357
Kai'Sa,49.0,13795 / 14330
Dr. Mundo,49.0,7551 / 7849
Malphite,49.0,4722 / 4915
Ezreal,48.9,10186 / 10629
Riven,48.9,5879 / 6150
Gragas,48.9,3575 / 3732
Rakan,48.6,9132 / 9639
Qiyana,48.6,6803 / 7205
Singed,48.6,5605 / 5934
Diana,48.6,3663 / 3870
Quinn,48.5,6982 / 7420
Swain,48.5,6750 / 7175
Evelynn,48.5,3366 / 3577
Aurelion Sol,48.5,3305 / 3512
Leona,48.4,6636 / 7071
Mordekaiser,48.4,6359 / 6766
Katarina,48.4,4581 / 4878
Illaoi,48.4,1399 / 1489
Zed,48.3,7428 / 7940
Syndra,48.3,5435 / 5824
Braum,48.3,4923 / 5263
Akali,48.2,10597 / 11400
Lissandra,48.2,701 / 752
Vladimir,48.1,6659 / 7184
Camille,48.0,6713 / 7275
Veigar,47.8,2611 / 2850
Teemo,47.8,2121 / 2315
Aphelios,47.6,9501 / 10444
Taliyah,47.6,1814 / 1994
Nidalee,47.5,3668 / 4048
Fiora,47.5,2052 / 2270
Master Yi,47.5,1676 / 1852
Aatrox,47.4,7373 / 8186
Karma,47.4,4992 / 5534
Lillia,47.4,3167 / 3513
Sion,47.3,2784 / 3107
Miss Fortune,47.2,6111 / 6825
Sona,47.2,3109 / 3477
Kled,47.1,2229 / 2503
Nocturne,47.1,2220 / 2496
Anivia,47.1,1257 / 1414
Ashe,47.0,6813 / 7689
Lee Sin,46.9,5915 / 6685
Nasus,46.9,2273 / 2572
Tristana,46.8,4234 / 4811
Jhin,46.7,4421 / 5038
Elise,46.7,3823 / 4362
Annie,46.7,3167 / 3613
Vayne,46.6,4417 / 5054
Kha'Zix,46.6,2139 / 2447
Thresh,46.5,6424 / 7386
Irelia,46.4,3352 / 3879
Yorick,46.4,1171 / 1351
Varus,46.2,3418 / 3982
Ryze,46.2,2982 / 3472
Rengar,46.2,2259 / 2628
Trundle,46.1,2616 / 3062
Darius,46.0,2154 / 2529
Zyra,46.0,1580 / 1855
Caitlyn,45.7,6521 / 7751
Graves,45.6,3291 / 3921
Xerath,45.6,2980 / 3551
Kog'Maw,45.5,2935 / 3515
Twitch,45.4,5942 / 7135
Rumble,45.3,1181 / 1424
Draven,45.2,3383 / 4104
Gnar,45.2,1745 / 2116
Jayce,45.0,1858 / 2267
Brand,45.0,1419 / 1731
Zilean,44.9,3734 / 4586
Sivir,44.9,1959 / 2407
Yasuo,44.5,5447 / 6807
Soraka,44.5,1738 / 2166
Taric,44.3,1644 / 2071
Malzahar,44.3,1128 / 1420
Fiddlesticks,44.2,2395 / 3023
Jax,43.8,2449 / 3145
Shaco,43.8,1082 / 1387
Sylas,43.7,3267 / 4212
Jinx,43.7,2723 / 3506
Kalista,43.7,2531 / 3255
Shyvana,43.2,1243 / 1633
Xin Zhao,43.2,541 / 710
Yuumi,43.0,2595 / 3436
Viktor,43.0,1772 / 2348
Nami,42.9,1729 / 2299
Olaf,42.8,1897 / 2538
Corki,42.7,1318 / 1771
Heimerdinger,42.6,1420 / 1915
Tryndamere,42.4,778 / 1056
Kindred,42.2,1280 / 1754
Lulu,42.1,2008 / 2764
Lucian,41.9,2562 / 3552
Orianna,41.9,1914 / 2655
Janna,41.2,1863 / 2659
Cassiopeia,41.0,1586 / 2287
Ziggs,40.7,689 / 1004
Azir,40.4,1802 / 2663
Morgana,40.0,2092 / 3137
Kennen,40.0,1085 / 1628
Lux,39.7,765 / 1161
Gangplank,39.1,1822 / 2836
Twisted Fate,38.9,782 / 1229
Vel'Koz,37.4,1159 / 1943
Senna,37.2,1790 / 3017
Kayle,36.8,670 / 1153
