Champion name,Win rate(%),Wins / losses
Pyke,55.2,33769 / 27407
Karthus,55.1,46232 / 37658
Ahri,53.7,52123 / 44979
Nunu,53.7,18908 / 16314
Renekton,53.4,39724 / 34621
Nautilus,52.5,28612 / 25938
Ekko,52.3,31207 / 28436
Sett,51.9,14524 / 13461
Bard,51.4,34412 / 32489
Kassadin,51.4,10630 / 10061
Blitzcrank,51.3,19721 / 18713
Maokai,51.3,6627 / 6290
Sejuani,51.2,17585 / 16736
Ornn,51.2,8577 / 8172
Galio,51.2,6667 / 6367
Poppy,51.1,12026 / 11488
Fizz,51.1,3211 / 3073
Neeko,50.7,21829 / 21219
Volibear,50.7,14351 / 13949
Amumu,50.6,3055 / 2981
Cho'Gath,50.5,8283 / 8125
Garen,50.4,6983 / 6873
Shen,50.2,12704 / 12589
Pantheon,50.2,10978 / 10897
Wukong,50.2,5042 / 4994
Udyr,50.1,4239 / 4220
LeBlanc,50.0,6607 / 6620
Jarvan IV,50.0,3445 / 3450
Rammus,49.9,2818 / 2830
Tahm Kench,49.9,2575 / 2586
Warwick,49.8,3638 / 3670
Talon,49.7,3816 / 3869
Urgot,49.6,2507 / 2550
Rek'Sai,49.6,2210 / 2242
Ivern,49.5,3646 / 3726
Xayah,49.4,6193 / 6355
Vi,49.4,3929 / 4026
Kai'Sa,49.1,11054 / 11456
Zac,49.1,7145 / 7420
Zoe,49.1,6124 / 6341
Alistar,49.1,5327 / 5533
Diana,49.1,2757 / 2860
Skarner,49.1,1473 / 1524
Ezreal,49.0,7935 / 8270
Singed,49.0,4053 / 4211
Dr. Mundo,48.8,5818 / 6103
Leona,48.8,5155 / 5419
Malphite,48.8,3672 / 3856
Evelynn,48.8,2661 / 2796
Aurelion Sol,48.8,2638 / 2772
Hecarim,48.8,1717 / 1804
Syndra,48.7,4311 / 4541
Katarina,48.7,3584 / 3778
Quinn,48.6,5384 / 5685
Riven,48.6,4515 / 4775
Qiyana,48.5,5220 / 5542
Mordekaiser,48.5,4961 / 5276
Gragas,48.5,2645 / 2803
Sion,48.4,2057 / 2197
Illaoi,48.3,1148 / 1231
Rakan,48.2,7172 / 7715
Zed,48.2,5829 / 6275
Swain,48.2,5388 / 5790
Taliyah,48.2,1435 / 1543
Akali,48.1,8554 / 9214
Camille,48.1,5112 / 5512
Master Yi,48.0,1252 / 1354
Kled,47.8,1803 / 1967
Vladimir,47.7,5111 / 5594
Veigar,47.7,1975 / 2168
Nidalee,47.6,2846 / 3130
Sona,47.6,2370 / 2607
Aphelios,47.5,7157 / 7905
Anivia,47.5,956 / 1058
Fiora,47.4,1605 / 1779
Lissandra,47.4,458 / 509
Braum,47.2,3701 / 4133
Lillia,47.2,2496 / 2797
Nasus,47.2,1780 / 1992
Karma,47.1,3592 / 4039
Nocturne,47.1,1725 / 1936
Lee Sin,47.0,4485 / 5059
Elise,47.0,2951 / 3333
Teemo,47.0,1605 / 1809
Aatrox,46.9,5733 / 6488
Ashe,46.9,5345 / 6045
Thresh,46.9,4921 / 5569
Miss Fortune,46.8,4678 / 5313
Jhin,46.6,3367 / 3857
Tristana,46.6,3147 / 3605
Annie,46.6,2460 / 2821
Kha'Zix,46.6,1670 / 1916
Trundle,46.5,2023 / 2330
Irelia,46.4,2604 / 3012
Ryze,46.3,2340 / 2714
Yorick,46.3,848 / 984
Rengar,46.2,1758 / 2046
Vayne,46.1,3395 / 3971
Varus,46.1,2655 / 3105
Gnar,46.1,1397 / 1636
Darius,45.9,1758 / 2072
Zyra,45.9,1170 / 1377
Graves,45.7,2596 / 3083
Xerath,45.7,2276 / 2699
Caitlyn,45.5,5099 / 6115
Twitch,45.5,4697 / 5620
Zilean,45.1,2985 / 3629
Draven,45.1,2584 / 3146
Jayce,45.0,1404 / 1716
Shaco,45.0,834 / 1020
Kog'Maw,44.8,2163 / 2662
Soraka,44.7,1304 / 1615
Brand,44.7,1070 / 1326
Rumble,44.7,912 / 1126
Sivir,44.5,1485 / 1850
Fiddlesticks,44.4,1875 / 2351
Taric,44.4,1331 / 1668
Yasuo,44.2,4174 / 5274
Jinx,44.0,2014 / 2560
Jax,44.0,1954 / 2489
Shyvana,43.9,927 / 1183
Sylas,43.8,2623 / 3359
Kalista,43.8,2012 / 2579
Malzahar,43.6,905 / 1169
Viktor,43.2,1341 / 1763
Olaf,42.8,1467 / 1964
Yuumi,42.7,1931 / 2587
Tryndamere,42.7,624 / 839
Nami,42.3,1326 / 1809
Xin Zhao,42.3,405 / 553
Kindred,42.1,1017 / 1400
Lulu,41.9,1525 / 2117
Heimerdinger,41.9,1008 / 1398
Corki,41.8,996 / 1388
Lucian,41.7,1947 / 2717
Orianna,41.7,1478 / 2067
Cassiopeia,41.2,1232 / 1760
Janna,41.0,1446 / 2084
Azir,40.4,1384 / 2039
Kennen,40.0,840 / 1260
Morgana,39.8,1657 / 2509
Lux,39.8,592 / 896
Ziggs,39.7,458 / 696
Gangplank,39.2,1342 / 2085
Twisted Fate,38.7,558 / 884
Kayle,37.5,519 / 864
Vel'Koz,37.3,816 / 1369
Senna,36.8,1376 / 2360
