Champion name,Win rate(%),Wins / losses
Karthus,55.2,33622 / 27247
Pyke,55.1,23678 / 19303
Ahri,53.7,37977 / 32736
Nunu,53.6,13005 / 11260
Renekton,53.5,28705 / 24972
Nautilus,52.6,20867 / 18777
Ekko,52.5,22854 / 20706
Sett,52.1,10291 / 9461
Maokai,51.8,4786 / 4447
Sejuani,51.7,12872 / 12028
Bard,51.6,25149 / 23621
Kassadin,51.6,7615 / 7133
Blitzcrank,51.4,14370 / 13571
Fizz,51.2,2195 / 2096
Poppy,51.1,8846 / 8453
Ornn,51.1,5853 / 5594
Volibear,51.0,10037 / 9662
Galio,51.0,4589 / 4415
Neeko,50.8,16120 / 15623
Udyr,50.8,3015 / 2924
Amumu,50.5,2222 / 2178
Garen,50.4,5069 / 4979
Cho'Gath,50.3,6138 / 6061
Shen,50.2,9112 / 9057
Pantheon,50.2,8035 / 7972
Warwick,50.0,2657 / 2659
Rammus,49.8,1972 / 1984
Wukong,49.7,3623 / 3662
Talon,49.7,2775 / 2804
Rek'Sai,49.6,1577 / 1605
LeBlanc,49.5,4707 / 4793
Vi,49.5,2860 / 2918
Tahm Kench,49.5,1794 / 1833
Jarvan IV,49.4,2521 / 2585
Zoe,49.3,4362 / 4485
Ivern,49.3,2698 / 2778
Xayah,49.2,4406 / 4549
Syndra,49.2,3138 / 3238
Ezreal,49.1,5443 / 5642
Zac,49.1,5340 / 5534
Leona,49.0,3668 / 3817
Singed,49.0,2680 / 2790
Katarina,49.0,2580 / 2683
Riven,48.9,3328 / 3482
Urgot,48.9,1749 / 1827
Dr. Mundo,48.8,4249 / 4456
Hecarim,48.8,1264 / 1326
Kai'Sa,48.7,8097 / 8529
Alistar,48.7,3850 / 4063
Evelynn,48.7,1954 / 2062
Gragas,48.7,1940 / 2045
Skarner,48.7,1046 / 1104
Quinn,48.6,3982 / 4203
Diana,48.6,1855 / 1961
Sion,48.6,1432 / 1517
Camille,48.5,3687 / 3915
Malphite,48.5,2678 / 2840
Aurelion Sol,48.4,1962 / 2094
Illaoi,48.4,958 / 1023
Master Yi,48.4,875 / 931
Rakan,48.3,5208 / 5566
Swain,48.2,3900 / 4197
Mordekaiser,48.2,3554 / 3825
Nidalee,48.1,2118 / 2283
Akali,48.0,6471 / 6999
Zed,48.0,4332 / 4702
Kled,47.8,1340 / 1465
Lissandra,47.8,343 / 375
Vladimir,47.7,3790 / 4158
Qiyana,47.7,3683 / 4043
Veigar,47.6,1385 / 1525
Fiora,47.6,1125 / 1238
Sona,47.5,1643 / 1814
Aphelios,47.4,5063 / 5625
Nasus,47.4,1319 / 1466
Thresh,47.1,3546 / 3986
Taliyah,47.1,1041 / 1168
Karma,47.0,2451 / 2762
Yorick,47.0,589 / 663
Irelia,46.9,1874 / 2120
Annie,46.9,1777 / 2014
Trundle,46.9,1490 / 1690
Anivia,46.9,668 / 756
Elise,46.8,2098 / 2389
Lillia,46.8,1878 / 2136
Kha'Zix,46.8,1160 / 1320
Gnar,46.7,1053 / 1204
Lee Sin,46.6,3112 / 3570
Aatrox,46.5,4228 / 4872
Xerath,46.5,1595 / 1833
Nocturne,46.5,1241 / 1425
Ashe,46.4,3812 / 4399
Miss Fortune,46.4,3399 / 3934
Teemo,46.4,1205 / 1392
Braum,46.2,2733 / 3182
Vayne,46.2,2494 / 2909
Zilean,46.1,2162 / 2531
Ryze,46.1,1610 / 1885
Zyra,46.1,839 / 979
Jhin,46.0,2404 / 2827
Tristana,45.9,2290 / 2699
Brand,45.8,787 / 933
Varus,45.7,1977 / 2351
Darius,45.7,1302 / 1544
Jayce,45.7,1040 / 1236
Caitlyn,45.5,3695 / 4429
Twitch,45.5,3346 / 4005
Soraka,45.4,945 / 1135
Graves,45.3,1877 / 2267
Rengar,45.3,1271 / 1535
Draven,45.0,1798 / 2200
Kalista,44.8,1474 / 1816
Jax,44.7,1462 / 1810
Sivir,44.6,1047 / 1303
Shaco,44.4,584 / 730
Yasuo,44.3,3004 / 3778
Kog'Maw,44.3,1502 / 1886
Rumble,44.3,625 / 785
Fiddlesticks,44.2,1372 / 1735
Sylas,44.0,1962 / 2499
Jinx,44.0,1430 / 1819
Shyvana,43.7,664 / 855
Taric,43.5,1013 / 1317
Tryndamere,43.2,475 / 625
Viktor,43.0,943 / 1250
Lulu,42.6,1150 / 1552
Kindred,42.6,736 / 990
Yuumi,42.4,1281 / 1737
Corki,42.1,743 / 1022
Olaf,42.0,1055 / 1457
Nami,41.9,957 / 1326
Orianna,41.8,1083 / 1510
Lucian,41.7,1336 / 1869
Heimerdinger,41.6,690 / 967
Janna,41.4,1141 / 1615
Cassiopeia,41.2,855 / 1218
Xin Zhao,40.7,278 / 405
Malzahar,40.6,581 / 850
Morgana,40.5,1227 / 1805
Kennen,40.4,624 / 921
Azir,39.6,967 / 1476
Ziggs,39.4,301 / 462
Lux,39.2,407 / 631
Gangplank,38.5,918 / 1465
Kayle,38.3,371 / 598
Vel'Koz,37.3,552 / 927
Twisted Fate,36.8,355 / 610
Senna,36.4,1015 / 1775
