Champion name,Win rate(%),Wins / losses
Pyke,55.2,31445 / 25502
Karthus,55.1,43257 / 35312
Ahri,53.7,48860 / 42153
Renekton,53.5,37198 / 32336
Nunu,53.5,17536 / 15232
Nautilus,52.5,26773 / 24189
Ekko,52.3,29273 / 26691
Sett,51.9,13542 / 12550
Bard,51.5,32303 / 30413
Kassadin,51.5,9961 / 9373
Blitzcrank,51.3,18406 / 17499
Sejuani,51.3,16489 / 15671
Maokai,51.3,6197 / 5890
Poppy,51.1,11311 / 10803
Ornn,51.1,7977 / 7626
Galio,51.0,6142 / 5894
Fizz,50.9,2983 / 2879
Volibear,50.8,13293 / 12890
Amumu,50.8,2866 / 2779
Neeko,50.7,20545 / 19948
Garen,50.6,6530 / 6382
Cho'Gath,50.5,7755 / 7615
Shen,50.3,11964 / 11806
Udyr,50.3,4014 / 3963
Pantheon,50.1,10294 / 10260
LeBlanc,50.0,6211 / 6206
Wukong,50.0,4702 / 4694
Rammus,50.0,2639 / 2642
Tahm Kench,50.0,2400 / 2396
Vi,49.9,3689 / 3707
Jarvan IV,49.9,3251 / 3270
Talon,49.7,3590 / 3630
Rek'Sai,49.7,2083 / 2106
Ivern,49.6,3460 / 3515
Warwick,49.6,3400 / 3453
Urgot,49.5,2365 / 2416
Xayah,49.4,5787 / 5930
Zoe,49.3,5770 / 5945
Skarner,49.3,1343 / 1383
Zac,49.2,6756 / 6964
Kai'Sa,49.1,10461 / 10865
Ezreal,49.0,7410 / 7719
Dr. Mundo,49.0,5437 / 5670
Alistar,48.9,5003 / 5228
Leona,48.9,4803 / 5028
Syndra,48.9,4075 / 4260
Singed,48.9,3677 / 3841
Katarina,48.9,3364 / 3514
Aurelion Sol,48.9,2495 / 2611
Quinn,48.8,5080 / 5338
Diana,48.8,2523 / 2650
Hecarim,48.7,1610 / 1696
Riven,48.6,4226 / 4465
Malphite,48.6,3435 / 3634
Evelynn,48.6,2503 / 2646
Sion,48.6,1939 / 2052
Qiyana,48.4,4867 / 5188
Gragas,48.4,2491 / 2659
Mordekaiser,48.3,4634 / 4956
Akali,48.2,8105 / 8717
Rakan,48.2,6755 / 7264
Master Yi,48.2,1179 / 1269
Swain,48.0,5014 / 5426
Camille,48.0,4801 / 5197
Kled,48.0,1698 / 1838
Illaoi,48.0,1105 / 1197
Zed,47.9,5470 / 5948
Nidalee,47.8,2691 / 2944
Vladimir,47.7,4826 / 5297
Veigar,47.7,1812 / 1989
Taliyah,47.7,1336 / 1465
Sona,47.5,2172 / 2405
Fiora,47.5,1503 / 1661
Lissandra,47.5,436 / 481
Aphelios,47.4,6687 / 7406
Karma,47.4,3346 / 3713
Anivia,47.4,904 / 1005
Braum,47.2,3503 / 3911
Lee Sin,47.1,4185 / 4692
Lillia,47.1,2377 / 2666
Nocturne,47.1,1622 / 1822
Thresh,47.0,4635 / 5229
Nasus,47.0,1675 / 1889
Teemo,47.0,1533 / 1726
Elise,46.9,2779 / 3148
Aatrox,46.8,5423 / 6154
Ashe,46.8,5038 / 5723
Trundle,46.8,1929 / 2192
Kha'Zix,46.8,1553 / 1766
Miss Fortune,46.7,4387 / 5010
Tristana,46.5,2946 / 3393
Irelia,46.5,2418 / 2779
Annie,46.5,2333 / 2686
Jhin,46.4,3144 / 3631
Ryze,46.3,2194 / 2540
Rengar,46.3,1674 / 1939
Yorick,46.3,794 / 920
Vayne,46.2,3211 / 3740
Varus,46.1,2524 / 2956
Xerath,46.0,2145 / 2521
Darius,45.9,1659 / 1954
Gnar,45.8,1313 / 1552
Zyra,45.8,1108 / 1310
Zilean,45.6,2820 / 3362
Graves,45.6,2433 / 2898
Caitlyn,45.5,4836 / 5791
Twitch,45.4,4403 / 5298
Shaco,45.3,789 / 952
Jayce,45.2,1332 / 1615
Draven,45.0,2397 / 2933
Soraka,44.9,1224 / 1500
Rumble,44.9,861 / 1058
Sivir,44.8,1405 / 1729
Brand,44.8,1009 / 1242
Kog'Maw,44.7,2028 / 2509
Taric,44.5,1275 / 1590
Yasuo,44.3,3940 / 4961
Jinx,44.3,1918 / 2411
Fiddlesticks,44.3,1777 / 2237
Kalista,44.2,1917 / 2417
Jax,44.1,1858 / 2351
Sylas,43.8,2495 / 3201
Shyvana,43.8,882 / 1130
Malzahar,43.7,851 / 1098
Viktor,43.2,1251 / 1648
Tryndamere,43.0,594 / 787
Olaf,42.7,1388 / 1866
Yuumi,42.3,1781 / 2432
Lulu,42.1,1457 / 2001
Kindred,42.1,965 / 1329
Lucian,42.0,1848 / 2552
Nami,42.0,1261 / 1739
Corki,42.0,943 / 1302
Orianna,41.7,1397 / 1956
Xin Zhao,41.7,378 / 529
Heimerdinger,41.6,952 / 1338
Janna,41.2,1389 / 1980
Cassiopeia,41.0,1150 / 1654
Azir,40.3,1309 / 1940
Kennen,40.2,800 / 1192
Morgana,40.1,1592 / 2381
Ziggs,39.7,434 / 659
Lux,39.4,555 / 852
Twisted Fate,39.1,534 / 832
Gangplank,39.0,1264 / 1980
Kayle,37.5,488 / 814
Vel'Koz,37.2,763 / 1290
Senna,36.9,1322 / 2260
