Champion name,Win rate(%),Wins / losses
Pyke,55.2,32635 / 26470
Karthus,55.1,44750 / 36519
Ahri,53.7,50496 / 43553
Nunu,53.6,18258 / 15783
Renekton,53.4,38460 / 33517
Nautilus,52.5,27683 / 25053
Ekko,52.3,30265 / 27570
Sett,51.9,14046 / 13019
Bard,51.5,33399 / 31453
Kassadin,51.5,10315 / 9722
Blitzcrank,51.3,19098 / 18102
Sejuani,51.3,17036 / 16193
Galio,51.2,6421 / 6121
Maokai,51.2,6427 / 6114
Poppy,51.1,11678 / 11161
Ornn,51.1,8268 / 7901
Fizz,51.0,3092 / 2976
Volibear,50.8,13848 / 13422
Amumu,50.8,2960 / 2868
Neeko,50.7,21240 / 20635
Garen,50.5,6760 / 6619
Cho'Gath,50.4,7984 / 7854
Shen,50.3,12369 / 12199
Pantheon,50.2,10655 / 10589
Wukong,50.2,4901 / 4853
Udyr,50.2,4141 / 4100
Jarvan IV,50.1,3359 / 3351
LeBlanc,50.0,6423 / 6413
Tahm Kench,50.0,2492 / 2494
Rammus,49.8,2733 / 2751
Vi,49.7,3811 / 3858
Warwick,49.7,3525 / 3568
Rek'Sai,49.7,2146 / 2168
Talon,49.5,3701 / 3773
Ivern,49.5,3556 / 3633
Urgot,49.5,2437 / 2490
Xayah,49.3,6007 / 6179
Zoe,49.2,5967 / 6163
Kai'Sa,49.1,10783 / 11184
Skarner,49.1,1418 / 1471
Ezreal,49.0,7705 / 8028
Zac,49.0,6952 / 7232
Alistar,49.0,5166 / 5373
Singed,49.0,3887 / 4046
Dr. Mundo,48.8,5635 / 5918
Leona,48.8,4996 / 5243
Syndra,48.8,4198 / 4398
Katarina,48.8,3483 / 3657
Diana,48.8,2633 / 2767
Quinn,48.7,5234 / 5508
Malphite,48.7,3560 / 3749
Evelynn,48.7,2584 / 2720
Aurelion Sol,48.7,2569 / 2709
Hecarim,48.7,1666 / 1758
Riven,48.6,4375 / 4632
Sion,48.6,1995 / 2114
Qiyana,48.5,5050 / 5373
Mordekaiser,48.4,4819 / 5136
Gragas,48.4,2558 / 2729
Akali,48.2,8348 / 8967
Rakan,48.2,6949 / 7475
Master Yi,48.2,1225 / 1314
Swain,48.1,5202 / 5615
Camille,48.1,4968 / 5360
Illaoi,48.1,1120 / 1210
Zed,48.0,5660 / 6120
Kled,48.0,1768 / 1913
Taliyah,47.9,1383 / 1503
Nidalee,47.8,2770 / 3031
Veigar,47.8,1914 / 2092
Vladimir,47.7,4975 / 5456
Aphelios,47.5,6933 / 7662
Lissandra,47.5,446 / 492
Sona,47.4,2259 / 2502
Anivia,47.4,932 / 1033
Karma,47.3,3485 / 3879
Fiora,47.3,1560 / 1740
Braum,47.2,3612 / 4042
Lee Sin,47.1,4342 / 4883
Lillia,47.1,2430 / 2725
Nasus,47.1,1734 / 1945
Teemo,47.1,1566 / 1759
Aatrox,46.9,5586 / 6334
Ashe,46.9,5202 / 5896
Elise,46.9,2863 / 3245
Nocturne,46.9,1672 / 1896
Thresh,46.8,4777 / 5422
Miss Fortune,46.8,4552 / 5178
Trundle,46.7,1985 / 2269
Jhin,46.6,3261 / 3731
Tristana,46.5,3049 / 3508
Irelia,46.5,2523 / 2900
Annie,46.5,2397 / 2755
Kha'Zix,46.4,1596 / 1842
Ryze,46.3,2263 / 2622
Rengar,46.3,1715 / 1990
Vayne,46.2,3310 / 3857
Varus,46.2,2601 / 3034
Yorick,46.2,819 / 954
Darius,46.1,1717 / 2011
Xerath,45.9,2207 / 2602
Gnar,45.9,1359 / 1599
Zyra,45.9,1141 / 1344
Caitlyn,45.5,4956 / 5940
Graves,45.5,2524 / 3018
Twitch,45.4,4559 / 5476
Shaco,45.4,825 / 992
Zilean,45.2,2891 / 3503
Draven,45.1,2517 / 3059
Jayce,45.1,1378 / 1678
Soraka,44.9,1269 / 1559
Rumble,44.9,898 / 1103
Kog'Maw,44.8,2108 / 2598
Brand,44.7,1037 / 1284
Sivir,44.6,1444 / 1797
Taric,44.4,1303 / 1633
Yasuo,44.2,4072 / 5138
Jinx,44.2,1970 / 2489
Jax,44.2,1914 / 2420
Fiddlesticks,44.2,1827 / 2306
Sylas,43.9,2566 / 3277
Kalista,43.9,1966 / 2516
Shyvana,43.8,902 / 1158
Malzahar,43.8,879 / 1126
Viktor,43.1,1294 / 1710
Tryndamere,42.9,613 / 817
Olaf,42.8,1436 / 1918
Yuumi,42.5,1860 / 2515
Xin Zhao,42.5,398 / 539
Nami,42.3,1304 / 1780
Lucian,42.0,1909 / 2631
Corki,42.0,973 / 1346
Lulu,41.9,1496 / 2071
Kindred,41.8,992 / 1380
Heimerdinger,41.8,984 / 1370
Orianna,41.6,1438 / 2021
Janna,41.1,1420 / 2032
Cassiopeia,41.0,1191 / 1714
Azir,40.3,1355 / 2005
Kennen,40.0,824 / 1235
Morgana,39.9,1627 / 2454
Ziggs,39.6,449 / 684
Lux,39.5,573 / 878
Gangplank,39.0,1306 / 2047
Twisted Fate,38.9,552 / 866
Vel'Koz,37.3,793 / 1335
Kayle,37.3,504 / 847
Senna,37.0,1360 / 2316
