Champion name,Win rate(%),Wins / losses
Karthus,55.3,30200 / 24416
Pyke,55.2,21088 / 17135
Ahri,53.8,34070 / 29307
Nunu,53.7,11460 / 9871
Renekton,53.5,25829 / 22453
Nautilus,52.6,18730 / 16845
Ekko,52.5,20497 / 18558
Sett,51.9,9109 / 8426
Kassadin,51.9,6829 / 6329
Sejuani,51.7,11522 / 10778
Bard,51.6,22679 / 21237
Blitzcrank,51.5,12852 / 12104
Maokai,51.4,4259 / 4021
Volibear,51.3,8982 / 8536
Poppy,51.2,7939 / 7567
Ornn,51.2,5162 / 4929
Fizz,51.1,1932 / 1849
Neeko,50.8,14488 / 14017
Garen,50.8,4578 / 4440
Galio,50.7,3927 / 3824
Amumu,50.6,1993 / 1947
Udyr,50.5,2642 / 2593
Cho'Gath,50.4,5514 / 5425
Rammus,50.2,1747 / 1734
Shen,50.1,8105 / 8080
Pantheon,50.1,7279 / 7237
Wukong,50.0,3237 / 3243
Warwick,49.9,2402 / 2416
LeBlanc,49.7,4244 / 4299
Vi,49.7,2566 / 2596
Tahm Kench,49.7,1591 / 1613
Zoe,49.6,3893 / 3958
Talon,49.6,2509 / 2552
Jarvan IV,49.5,2280 / 2322
Rek'Sai,49.5,1388 / 1418
Hecarim,49.4,1149 / 1179
Syndra,49.2,2791 / 2880
Ivern,49.1,2435 / 2523
Ezreal,49.0,4799 / 5000
Xayah,49.0,3952 / 4117
Singed,49.0,2354 / 2451
Gragas,49.0,1718 / 1791
Leona,48.9,3175 / 3321
Malphite,48.9,2435 / 2545
Urgot,48.9,1527 / 1594
Master Yi,48.9,778 / 812
Zac,48.8,4817 / 5059
Diana,48.8,1680 / 1764
Kai'Sa,48.7,7333 / 7729
Riven,48.7,2972 / 3131
Katarina,48.6,2264 / 2398
Dr. Mundo,48.5,3763 / 3989
Alistar,48.5,3400 / 3609
Camille,48.5,3251 / 3454
Aurelion Sol,48.5,1767 / 1878
Evelynn,48.5,1757 / 1869
Illaoi,48.4,898 / 956
Swain,48.3,3501 / 3747
Quinn,48.2,3554 / 3817
Skarner,48.2,934 / 1005
Mordekaiser,48.1,3176 / 3428
Rakan,48.0,4615 / 5000
Zed,48.0,3900 / 4224
Akali,47.9,5847 / 6349
Sion,47.9,1256 / 1366
Kled,47.9,1213 / 1317
Nidalee,47.8,1906 / 2083
Vladimir,47.7,3400 / 3727
Qiyana,47.6,3303 / 3629
Nasus,47.6,1186 / 1306
Taliyah,47.6,963 / 1061
Annie,47.4,1572 / 1742
Veigar,47.4,1221 / 1353
Aphelios,47.3,4497 / 5011
Thresh,47.3,3177 / 3535
Anivia,47.3,596 / 663
Sona,47.2,1440 / 1610
Fiora,47.1,990 / 1114
Irelia,47.0,1649 / 1862
Xerath,46.9,1416 / 1604
Gnar,46.9,962 / 1088
Zyra,46.8,758 / 860
Karma,46.7,2138 / 2439
Zilean,46.6,1926 / 2204
Lillia,46.6,1691 / 1938
Aatrox,46.5,3817 / 4390
Elise,46.5,1866 / 2148
Teemo,46.5,1092 / 1257
Ashe,46.4,3432 / 3966
Lee Sin,46.4,2736 / 3155
Ryze,46.4,1420 / 1640
Trundle,46.4,1317 / 1523
Kha'Zix,46.4,1022 / 1180
Vayne,46.3,2233 / 2591
Nocturne,46.3,1093 / 1268
Miss Fortune,46.2,3049 / 3554
Darius,46.2,1180 / 1376
Yorick,46.1,471 / 551
Lissandra,46.1,290 / 339
Jhin,45.9,2184 / 2570
Varus,45.9,1790 / 2114
Jayce,45.9,955 / 1124
Braum,45.8,2492 / 2950
Tristana,45.7,2074 / 2461
Rengar,45.6,1170 / 1395
Caitlyn,45.3,3273 / 3947
Twitch,45.2,2904 / 3515
Graves,45.2,1699 / 2060
Soraka,45.0,824 / 1007
Jax,44.9,1319 / 1618
Brand,44.9,667 / 817
Draven,44.8,1623 / 1997
Kalista,44.8,1334 / 1644
Rumble,44.8,550 / 677
Shaco,44.5,525 / 656
Yasuo,44.2,2685 / 3384
Sivir,44.2,910 / 1149
Kog'Maw,44.1,1321 / 1676
Fiddlesticks,44.1,1218 / 1545
Sylas,44.0,1766 / 2248
Shyvana,44.0,587 / 748
Taric,43.6,945 / 1222
Jinx,43.1,1225 / 1615
Kindred,42.8,649 / 867
Yuumi,42.7,1155 / 1547
Lulu,42.7,1041 / 1396
Olaf,42.4,965 / 1312
Tryndamere,42.2,407 / 558
Viktor,42.0,801 / 1105
Heimerdinger,41.8,612 / 851
Lucian,41.7,1167 / 1632
Nami,41.7,852 / 1193
Corki,41.7,664 / 928
Kennen,41.6,571 / 802
Orianna,41.5,970 / 1365
Janna,41.4,1041 / 1471
Morgana,40.9,1109 / 1604
Cassiopeia,40.8,730 / 1059
Malzahar,40.7,511 / 746
Ziggs,39.9,262 / 395
Xin Zhao,39.6,239 / 364
Azir,39.1,855 / 1334
Lux,39.1,363 / 566
Gangplank,38.5,828 / 1325
Kayle,36.8,316 / 543
Vel'Koz,36.4,448 / 784
Twisted Fate,36.4,293 / 513
Senna,36.3,909 / 1592
