Champion name,Win rate(%),Wins / losses
Pyke,55.4,46232 / 37250
Karthus,55.2,62419 / 50628
Ahri,53.5,69456 / 60311
Nunu,53.4,26034 / 22695
Renekton,53.3,53574 / 46906
Ekko,52.3,42093 / 38377
Nautilus,52.2,38332 / 35087
Sett,51.7,20254 / 18945
Maokai,51.5,9299 / 8768
Bard,51.4,45887 / 43306
Ornn,51.4,11908 / 11280
Sejuani,51.3,23239 / 22040
Poppy,51.3,16186 / 15338
Blitzcrank,51.2,26369 / 25180
Kassadin,51.2,14695 / 14021
Galio,51.1,9615 / 9185
Neeko,50.9,29358 / 28375
Fizz,50.9,4544 / 4382
Volibear,50.8,20332 / 19695
Udyr,50.6,5591 / 5467
Amumu,50.6,4261 / 4155
Garen,50.5,9654 / 9466
Shen,50.3,17204 / 17031
Cho'Gath,50.3,10916 / 10784
Wukong,50.3,6919 / 6824
LeBlanc,50.2,8959 / 8902
Rek'Sai,50.2,3128 / 3097
Pantheon,50.1,14513 / 14477
Talon,49.9,5128 / 5142
Jarvan IV,49.9,4636 / 4661
Xayah,49.6,8536 / 8678
Warwick,49.5,4844 / 4935
Ivern,49.5,4805 / 4910
Rammus,49.5,3724 / 3805
Urgot,49.5,3444 / 3511
Hecarim,49.5,2391 / 2443
Vi,49.3,5115 / 5259
Tahm Kench,49.3,3605 / 3714
Alistar,49.2,7203 / 7440
Skarner,49.2,2156 / 2224
Kai'Sa,49.1,14465 / 14973
Zac,49.1,9472 / 9802
Zoe,49.1,8329 / 8632
Malphite,49.0,4963 / 5159
Gragas,49.0,3767 / 3918
Ezreal,48.9,10684 / 11179
Dr. Mundo,48.9,7898 / 8251
Riven,48.9,6181 / 6468
Rakan,48.8,9620 / 10089
Qiyana,48.6,7209 / 7610
Leona,48.5,6981 / 7419
Singed,48.5,6000 / 6360
Katarina,48.5,4815 / 5107
Diana,48.5,3862 / 4108
Evelynn,48.5,3582 / 3801
Aurelion Sol,48.5,3484 / 3705
Zed,48.4,7803 / 8315
Quinn,48.4,7342 / 7828
Swain,48.4,7047 / 7503
Illaoi,48.4,1456 / 1555
Lissandra,48.4,750 / 799
Mordekaiser,48.3,6644 / 7100
Syndra,48.3,5726 / 6130
Braum,48.3,5172 / 5543
Akali,48.1,11045 / 11896
Camille,48.1,7113 / 7676
Vladimir,48.1,7009 / 7574
Teemo,48.0,2219 / 2408
Veigar,47.9,2758 / 2994
Nidalee,47.7,3921 / 4304
Lillia,47.7,3350 / 3674
Taliyah,47.7,1914 / 2096
Aphelios,47.6,10053 / 11051
Aatrox,47.5,7739 / 8564
Karma,47.5,5301 / 5867
Anivia,47.5,1345 / 1484
Fiora,47.4,2174 / 2410
Miss Fortune,47.3,6461 / 7200
Master Yi,47.3,1787 / 1991
Sion,47.2,2940 / 3294
Ashe,47.1,7193 / 8085
Sona,47.1,3266 / 3667
Tristana,47.0,4494 / 5076
Elise,47.0,4067 / 4592
Nocturne,47.0,2345 / 2644
Kled,47.0,2345 / 2641
Nasus,46.9,2389 / 2702
Lee Sin,46.8,6223 / 7065
Jhin,46.8,4676 / 5318
Vayne,46.7,4665 / 5331
Annie,46.5,3304 / 3800
Yorick,46.5,1243 / 1429
Thresh,46.4,6799 / 7848
Kha'Zix,46.4,2227 / 2569
Varus,46.3,3600 / 4168
Rengar,46.3,2381 / 2766
Irelia,46.2,3525 / 4112
Trundle,46.1,2774 / 3243
Ryze,46.0,3125 / 3666
Darius,46.0,2244 / 2635
Zyra,45.7,1678 / 1990
Caitlyn,45.6,6808 / 8106
Twitch,45.6,6288 / 7502
Graves,45.6,3455 / 4123
Xerath,45.6,3104 / 3703
Kog'Maw,45.4,3125 / 3760
Gnar,45.3,1807 / 2181
Draven,45.2,3565 / 4321
Jayce,45.1,1956 / 2379
Sivir,45.0,2079 / 2539
Brand,45.0,1499 / 1829
Rumble,45.0,1244 / 1523
Zilean,44.8,3853 / 4749
Yasuo,44.5,5752 / 7165
Soraka,44.5,1831 / 2285
Fiddlesticks,44.4,2533 / 3172
Taric,44.3,1719 / 2161
Malzahar,44.3,1166 / 1467
Shaco,44.2,1151 / 1454
Kalista,43.9,2654 / 3395
Sylas,43.8,3443 / 4422
Jinx,43.6,2902 / 3747
Jax,43.6,2572 / 3327
Xin Zhao,43.3,585 / 765
Viktor,43.2,1879 / 2469
Yuumi,43.1,2733 / 3607
Nami,42.9,1812 / 2416
Shyvana,42.9,1298 / 1730
Olaf,42.8,2015 / 2688
Corki,42.8,1383 / 1847
Tryndamere,42.5,816 / 1104
Heimerdinger,42.3,1490 / 2032
Lulu,42.2,2133 / 2920
Kindred,42.0,1332 / 1838
Orianna,41.8,2023 / 2815
Lucian,41.7,2722 / 3804
Janna,41.5,1963 / 2767
Ziggs,41.0,735 / 1057
Cassiopeia,40.9,1675 / 2420
Azir,40.5,1894 / 2780
Kennen,40.2,1150 / 1714
Morgana,40.1,2188 / 3270
Lux,39.9,800 / 1206
Gangplank,39.2,1917 / 2969
Twisted Fate,38.5,830 / 1325
Vel'Koz,37.7,1262 / 2087
Senna,37.2,1887 / 3183
Kayle,36.4,707 / 1235
