Champion name,Win rate(%),Wins / losses
Quinn,61.6,45 / 28
Karthus,60.2,2523 / 1666
Wukong,57.4,264 / 196
Sett,55.9,496 / 391
Kassadin,55.3,205 / 166
Talon,55.0,22 / 18
Tahm Kench,55.0,22 / 18
Malphite,54.3,2385 / 2010
Nautilus,54.2,2031 / 1716
Syndra,54.1,146 / 124
Leona,54.0,155 / 132
Ekko,53.8,228 / 196
Bard,53.6,203 / 176
Katarina,53.5,84 / 73
Cho'Gath,53.4,913 / 796
Maokai,53.4,409 / 357
Volibear,53.4,298 / 260
Annie,53.4,31 / 27
Ahri,53.3,739 / 648
Alistar,53.2,793 / 697
Dr. Mundo,53.1,1329 / 1173
Shen,53.0,1422 / 1260
Warwick,52.8,272 / 243
Jarvan IV,52.7,389 / 349
Sion,52.7,243 / 218
Fizz,52.7,116 / 104
Qiyana,52.5,74 / 67
Rakan,52.4,1611 / 1466
Ornn,52.4,499 / 454
Garen,52.3,424 / 386
Pantheon,52.1,639 / 587
Fiddlesticks,52.1,37 / 34
Skarner,51.7,754 / 705
Sejuani,51.7,495 / 463
Evelynn,51.6,210 / 197
Vladimir,51.6,158 / 148
LeBlanc,51.5,52 / 49
Blitzcrank,51.4,297 / 281
Nunu,51.4,255 / 241
Malzahar,51.3,59 / 56
Urgot,51.2,1882 / 1792
Zac,51.2,1388 / 1323
Braum,51.2,636 / 606
Singed,51.1,338 / 324
Tryndamere,50.9,400 / 386
Aatrox,50.9,112 / 108
Riven,50.6,302 / 295
Udyr,50.5,864 / 846
Darius,50.4,394 / 387
Trundle,50.4,205 / 202
Veigar,50.3,156 / 154
Poppy,50.1,295 / 294
Diana,50.0,62 / 62
Karma,49.9,849 / 854
Camille,49.8,261 / 263
Rammus,49.8,143 / 144
Galio,49.7,1580 / 1597
Zilean,49.7,233 / 236
Zed,49.6,231 / 235
Xayah,49.5,322 / 329
Viktor,49.5,48 / 49
Renekton,49.4,116 / 119
Ashe,49.3,362 / 372
Ivern,49.2,183 / 189
Nocturne,49.1,142 / 147
Lee Sin,48.9,386 / 404
Nidalee,48.8,420 / 440
Amumu,48.7,111 / 117
Gnar,48.6,34 / 36
Swain,48.5,80 / 85
Ryze,48.3,269 / 288
Master Yi,48.3,229 / 245
Lissandra,48.2,54 / 58
Pyke,48.1,819 / 885
Brand,48.1,191 / 206
Kog'Maw,48.1,137 / 148
Zyra,48.1,64 / 69
Shaco,47.8,76 / 83
Aphelios,47.5,823 / 908
Zoe,47.5,414 / 457
Rek'Sai,47.5,126 / 139
Mordekaiser,47.1,138 / 155
Thresh,46.6,325 / 373
Olaf,46.6,115 / 132
Elise,46.5,152 / 175
Illaoi,46.1,508 / 595
Teemo,45.6,26 / 31
Hecarim,45.5,445 / 532
Caitlyn,45.5,157 / 188
Draven,45.5,46 / 55
Vi,45.5,10 / 12
Twitch,45.3,141 / 170
Aurelion Sol,45.3,115 / 139
Nasus,45.3,101 / 122
Graves,45.0,350 / 428
Irelia,44.7,585 / 723
Jax,44.7,34 / 42
Anivia,44.6,162 / 201
Neeko,44.6,116 / 144
Akali,44.6,116 / 144
Tristana,44.4,55 / 69
Yuumi,44.1,331 / 419
Sona,44.1,269 / 341
Xin Zhao,44.0,37 / 47
Xerath,43.9,636 / 812
Fiora,43.9,261 / 334
Miss Fortune,43.7,178 / 229
Yasuo,43.6,306 / 396
Ezreal,43.1,134 / 177
Kha'Zix,42.9,141 / 188
Kled,42.9,30 / 40
Sylas,42.6,133 / 179
Corki,42.6,100 / 135
Vayne,42.3,102 / 139
Orianna,42.2,218 / 299
Janna,41.9,176 / 244
Gragas,41.8,33 / 46
Kayle,41.7,10 / 14
Nami,41.4,87 / 123
Kai'Sa,41.4,75 / 106
Jinx,41.2,186 / 266
Taric,40.4,105 / 155
Morgana,40.4,74 / 109
Heimerdinger,40.4,23 / 34
Kalista,40.0,68 / 102
Cassiopeia,39.9,121 / 182
Soraka,39.9,63 / 95
Kennen,39.5,58 / 89
Varus,38.9,150 / 236
Jhin,38.9,35 / 55
Vel'Koz,38.8,31 / 49
Senna,38.7,647 / 1024
Rengar,38.7,29 / 46
Kindred,37.7,29 / 48
Lucian,37.7,23 / 38
Yorick,37.5,12 / 20
Azir,37.3,60 / 101
Twisted Fate,35.6,42 / 76
Lux,34.9,38 / 71
Shyvana,32.6,14 / 29
Lulu,32.2,66 / 139
Gangplank,31.5,68 / 148
Sivir,30.6,19 / 43
Jayce,30.2,19 / 44
Ziggs,28.1,9 / 23
Taliyah,18.2,6 / 27
Rumble,15.4,2 / 11
