Champion name,Win rate(%),Wins / losses
Karthus,59.0,3618 / 2510
Talon,58.1,50 / 36
Tahm Kench,57.8,37 / 27
Quinn,57.1,96 / 72
Wukong,55.9,353 / 278
Sett,55.1,700 / 571
Nautilus,54.7,2836 / 2347
Kassadin,54.4,306 / 257
Malphite,54.2,3268 / 2766
Malzahar,54.2,83 / 70
Leona,54.1,210 / 178
LeBlanc,54.1,80 / 68
Bard,53.9,348 / 298
Dr. Mundo,53.7,1784 / 1539
Maokai,53.4,559 / 487
Ekko,53.4,342 / 298
Alistar,53.3,1118 / 979
Katarina,53.0,105 / 93
Cho'Gath,52.8,1188 / 1061
Syndra,52.8,246 / 220
Shen,52.7,2026 / 1818
Fizz,52.6,162 / 146
Ahri,52.4,1086 / 985
Volibear,52.4,397 / 361
Pantheon,52.3,924 / 844
Vladimir,52.2,228 / 209
Rakan,52.1,2202 / 2026
Jarvan IV,52.1,504 / 463
Blitzcrank,52.0,420 / 388
Garen,51.6,565 / 529
Ornn,51.5,710 / 668
Evelynn,51.5,312 / 294
Braum,51.3,818 / 777
Sejuani,51.3,590 / 559
Warwick,51.3,401 / 380
Zac,51.2,1943 / 1852
Singed,51.1,476 / 455
Udyr,51.0,1251 / 1202
Riven,51.0,394 / 379
Sion,50.9,326 / 314
Rammus,50.9,245 / 236
Poppy,50.8,424 / 411
Nunu,50.8,356 / 345
Skarner,50.6,995 / 972
Nidalee,50.6,568 / 554
Urgot,50.5,2452 / 2400
Galio,50.4,2234 / 2196
Renekton,50.3,171 / 169
Trundle,50.0,313 / 313
Brand,50.0,296 / 296
Lee Sin,49.9,563 / 566
Camille,49.9,403 / 405
Veigar,49.9,209 / 210
Tryndamere,49.7,498 / 504
Karma,49.6,1137 / 1157
Ryze,49.5,367 / 374
Zed,49.5,322 / 328
Zyra,49.4,84 / 86
Darius,49.3,508 / 523
Ashe,49.3,504 / 519
Draven,49.3,74 / 76
Diana,49.2,88 / 91
Fiddlesticks,49.1,56 / 58
Xayah,49.0,453 / 471
Nocturne,48.9,200 / 209
Zilean,48.5,294 / 312
Aatrox,48.4,148 / 158
Viktor,48.4,62 / 66
Annie,48.4,46 / 49
Pyke,48.1,1197 / 1290
Illaoi,48.1,702 / 757
Amumu,48.0,155 / 168
Rek'Sai,47.9,190 / 207
Lissandra,47.9,68 / 74
Teemo,47.6,30 / 33
Mordekaiser,47.5,173 / 191
Zoe,47.4,468 / 519
Master Yi,47.4,322 / 358
Swain,47.4,99 / 110
Ivern,47.2,253 / 283
Nasus,47.0,143 / 161
Aphelios,46.8,1145 / 1304
Kog'Maw,46.7,188 / 215
Elise,46.4,235 / 271
Shaco,46.2,104 / 121
Thresh,46.1,459 / 537
Hecarim,46.0,563 / 660
Qiyana,46.0,115 / 135
Graves,45.9,506 / 597
Akali,45.8,185 / 219
Anivia,45.6,227 / 271
Caitlyn,45.5,203 / 243
Kha'Zix,45.4,219 / 263
Tristana,45.3,78 / 94
Irelia,45.1,851 / 1038
Sylas,45.0,194 / 237
Twitch,44.7,221 / 273
Aurelion Sol,44.6,153 / 190
Yuumi,44.5,462 / 577
Sona,44.5,360 / 449
Xin Zhao,44.4,52 / 65
Fiora,44.2,297 / 375
Soraka,44.2,91 / 115
Yasuo,44.1,437 / 553
Olaf,44.1,152 / 193
Taric,43.9,169 / 216
Miss Fortune,43.8,228 / 293
Xerath,43.7,823 / 1062
Jinx,43.2,274 / 360
Neeko,43.2,126 / 166
Kled,43.0,40 / 53
Ezreal,42.4,199 / 270
Vayne,42.1,157 / 216
Corki,42.1,114 / 157
Janna,42.0,236 / 326
Vi,41.9,13 / 18
Gnar,41.6,47 / 66
Jax,41.6,42 / 59
Heimerdinger,41.4,29 / 41
Cassiopeia,41.3,159 / 226
Gragas,41.3,45 / 64
Kalista,41.2,100 / 143
Orianna,41.1,267 / 383
Kennen,41.1,78 / 112
Azir,41.0,86 / 124
Jhin,40.2,49 / 73
Rengar,40.2,43 / 64
Varus,40.1,203 / 303
Kayle,40.0,14 / 21
Vel'Koz,39.8,47 / 71
Morgana,39.6,89 / 136
Senna,39.5,892 / 1365
Nami,39.5,101 / 155
Kai'Sa,38.4,94 / 151
Twisted Fate,38.3,70 / 113
Yorick,38.1,16 / 26
Shyvana,37.8,37 / 61
Kindred,37.4,37 / 62
Lucian,36.6,34 / 59
Lux,36.2,50 / 88
Gangplank,33.3,108 / 216
Lulu,31.3,79 / 173
Sivir,31.1,23 / 51
Jayce,29.6,24 / 57
Ziggs,24.5,12 / 37
Rumble,18.8,3 / 13
Taliyah,18.0,9 / 41
