Champion name,Win rate(%),Wins / losses
Quinn,60.4,55 / 36
Tahm Kench,60.4,32 / 21
Karthus,59.5,2853 / 1939
Sett,56.1,560 / 438
Leona,56.1,174 / 136
Wukong,56.0,280 / 220
Kassadin,54.8,233 / 192
Bard,54.7,248 / 205
Nautilus,54.6,2290 / 1905
Ekko,54.5,264 / 220
Malphite,54.4,2658 / 2232
Volibear,53.7,327 / 282
Alistar,53.4,893 / 780
Malzahar,53.4,70 / 61
Cho'Gath,53.3,998 / 875
Dr. Mundo,53.2,1476 / 1296
Syndra,53.2,166 / 146
Maokai,53.0,455 / 403
Annie,52.9,36 / 32
Shen,52.7,1603 / 1439
LeBlanc,52.6,60 / 54
Ahri,52.5,827 / 748
Evelynn,52.5,243 / 220
Jarvan IV,52.4,416 / 378
Fizz,52.4,132 / 120
Warwick,52.3,319 / 291
Sion,52.3,266 / 243
Fiddlesticks,52.3,45 / 41
Garen,52.2,463 / 424
Ornn,52.1,560 / 514
Katarina,52.1,86 / 79
Talon,52.1,25 / 23
Blitzcrank,52.0,332 / 307
Rakan,51.9,1774 / 1641
Nunu,51.9,286 / 265
Pantheon,51.8,726 / 676
Vladimir,51.7,170 / 159
Sejuani,51.6,523 / 490
Braum,51.4,696 / 658
Skarner,51.3,834 / 792
Singed,51.2,376 / 359
Rammus,51.2,168 / 160
Zac,51.0,1531 / 1470
Viktor,50.9,54 / 52
Udyr,50.7,974 / 947
Tryndamere,50.7,431 / 419
Poppy,50.7,332 / 323
Diana,50.7,72 / 70
Urgot,50.6,2027 / 1978
Galio,50.3,1800 / 1782
Qiyana,50.0,85 / 85
Nidalee,49.9,456 / 458
Lee Sin,49.9,438 / 440
Karma,49.8,923 / 932
Aatrox,49.8,118 / 119
Zyra,49.7,71 / 72
Darius,49.6,422 / 428
Ashe,49.6,406 / 413
Xayah,49.6,356 / 362
Riven,49.6,320 / 325
Veigar,49.3,171 / 176
Zed,49.2,251 / 259
Camille,49.1,299 / 310
Trundle,49.1,239 / 248
Ryze,48.9,299 / 312
Nocturne,48.8,156 / 164
Ivern,48.7,203 / 214
Master Yi,48.6,268 / 284
Kog'Maw,48.6,159 / 168
Zilean,48.5,244 / 259
Rek'Sai,48.5,145 / 154
Renekton,48.5,130 / 138
Brand,48.2,217 / 233
Shaco,48.1,87 / 94
Swain,48.0,85 / 92
Amumu,47.8,120 / 131
Zoe,47.7,435 / 476
Pyke,47.4,911 / 1009
Aphelios,47.4,905 / 1005
Gnar,47.2,42 / 47
Thresh,46.9,371 / 420
Tristana,46.8,65 / 74
Lissandra,46.8,59 / 67
Teemo,46.6,27 / 31
Illaoi,46.5,554 / 637
Elise,46.5,177 / 204
Mordekaiser,46.3,149 / 173
Hecarim,45.9,478 / 563
Anivia,45.9,187 / 220
Xin Zhao,45.7,43 / 51
Caitlyn,45.5,174 / 208
Olaf,45.5,127 / 152
Draven,45.5,50 / 60
Nasus,45.3,116 / 140
Graves,44.9,383 / 470
Yuumi,44.9,380 / 467
Yasuo,44.9,351 / 431
Kha'Zix,44.9,171 / 210
Twitch,44.9,164 / 201
Sona,44.8,295 / 364
Irelia,44.7,659 / 814
Ezreal,44.7,157 / 194
Akali,44.7,130 / 161
Aurelion Sol,44.4,128 / 160
Xerath,44.1,704 / 894
Neeko,43.8,120 / 154
Miss Fortune,43.7,190 / 245
Vi,43.5,10 / 13
Fiora,43.3,270 / 354
Sylas,42.9,145 / 193
Vayne,42.8,118 / 158
Taric,42.6,127 / 171
Corki,42.6,104 / 140
Jax,42.4,36 / 49
Orianna,42.0,232 / 321
Soraka,42.0,73 / 101
Jinx,41.8,215 / 299
Janna,41.6,193 / 271
Kalista,41.4,79 / 112
Kayle,41.4,12 / 17
Gragas,41.1,37 / 53
Cassiopeia,40.7,136 / 198
Kai'Sa,40.7,81 / 118
Kled,40.5,32 / 47
Nami,40.1,89 / 133
Heimerdinger,40.0,24 / 36
Vel'Koz,39.8,37 / 56
Shyvana,39.7,27 / 41
Azir,39.4,67 / 103
Morgana,39.3,75 / 116
Rengar,39.3,33 / 51
Senna,38.6,707 / 1125
Jhin,38.4,38 / 61
Kennen,38.2,60 / 97
Varus,37.9,160 / 262
Yorick,36.4,12 / 21
Kindred,35.8,29 / 52
Lucian,35.7,25 / 45
Twisted Fate,35.5,44 / 80
Lux,33.9,41 / 80
Gangplank,32.6,84 / 174
Lulu,31.5,69 / 150
Sivir,30.2,19 / 44
Jayce,29.4,20 / 48
Ziggs,29.4,10 / 24
Taliyah,22.5,9 / 31
Rumble,14.3,2 / 12
