Champion name,Win rate(%),Wins / losses
Karthus,61.7,928 / 575
Wukong,61.0,108 / 69
Katarina,60.0,42 / 28
Tahm Kench,59.1,13 / 9
Fizz,58.8,40 / 28
Maokai,57.7,158 / 116
Talon,57.1,8 / 6
Ekko,57.0,73 / 55
Sett,56.4,194 / 150
Malphite,56.3,1081 / 838
Nautilus,55.9,881 / 696
Leona,55.9,71 / 56
Blitzcrank,55.8,120 / 95
Qiyana,55.6,10 / 8
Kassadin,55.1,70 / 57
Pantheon,54.8,253 / 209
Vladimir,54.6,71 / 59
Shen,54.3,603 / 507
Evelynn,53.8,57 / 49
Annie,53.8,7 / 6
Rakan,53.5,684 / 595
Garen,53.4,141 / 123
Singed,53.4,94 / 82
Volibear,53.2,126 / 111
Quinn,53.1,17 / 15
Jarvan IV,52.9,185 / 165
Bard,52.8,75 / 67
Trundle,52.7,68 / 61
Ahri,52.6,219 / 197
Braum,52.5,265 / 240
Darius,52.5,169 / 153
Warwick,52.3,113 / 103
Sejuani,52.2,240 / 220
Alistar,52.1,363 / 334
Ornn,52.1,183 / 168
Dr. Mundo,52.0,619 / 571
Skarner,52.0,392 / 362
Sion,52.0,104 / 96
Urgot,51.7,942 / 881
Cho'Gath,51.7,447 / 418
Rammus,51.7,46 / 43
Riven,51.6,133 / 125
Veigar,51.6,63 / 59
Vel'Koz,51.5,17 / 16
Udyr,51.3,399 / 379
Brand,51.2,85 / 81
Tristana,51.2,21 / 20
Xayah,51.0,154 / 148
Syndra,51.0,50 / 48
Ashe,50.7,139 / 135
Shaco,50.7,37 / 36
Zac,50.6,619 / 605
Zed,50.5,110 / 108
Nunu,50.5,106 / 104
Ryze,50.2,125 / 124
Viktor,50.0,25 / 25
Draven,50.0,24 / 24
Zoe,49.9,227 / 228
Fiora,49.8,131 / 132
Tryndamere,49.5,200 / 204
Zilean,49.5,104 / 106
Poppy,49.2,129 / 133
Swain,49.2,32 / 33
Neeko,48.8,59 / 62
Nocturne,48.7,55 / 58
Galio,48.6,704 / 744
Xin Zhao,48.6,17 / 18
Lee Sin,48.5,174 / 185
Camille,48.3,98 / 105
Karma,48.0,375 / 407
Nidalee,48.0,229 / 248
Master Yi,48.0,85 / 92
Aatrox,48.0,48 / 52
Zyra,47.8,33 / 36
Teemo,47.8,22 / 24
Lissandra,47.5,28 / 31
Ezreal,46.8,59 / 67
Thresh,46.5,167 / 192
Gragas,46.4,13 / 15
Pyke,46.3,292 / 338
Olaf,46.3,56 / 65
Kog'Maw,46.2,66 / 77
Aphelios,45.7,392 / 465
Hecarim,45.7,203 / 241
Elise,45.6,31 / 37
Sylas,45.5,76 / 91
Amumu,45.2,61 / 74
Irelia,45.1,265 / 323
Orianna,45.1,119 / 145
Jinx,45.0,72 / 88
Kha'Zix,45.0,45 / 55
Malzahar,44.7,21 / 26
LeBlanc,44.7,21 / 26
Graves,44.3,149 / 187
Janna,44.2,88 / 111
Aurelion Sol,44.2,42 / 53
Miss Fortune,44.1,93 / 118
Anivia,44.1,67 / 85
Mordekaiser,44.1,56 / 71
Twitch,44.1,41 / 52
Renekton,44.0,48 / 61
Corki,43.7,69 / 89
Ivern,43.5,57 / 74
Nami,43.3,55 / 72
Rek'Sai,43.3,55 / 72
Yuumi,43.2,152 / 200
Illaoi,43.1,227 / 300
Morgana,42.9,39 / 52
Vi,42.9,3 / 4
Caitlyn,42.8,62 / 83
Azir,42.5,31 / 42
Diana,42.5,17 / 23
Cassiopeia,42.2,57 / 78
Rengar,42.1,16 / 22
Soraka,41.9,36 / 50
Jax,41.9,13 / 18
Vayne,41.8,51 / 71
Yasuo,41.5,130 / 183
Xerath,41.3,294 / 418
Taric,41.1,39 / 56
Kai'Sa,41.1,37 / 53
Akali,41.0,34 / 49
Nasus,40.9,36 / 52
Senna,40.8,328 / 475
Fiddlesticks,40.6,13 / 19
Heimerdinger,40.0,10 / 15
Varus,39.8,72 / 109
Sona,39.1,106 / 165
Sivir,38.9,14 / 22
Yorick,38.9,7 / 11
Gangplank,38.4,28 / 45
Kalista,37.5,30 / 50
Jhin,37.5,18 / 30
Kled,37.5,12 / 20
Gnar,37.5,9 / 15
Lucian,35.7,10 / 18
Kayle,35.3,6 / 11
Twisted Fate,33.3,16 / 32
Shyvana,33.3,5 / 10
Lux,32.1,17 / 36
Kennen,32.0,24 / 51
Ziggs,28.6,4 / 10
Kindred,28.2,11 / 28
Lulu,27.6,32 / 84
Jayce,26.3,5 / 14
Rumble,20.0,1 / 4
Taliyah,11.1,2 / 16
