Champion name,Win rate(%),Wins / losses
Talon,61.1,22 / 14
Karthus,60.4,2254 / 1475
Quinn,59.7,37 / 25
Wukong,57.0,244 / 184
Sett,56.7,455 / 348
Tahm Kench,56.4,22 / 17
Kassadin,55.2,179 / 145
Katarina,54.9,79 / 65
Nautilus,54.5,1847 / 1545
Syndra,54.3,133 / 112
Maokai,54.1,382 / 324
Ahri,54.0,649 / 553
Bard,53.8,184 / 158
Qiyana,53.8,63 / 54
Malphite,53.7,2131 / 1834
Cho'Gath,53.7,836 / 722
Ekko,53.7,205 / 177
Volibear,53.5,275 / 239
Shen,53.4,1294 / 1129
Fizz,53.4,103 / 90
Sion,53.3,224 / 196
Alistar,53.2,723 / 637
Dr. Mundo,53.1,1215 / 1074
Ornn,53.0,454 / 403
Leona,52.9,145 / 129
Malzahar,52.8,57 / 51
Rakan,52.5,1463 / 1326
Garen,52.5,383 / 347
Veigar,52.5,149 / 135
Pantheon,52.3,570 / 520
Sejuani,52.3,473 / 432
Skarner,51.9,708 / 657
Braum,51.8,597 / 556
Jarvan IV,51.8,354 / 330
Nunu,51.7,232 / 217
Tryndamere,51.5,372 / 351
Fiddlesticks,51.5,34 / 32
Zac,51.2,1273 / 1215
Singed,51.1,319 / 305
Blitzcrank,51.1,273 / 261
Warwick,51.1,226 / 216
Urgot,51.0,1715 / 1647
Darius,51.0,369 / 354
Poppy,51.0,273 / 262
Annie,51.0,25 / 24
Evelynn,50.8,181 / 175
Vladimir,50.8,135 / 131
Camille,50.7,232 / 226
Nocturne,50.6,134 / 131
LeBlanc,50.5,49 / 48
Riven,50.4,258 / 254
Diana,50.4,59 / 58
Udyr,50.3,792 / 781
Aatrox,50.2,102 / 101
Zed,50.1,213 / 212
Galio,50.0,1456 / 1455
Karma,50.0,775 / 775
Zilean,50.0,213 / 213
Viktor,50.0,46 / 46
Xayah,49.9,303 / 304
Trundle,49.9,187 / 188
Ivern,49.7,165 / 167
Ashe,49.3,335 / 344
Brand,49.3,177 / 182
Nidalee,49.1,389 / 403
Lissandra,49.0,49 / 51
Swain,48.7,77 / 81
Ryze,48.6,253 / 268
Kog'Maw,48.5,129 / 137
Rammus,48.5,126 / 134
Lee Sin,48.3,349 / 373
Renekton,48.2,108 / 116
Teemo,48.1,26 / 28
Elise,48.0,131 / 142
Zyra,48.0,60 / 65
Amumu,47.8,100 / 109
Tristana,47.8,54 / 59
Pyke,47.6,742 / 817
Zoe,47.6,406 / 447
Gnar,47.5,28 / 31
Vi,47.4,9 / 10
Thresh,47.3,307 / 342
Aphelios,47.1,760 / 855
Shaco,47.0,70 / 79
Hecarim,46.7,429 / 489
Master Yi,46.6,193 / 221
Mordekaiser,46.4,129 / 149
Olaf,46.4,108 / 125
Caitlyn,46.1,147 / 172
Aurelion Sol,46.1,105 / 123
Rek'Sai,45.5,112 / 134
Illaoi,45.4,464 / 559
Nasus,45.2,94 / 114
Xin Zhao,44.9,35 / 43
Twitch,44.8,121 / 149
Draven,44.8,43 / 53
Irelia,44.6,540 / 670
Graves,44.6,316 / 392
Anivia,44.5,146 / 182
Yuumi,44.3,309 / 389
Neeko,44.2,106 / 134
Miss Fortune,44.1,171 / 217
Sylas,44.1,128 / 162
Fiora,43.8,251 / 322
Jax,43.8,32 / 41
Xerath,43.7,587 / 755
Yasuo,43.6,281 / 363
Akali,43.5,104 / 135
Ezreal,43.4,124 / 162
Kha'Zix,42.7,122 / 164
Sona,42.6,240 / 323
Kai'Sa,42.6,72 / 97
Kled,42.6,29 / 39
Orianna,42.5,207 / 280
Gragas,42.5,31 / 42
Corki,42.2,97 / 133
Janna,41.9,167 / 232
Kayle,41.7,10 / 14
Morgana,41.4,70 / 99
Vayne,41.3,92 / 131
Nami,41.3,81 / 115
Vel'Koz,40.9,27 / 39
Jinx,40.7,173 / 252
Soraka,40.7,59 / 86
Varus,40.3,143 / 212
Heimerdinger,40.0,22 / 33
Cassiopeia,39.7,114 / 173
Kennen,39.7,54 / 82
Kalista,39.6,61 / 93
Taric,39.4,97 / 149
Jhin,38.4,33 / 53
Rengar,38.4,28 / 45
Senna,38.1,590 / 960
Yorick,37.5,12 / 20
Azir,36.9,58 / 99
Twisted Fate,36.8,39 / 67
Kindred,36.8,28 / 48
Lucian,36.8,21 / 36
Lux,34.7,35 / 66
Sivir,33.9,19 / 37
Shyvana,33.3,12 / 24
Gangplank,33.0,64 / 130
Lulu,32.8,64 / 131
Jayce,29.5,18 / 43
Ziggs,29.0,9 / 22
Rumble,16.7,2 / 10
Taliyah,16.1,5 / 26
