Champion name,Win rate(%),Wins / losses
Fizz,100.0,7 / 0
Vi,100.0,1 / 0
Wukong,74.4,32 / 11
Annie,70.0,7 / 3
Talon,66.7,4 / 2
Maokai,66.3,57 / 29
Karthus,64.9,263 / 142
Braum,62.8,103 / 61
Tahm Kench,62.5,5 / 3
Lissandra,61.5,16 / 10
Sett,60.5,52 / 34
Katarina,59.4,19 / 13
Nunu,58.8,40 / 28
Malphite,58.7,346 / 243
Shaco,58.3,21 / 15
Xin Zhao,58.3,7 / 5
Ekko,58.1,18 / 13
Garen,57.8,48 / 35
Zed,57.4,27 / 20
Xayah,56.6,56 / 43
Darius,56.4,31 / 24
Quinn,56.3,9 / 7
Shen,56.2,196 / 153
Jarvan IV,55.6,60 / 48
Corki,55.4,41 / 33
Singed,55.2,32 / 26
Nautilus,55.1,277 / 226
Bard,55.1,27 / 22
Ivern,55.0,22 / 18
Camille,54.3,38 / 32
Dr. Mundo,54.2,228 / 193
Rakan,54.1,245 / 208
Blitzcrank,53.9,41 / 35
Neeko,53.7,22 / 19
Urgot,53.4,342 / 299
Cho'Gath,53.3,177 / 155
Alistar,53.3,112 / 98
Yuumi,53.3,64 / 56
Viktor,53.3,8 / 7
Ornn,52.9,55 / 49
Hecarim,52.8,66 / 59
Riven,52.2,48 / 44
Sejuani,51.8,72 / 67
Orianna,51.2,44 / 42
Trundle,51.0,25 / 24
Volibear,50.0,35 / 35
Kassadin,50.0,19 / 19
Nocturne,50.0,16 / 16
Teemo,50.0,13 / 13
Evelynn,50.0,11 / 11
Zyra,50.0,10 / 10
Zac,49.8,204 / 206
Pantheon,49.7,80 / 81
Poppy,49.5,47 / 48
Galio,48.8,257 / 270
Renekton,48.6,18 / 19
Taric,48.5,16 / 17
Udyr,48.3,114 / 122
Olaf,48.3,28 / 30
Ryze,48.2,40 / 43
Ashe,48.1,39 / 42
Kog'Maw,48.1,25 / 27
Draven,47.8,11 / 12
Fiora,47.6,40 / 44
Kha'Zix,47.6,10 / 11
Skarner,47.5,106 / 117
Graves,47.5,58 / 64
Irelia,47.0,93 / 105
Zoe,47.0,70 / 79
Morgana,46.7,14 / 16
Sivir,46.7,7 / 8
Yasuo,46.5,53 / 61
Soraka,46.4,13 / 15
Ahri,46.3,63 / 73
Janna,46.2,30 / 35
Leona,46.2,24 / 28
Brand,46.2,18 / 21
Syndra,46.2,12 / 14
Gragas,46.2,6 / 7
Nidalee,46.1,77 / 90
Warwick,46.0,29 / 34
Aphelios,45.9,145 / 171
Zilean,45.8,33 / 39
Rek'Sai,45.7,21 / 25
Mordekaiser,45.7,16 / 19
Jinx,45.6,31 / 37
Master Yi,45.5,20 / 24
Rammus,45.5,5 / 6
Varus,45.0,27 / 33
Sion,44.9,40 / 49
Sylas,44.8,26 / 32
Caitlyn,44.7,17 / 21
Swain,44.4,12 / 15
Karma,44.3,125 / 157
Illaoi,44.3,77 / 97
Anivia,44.2,23 / 29
Pyke,44.0,92 / 117
Tryndamere,44.0,33 / 42
Vayne,43.8,14 / 18
Vladimir,43.8,14 / 18
Gnar,42.9,6 / 8
Lee Sin,42.8,68 / 91
Cassiopeia,42.6,20 / 27
Sona,42.5,51 / 69
Akali,41.9,13 / 18
Lucian,41.7,5 / 7
Xerath,41.2,112 / 160
Rengar,41.2,7 / 10
Thresh,41.1,39 / 56
Senna,40.8,118 / 171
Aurelion Sol,40.0,10 / 15
Heimerdinger,40.0,4 / 6
Amumu,39.6,19 / 29
Veigar,39.5,15 / 23
Aatrox,39.4,13 / 20
Elise,39.1,9 / 14
Kennen,38.9,14 / 22
Kled,38.9,7 / 11
Azir,38.5,10 / 16
Lux,38.5,5 / 8
Gangplank,38.2,13 / 21
Qiyana,37.5,3 / 5
Diana,36.4,4 / 7
Kai'Sa,36.1,13 / 23
Vel'Koz,35.7,5 / 9
Twitch,34.8,8 / 15
Nasus,33.3,10 / 20
Twisted Fate,33.3,5 / 10
Jayce,33.3,3 / 6
Yorick,33.3,2 / 4
Shyvana,33.3,2 / 4
Rumble,33.3,1 / 2
Malzahar,31.6,6 / 13
Fiddlesticks,30.8,4 / 9
Ezreal,30.6,15 / 34
Miss Fortune,29.6,21 / 50
Kindred,28.6,4 / 10
LeBlanc,28.6,4 / 10
Nami,26.7,12 / 33
Kalista,26.3,5 / 14
Jhin,25.0,3 / 9
Ziggs,25.0,2 / 6
Jax,25.0,2 / 6
Tristana,22.2,2 / 7
Lulu,20.5,8 / 31
Taliyah,0.0,0 / 3
Kayle,0.0,0 / 2
