Champion name,Win rate(%),Wins / losses
Ziggs,66.7,22 / 11
Xerath,58.9,732 / 510
Karthus,56.6,1075 / 823
Karma,56.4,650 / 502
Miss Fortune,56.3,459 / 356
Rumble,55.9,19 / 15
Hecarim,55.2,323 / 262
Jayce,54.9,73 / 60
Graves,54.8,1435 / 1182
Dr. Mundo,54.8,178 / 147
Ezreal,53.7,481 / 415
Vladimir,53.7,44 / 38
Yorick,53.4,79 / 69
Volibear,53.0,444 / 394
Rakan,52.5,2174 / 1967
Pyke,52.5,1967 / 1777
Ahri,52.3,435 / 397
Udyr,52.1,2411 / 2219
Nunu,52.1,199 / 183
Brand,52.0,26 / 24
Ornn,51.8,288 / 268
Sona,51.7,105 / 98
Rek'Sai,51.6,163 / 153
Zac,51.5,649 / 610
Aphelios,51.4,894 / 846
Orianna,51.4,332 / 314
Trundle,51.2,221 / 211
Senna,51.1,1542 / 1476
Yasuo,51.0,1355 / 1303
Thresh,50.9,204 / 197
Malzahar,50.9,142 / 137
Sivir,50.9,56 / 54
Master Yi,50.8,463 / 449
Bard,50.7,685 / 665
Nocturne,50.7,170 / 165
Sejuani,50.7,104 / 101
Tryndamere,50.5,1452 / 1426
Qiyana,50.5,160 / 157
Lucian,50.5,93 / 91
Zyra,50.0,41 / 41
Illaoi,50.0,28 / 28
Akali,49.9,182 / 183
Irelia,49.8,1522 / 1534
Poppy,49.8,142 / 143
Varus,49.5,153 / 156
Nasus,49.3,394 / 406
Xayah,49.2,779 / 805
Ivern,49.2,287 / 296
Warwick,49.2,89 / 92
Sylas,49.1,84 / 87
Kayle,48.9,132 / 138
Zoe,48.9,109 / 114
Jhin,48.9,69 / 72
Caitlyn,48.7,272 / 287
Gragas,48.6,68 / 72
Anivia,48.5,111 / 118
Urgot,48.5,110 / 117
Nautilus,48.4,280 / 298
Draven,48.3,357 / 382
Mordekaiser,48.3,357 / 382
Fiora,48.2,267 / 287
Janna,48.2,185 / 199
Shen,48.1,621 / 671
Fiddlesticks,48.1,199 / 215
Leona,48.1,191 / 206
Blitzcrank,47.9,360 / 391
Kennen,47.8,188 / 205
Sett,47.8,177 / 193
Tristana,47.6,179 / 197
Sion,47.6,172 / 189
Lissandra,47.6,39 / 43
Riven,47.5,243 / 269
Aurelion Sol,47.5,121 / 134
Camille,47.4,632 / 700
Ashe,47.3,645 / 719
Skarner,47.3,402 / 448
Ryze,47.3,277 / 309
Alistar,47.3,96 / 107
Yuumi,47.2,243 / 272
Garen,47.2,17 / 19
Amumu,47.1,64 / 72
Kalista,47.1,40 / 45
Singed,47.0,699 / 787
Kai'Sa,47.0,101 / 114
Braum,46.9,180 / 204
Twitch,46.7,64 / 73
Lee Sin,46.5,398 / 457
Syndra,46.5,101 / 116
Nami,46.4,70 / 81
Tahm Kench,46.3,118 / 137
Quinn,46.3,93 / 108
Talon,46.3,68 / 79
Evelynn,46.2,122 / 142
Corki,46.1,35 / 41
Gangplank,45.8,76 / 90
Kha'Zix,45.5,205 / 246
Jarvan IV,45.5,71 / 85
Shaco,45.5,65 / 78
Diana,45.2,14 / 17
Cassiopeia,44.5,73 / 91
Gnar,44.5,73 / 91
Kassadin,44.4,107 / 134
Kled,44.4,28 / 35
Wukong,44.3,89 / 112
Taric,44.3,35 / 44
Malphite,44.1,56 / 71
Galio,44.0,103 / 131
Teemo,44.0,51 / 65
Vayne,43.3,172 / 225
Jinx,43.2,127 / 167
Swain,42.9,39 / 52
Nidalee,42.8,133 / 178
Zed,42.7,106 / 142
Zilean,42.7,100 / 134
Olaf,42.6,75 / 101
Renekton,42.6,40 / 54
Cho'Gath,42.5,62 / 84
Neeko,42.4,59 / 80
Viktor,42.4,25 / 34
Morgana,42.3,47 / 64
Kindred,42.2,35 / 48
Kog'Maw,42.1,69 / 95
Elise,42.0,37 / 51
Lux,41.9,13 / 18
Ekko,41.8,125 / 174
Xin Zhao,41.8,33 / 46
Darius,41.7,53 / 74
Aatrox,41.6,205 / 288
Pantheon,41.5,98 / 138
Vel'Koz,40.6,28 / 41
LeBlanc,40.5,32 / 47
Rengar,40.5,15 / 22
Katarina,40.4,38 / 56
Veigar,40.3,112 / 166
Vi,40.0,14 / 21
Fizz,39.8,33 / 50
Azir,39.1,88 / 137
Twisted Fate,38.5,37 / 59
Soraka,38.5,10 / 16
Lulu,38.3,18 / 29
Heimerdinger,37.7,40 / 66
Rammus,37.5,24 / 40
Jax,36.2,46 / 81
Maokai,35.0,43 / 80
Annie,34.5,20 / 38
Taliyah,34.3,12 / 23
Shyvana,30.2,19 / 44
