Champion name,Win rate(%),Wins / losses
Karthus,57.6,7311 / 5374
LeBlanc,54.5,188 / 157
Sejuani,54.1,993 / 842
Kassadin,54.0,759 / 647
Nautilus,53.9,5518 / 4712
Dr. Mundo,53.8,3462 / 2972
Cho'Gath,53.8,2171 / 1864
Malphite,53.7,6327 / 5451
Bard,53.6,879 / 762
Sett,53.5,1345 / 1167
Katarina,53.2,210 / 185
Quinn,53.0,816 / 725
Volibear,52.9,992 / 885
Poppy,52.9,796 / 710
Alistar,52.8,2169 / 1941
Talon,52.7,475 / 427
Diana,52.7,216 / 194
Wukong,52.3,728 / 664
Shen,52.2,4074 / 3726
Vladimir,52.2,458 / 419
Leona,51.9,330 / 306
Malzahar,51.9,166 / 154
Maokai,51.8,1014 / 945
Blitzcrank,51.7,786 / 734
Tahm Kench,51.7,75 / 70
Syndra,51.6,492 / 462
Braum,51.5,1609 / 1516
Ornn,51.5,1374 / 1293
Nidalee,51.5,998 / 940
Rakan,51.4,4203 / 3972
Garen,51.3,1132 / 1073
Ahri,51.2,2205 / 2105
Zac,51.1,3736 / 3572
Warwick,51.1,794 / 761
Udyr,51.0,2425 / 2334
Ekko,51.0,843 / 811
Evelynn,51.0,559 / 538
Pantheon,50.8,1697 / 1645
Rammus,50.8,526 / 509
Galio,50.7,4358 / 4242
Camille,50.6,941 / 920
Riven,50.5,806 / 791
Veigar,50.5,378 / 370
Jarvan IV,50.4,811 / 798
Nocturne,50.4,352 / 347
Zed,50.3,696 / 687
Skarner,50.2,1954 / 1938
Tryndamere,50.2,862 / 855
Urgot,50.1,4265 / 4255
Renekton,50.1,411 / 409
Elise,49.9,604 / 606
Singed,49.5,808 / 824
Zyra,49.5,141 / 144
Sion,49.4,657 / 674
Karma,49.2,1962 / 2028
Nunu,49.0,670 / 698
Lee Sin,48.9,949 / 992
Brand,48.8,617 / 647
Illaoi,48.6,1273 / 1346
Xayah,48.6,845 / 895
Fizz,48.6,239 / 253
Fiddlesticks,48.5,110 / 117
Aatrox,48.4,241 / 257
Pyke,48.3,2423 / 2594
Kog'Maw,48.3,339 / 363
Qiyana,48.3,309 / 331
Mordekaiser,48.3,278 / 297
Darius,48.1,826 / 893
Zoe,48.1,684 / 738
Ryze,48.1,653 / 704
Lissandra,48.1,89 / 96
Vi,48.1,26 / 28
Trundle,48.0,568 / 616
Ivern,47.9,459 / 499
Draven,47.9,137 / 149
Rek'Sai,47.8,354 / 386
Master Yi,47.6,643 / 707
Jhin,47.6,109 / 120
Ashe,47.5,902 / 997
Thresh,47.5,859 / 950
Aurelion Sol,47.5,308 / 341
Hecarim,47.4,1021 / 1131
Zilean,47.4,521 / 578
Akali,47.1,425 / 477
Caitlyn,47.0,409 / 461
Aphelios,46.9,2149 / 2433
Kled,46.9,105 / 119
Taric,46.8,386 / 438
Annie,46.8,80 / 91
Anivia,46.6,412 / 472
Amumu,46.5,286 / 329
Nasus,46.4,265 / 306
Swain,46.4,175 / 202
Graves,46.3,1024 / 1189
Viktor,46.1,106 / 124
Kha'Zix,46.0,398 / 467
Olaf,45.8,318 / 377
Teemo,45.8,33 / 39
Sona,45.7,655 / 779
Tristana,45.6,128 / 153
Sylas,45.2,353 / 428
Irelia,44.7,1546 / 1915
Twitch,44.6,513 / 637
Fiora,44.6,413 / 512
Yuumi,44.4,746 / 933
Rengar,44.4,68 / 85
Xin Zhao,44.3,93 / 117
Jax,44.0,99 / 126
Shaco,43.9,211 / 270
Xerath,43.6,1247 / 1614
Yasuo,43.6,760 / 985
Soraka,43.6,180 / 233
Jinx,43.4,476 / 620
Miss Fortune,43.2,323 / 424
Kai'Sa,42.6,184 / 248
Kayle,42.6,26 / 35
Varus,42.2,382 / 523
Neeko,41.9,147 / 204
Vayne,41.7,280 / 392
Ezreal,41.5,349 / 492
Azir,41.1,143 / 205
Janna,41.0,371 / 533
Senna,40.9,1609 / 2323
Corki,40.9,150 / 217
Kalista,40.8,175 / 254
Gragas,40.8,73 / 106
Yorick,40.5,30 / 44
Orianna,40.3,407 / 603
Vel'Koz,40.2,94 / 140
Gnar,39.7,110 / 167
Cassiopeia,39.3,223 / 344
Heimerdinger,39.3,46 / 71
Morgana,38.7,146 / 231
Kindred,38.6,59 / 94
Nami,38.3,142 / 229
Lucian,37.6,64 / 106
Twisted Fate,37.5,138 / 230
Lux,36.9,109 / 186
Kennen,36.5,111 / 193
Shyvana,34.8,70 / 131
Lulu,34.5,138 / 262
Jayce,34.3,48 / 92
Gangplank,33.4,186 / 371
Sivir,33.0,37 / 75
Ziggs,31.9,29 / 62
Taliyah,28.3,36 / 91
Rumble,21.2,7 / 26
