Champion name,Win rate(%),Wins / losses
Karthus,57.8,7139 / 5215
LeBlanc,54.5,183 / 153
Sejuani,54.1,975 / 828
Nautilus,53.9,5404 / 4621
Kassadin,53.9,731 / 625
Malphite,53.8,6197 / 5326
Dr. Mundo,53.8,3370 / 2894
Cho'Gath,53.7,2121 / 1828
Bard,53.6,844 / 730
Sett,53.4,1307 / 1140
Diana,53.3,211 / 185
Quinn,53.1,786 / 694
Katarina,53.1,203 / 179
Volibear,52.9,970 / 865
Alistar,52.8,2135 / 1910
Talon,52.6,451 / 407
Poppy,52.5,765 / 693
Malzahar,52.4,153 / 139
Shen,52.3,3985 / 3630
Vladimir,52.1,448 / 412
Wukong,51.9,696 / 644
Maokai,51.7,997 / 931
Leona,51.7,324 / 303
Blitzcrank,51.6,767 / 719
Rakan,51.5,4085 / 3851
Braum,51.5,1574 / 1482
Nidalee,51.5,984 / 928
Syndra,51.5,478 / 451
Garen,51.4,1103 / 1043
Tahm Kench,51.4,74 / 70
Ornn,51.3,1335 / 1265
Zac,51.2,3667 / 3502
Ekko,51.2,820 / 782
Warwick,51.0,779 / 749
Ahri,50.9,2119 / 2040
Pantheon,50.9,1664 / 1605
Evelynn,50.9,542 / 522
Udyr,50.8,2353 / 2276
Camille,50.8,923 / 895
Riven,50.8,791 / 766
Galio,50.6,4267 / 4158
Rammus,50.6,515 / 503
Veigar,50.6,370 / 361
Nocturne,50.5,346 / 339
Jarvan IV,50.4,798 / 785
Skarner,50.2,1893 / 1880
Zed,50.2,682 / 676
Urgot,50.1,4174 / 4151
Renekton,50.1,397 / 395
Tryndamere,49.9,835 / 837
Singed,49.6,794 / 808
Elise,49.5,576 / 588
Sion,49.4,644 / 659
Brand,49.3,607 / 625
Zyra,49.3,139 / 143
Karma,49.0,1914 / 1989
Nunu,49.0,651 / 677
Illaoi,48.7,1260 / 1325
Lee Sin,48.5,917 / 972
Kog'Maw,48.5,336 / 357
Mordekaiser,48.4,274 / 292
Pyke,48.3,2378 / 2542
Xayah,48.3,803 / 858
Qiyana,48.3,298 / 319
Fizz,48.3,234 / 250
Ryze,48.2,641 / 689
Draven,48.2,136 / 146
Darius,48.1,817 / 880
Rek'Sai,48.1,350 / 378
Aatrox,48.1,236 / 255
Lissandra,48.1,89 / 96
Vi,48.1,26 / 28
Zoe,48.0,674 / 731
Trundle,47.9,558 / 606
Jhin,47.8,109 / 119
Fiddlesticks,47.8,107 / 117
Ashe,47.7,885 / 969
Ivern,47.7,447 / 491
Akali,47.7,414 / 454
Master Yi,47.6,625 / 689
Aurelion Sol,47.6,303 / 333
Annie,47.6,80 / 88
Thresh,47.5,833 / 922
Zilean,47.5,513 / 567
Hecarim,47.4,1003 / 1111
Swain,47.2,175 / 196
Aphelios,47.1,2113 / 2372
Caitlyn,46.9,397 / 449
Taric,46.9,374 / 423
Amumu,46.7,283 / 323
Kled,46.7,99 / 113
Nasus,46.6,255 / 292
Anivia,46.5,401 / 461
Teemo,46.5,33 / 38
Graves,46.4,1010 / 1166
Kha'Zix,46.0,390 / 458
Viktor,46.0,104 / 122
Olaf,45.6,311 / 371
Sona,45.5,638 / 764
Tristana,45.0,125 / 153
Rengar,45.0,68 / 83
Sylas,44.9,345 / 424
Irelia,44.8,1520 / 1875
Xin Zhao,44.8,91 / 112
Fiora,44.7,410 / 508
Twitch,44.5,499 / 622
Yuumi,44.4,733 / 917
Shaco,44.2,201 / 254
Jax,44.1,97 / 123
Soraka,43.9,175 / 224
Yasuo,43.6,745 / 965
Xerath,43.4,1225 / 1598
Jinx,43.4,466 / 607
Miss Fortune,43.2,318 / 418
Kai'Sa,42.8,183 / 245
Kayle,42.6,26 / 35
Vayne,42.3,278 / 379
Neeko,42.1,146 / 201
Varus,42.0,372 / 514
Yorick,41.7,30 / 42
Ezreal,41.4,342 / 484
Janna,41.1,368 / 528
Corki,41.0,148 / 213
Azir,41.0,141 / 203
Senna,40.7,1570 / 2285
Kalista,40.6,171 / 250
Vel'Koz,40.5,92 / 135
Orianna,40.3,402 / 596
Gnar,40.2,107 / 159
Gragas,40.1,69 / 103
Cassiopeia,39.5,219 / 336
Heimerdinger,39.1,45 / 70
Morgana,38.4,141 / 226
Kindred,38.4,58 / 93
Nami,37.9,138 / 226
Twisted Fate,37.9,138 / 226
Lucian,37.9,64 / 105
Lux,37.2,106 / 179
Kennen,36.8,111 / 191
Lulu,34.7,138 / 260
Shyvana,34.5,68 / 129
Jayce,34.3,47 / 90
Gangplank,33.3,183 / 367
Sivir,32.4,36 / 75
Ziggs,31.9,29 / 62
Taliyah,28.0,35 / 90
Rumble,21.2,7 / 26
