Champion name,Win rate(%),Wins / losses
Karthus,58.0,6855 / 4960
LeBlanc,54.6,179 / 149
Sejuani,54.0,935 / 796
Dr. Mundo,53.9,3238 / 2769
Kassadin,53.9,688 / 588
Nautilus,53.8,5178 / 4442
Malphite,53.6,5937 / 5131
Bard,53.6,803 / 695
Cho'Gath,53.5,2014 / 1751
Sett,53.3,1248 / 1093
Quinn,53.3,739 / 648
Volibear,53.2,933 / 822
Diana,53.1,198 / 175
Katarina,53.1,196 / 173
Talon,53.0,417 / 370
Alistar,52.6,2064 / 1861
Malzahar,52.5,148 / 134
Poppy,52.4,735 / 668
Shen,52.3,3840 / 3496
Maokai,52.1,966 / 887
Vladimir,52.0,432 / 398
Wukong,51.8,662 / 616
Tahm Kench,51.8,73 / 68
Rakan,51.7,3941 / 3679
Syndra,51.7,454 / 424
Blitzcrank,51.6,744 / 698
Braum,51.5,1508 / 1419
Ornn,51.5,1283 / 1206
Nidalee,51.3,951 / 903
Zac,51.2,3548 / 3383
Garen,51.2,1028 / 979
Riven,51.2,764 / 728
Leona,51.2,313 / 298
Ahri,51.1,2025 / 1937
Pantheon,51.1,1619 / 1551
Evelynn,51.1,515 / 493
Nocturne,51.1,344 / 329
Ekko,51.0,779 / 749
Warwick,51.0,757 / 728
Udyr,50.9,2263 / 2183
Galio,50.8,4122 / 3993
Zed,50.8,666 / 646
Jarvan IV,50.7,771 / 750
Veigar,50.7,362 / 352
Camille,50.6,881 / 859
Skarner,50.5,1792 / 1760
Rammus,50.5,507 / 496
Tryndamere,50.2,805 / 799
Renekton,50.2,382 / 379
Urgot,50.1,4027 / 4016
Singed,49.9,778 / 782
Brand,49.4,580 / 595
Sion,49.3,612 / 630
Elise,49.2,551 / 568
Nunu,49.1,626 / 649
Karma,49.0,1861 / 1936
Illaoi,48.9,1229 / 1282
Zyra,48.7,135 / 142
Xayah,48.6,779 / 825
Ryze,48.6,626 / 663
Kog'Maw,48.6,333 / 352
Mordekaiser,48.6,270 / 285
Pyke,48.4,2252 / 2404
Lee Sin,48.4,885 / 942
Zoe,48.3,665 / 711
Darius,48.2,799 / 858
Aatrox,48.1,231 / 249
Lissandra,48.1,89 / 96
Trundle,48.0,533 / 578
Rek'Sai,47.9,340 / 370
Aurelion Sol,47.8,294 / 321
Draven,47.8,132 / 144
Akali,47.6,399 / 439
Qiyana,47.6,279 / 307
Zilean,47.5,497 / 549
Fizz,47.5,223 / 246
Fiddlesticks,47.5,105 / 116
Hecarim,47.4,968 / 1074
Thresh,47.4,797 / 886
Ivern,47.4,431 / 478
Viktor,47.4,101 / 112
Ashe,47.3,840 / 937
Master Yi,47.2,592 / 662
Vi,47.2,25 / 28
Aphelios,47.1,2052 / 2308
Caitlyn,46.8,377 / 429
Amumu,46.8,277 / 315
Jhin,46.8,102 / 116
Swain,46.7,168 / 192
Annie,46.7,77 / 88
Nasus,46.6,243 / 278
Kled,46.6,97 / 111
Taric,46.5,349 / 401
Teemo,46.5,33 / 38
Graves,46.4,979 / 1129
Anivia,46.3,390 / 452
Kha'Zix,46.1,377 / 440
Sona,45.2,609 / 738
Xin Zhao,45.2,90 / 109
Sylas,45.0,334 / 409
Olaf,45.0,299 / 366
Tristana,45.0,121 / 148
Irelia,44.8,1488 / 1831
Fiora,44.7,402 / 497
Yuumi,44.6,717 / 891
Rengar,44.6,66 / 82
Twitch,44.5,484 / 604
Shaco,44.3,200 / 251
Jax,44.2,96 / 121
Soraka,43.7,170 / 219
Jinx,43.5,453 / 589
Miss Fortune,43.4,315 / 410
Xerath,43.3,1196 / 1565
Yasuo,43.3,721 / 945
Kai'Sa,42.7,179 / 240
Kayle,42.6,26 / 35
Vayne,41.9,268 / 371
Varus,41.8,362 / 505
Ezreal,41.5,335 / 472
Neeko,41.5,142 / 200
Azir,41.5,141 / 199
Janna,41.1,360 / 516
Senna,40.8,1521 / 2211
Yorick,40.8,29 / 42
Vel'Koz,40.6,88 / 129
Orianna,40.4,395 / 582
Corki,40.4,143 / 211
Kalista,40.3,164 / 243
Cassiopeia,39.9,216 / 325
Gragas,39.6,67 / 102
Gnar,39.5,101 / 155
Heimerdinger,39.3,44 / 68
Morgana,38.6,137 / 218
Lucian,38.1,64 / 104
Kindred,37.8,56 / 92
Nami,37.7,136 / 225
Twisted Fate,37.7,133 / 220
Lux,37.5,105 / 175
Kennen,37.1,111 / 188
Shyvana,34.7,67 / 126
Lulu,34.6,133 / 251
Jayce,34.3,47 / 90
Gangplank,33.1,180 / 364
Sivir,31.5,34 / 74
Ziggs,31.5,28 / 61
Taliyah,27.7,33 / 86
Rumble,21.9,7 / 25
