Champion name,Win rate(%),Wins / losses
Karthus,58.0,6715 / 4858
Kassadin,54.6,672 / 558
LeBlanc,54.5,175 / 146
Diana,54.1,190 / 161
Sejuani,53.9,918 / 784
Nautilus,53.8,5069 / 4359
Dr. Mundo,53.8,3164 / 2713
Sett,53.8,1227 / 1055
Malphite,53.6,5814 / 5041
Cho'Gath,53.4,1965 / 1716
Bard,53.3,780 / 683
Volibear,53.2,914 / 804
Katarina,53.2,194 / 171
Quinn,53.1,721 / 638
Talon,52.8,398 / 356
Alistar,52.7,2033 / 1826
Shen,52.5,3781 / 3427
Poppy,52.5,722 / 654
Maokai,52.3,952 / 869
Malzahar,52.1,146 / 134
Wukong,51.9,648 / 600
Syndra,51.9,448 / 416
Tahm Kench,51.8,72 / 67
Rakan,51.7,3873 / 3618
Blitzcrank,51.7,734 / 687
Braum,51.6,1488 / 1393
Ornn,51.6,1261 / 1185
Vladimir,51.4,415 / 392
Nidalee,51.3,935 / 889
Zac,51.2,3483 / 3314
Ahri,51.2,1974 / 1884
Ekko,51.2,766 / 731
Warwick,51.2,745 / 710
Riven,51.1,737 / 704
Evelynn,51.1,509 / 487
Udyr,51.0,2232 / 2147
Garen,51.0,1003 / 964
Pantheon,50.9,1591 / 1534
Zed,50.9,652 / 628
Leona,50.9,308 / 297
Galio,50.8,4048 / 3918
Jarvan IV,50.8,762 / 739
Nocturne,50.8,338 / 327
Camille,50.7,869 / 844
Rammus,50.7,502 / 489
Veigar,50.4,352 / 347
Skarner,50.3,1751 / 1728
Renekton,50.3,375 / 370
Urgot,50.1,3964 / 3948
Tryndamere,50.1,794 / 792
Singed,49.9,766 / 768
Sion,49.7,604 / 611
Elise,49.6,544 / 553
Nunu,49.3,620 / 638
Zyra,49.1,133 / 138
Karma,49.0,1829 / 1900
Brand,49.0,563 / 586
Illaoi,48.9,1208 / 1263
Xayah,48.9,770 / 804
Mordekaiser,48.9,267 / 279
Lee Sin,48.8,878 / 922
Ryze,48.7,617 / 649
Pyke,48.4,2222 / 2372
Zoe,48.4,662 / 706
Aatrox,48.3,231 / 247
Kog'Maw,48.2,327 / 351
Darius,48.1,780 / 843
Aurelion Sol,48.0,290 / 314
Trundle,47.8,522 / 569
Rek'Sai,47.8,334 / 365
Lissandra,47.8,88 / 96
Fiddlesticks,47.7,105 / 115
Ashe,47.6,832 / 916
Fizz,47.6,220 / 242
Thresh,47.5,788 / 870
Zilean,47.5,486 / 538
Hecarim,47.4,951 / 1055
Draven,47.4,130 / 144
Viktor,47.4,99 / 110
Ivern,47.3,421 / 470
Akali,47.3,390 / 434
Qiyana,47.2,272 / 304
Vi,47.2,25 / 28
Aphelios,47.1,2034 / 2281
Annie,46.9,76 / 86
Master Yi,46.8,577 / 656
Swain,46.8,166 / 189
Taric,46.7,337 / 385
Amumu,46.7,273 / 312
Anivia,46.6,387 / 444
Caitlyn,46.6,373 / 427
Nasus,46.5,240 / 276
Teemo,46.5,33 / 38
Graves,46.4,962 / 1112
Jhin,46.0,99 / 116
Kha'Zix,45.9,368 / 433
Kled,45.7,91 / 108
Xin Zhao,45.4,89 / 107
Irelia,45.1,1475 / 1798
Tristana,45.1,121 / 147
Sylas,45.0,332 / 405
Sona,44.9,594 / 729
Fiora,44.8,396 / 488
Olaf,44.7,292 / 361
Twitch,44.6,475 / 590
Shaco,44.6,200 / 248
Rengar,44.6,66 / 82
Yuumi,44.5,711 / 885
Jax,43.9,94 / 120
Miss Fortune,43.5,312 / 405
Soraka,43.5,165 / 214
Xerath,43.4,1186 / 1548
Jinx,43.3,448 / 587
Yasuo,43.1,708 / 935
Kayle,42.6,26 / 35
Vayne,42.4,267 / 363
Kai'Sa,42.2,175 / 240
Varus,41.7,359 / 501
Ezreal,41.6,334 / 469
Neeko,41.3,141 / 200
Azir,41.3,140 / 199
Janna,41.2,357 / 510
Vel'Koz,41.1,88 / 126
Yorick,40.8,29 / 42
Senna,40.6,1488 / 2180
Kalista,40.5,164 / 241
Orianna,40.4,393 / 579
Corki,40.3,141 / 209
Cassiopeia,40.1,214 / 320
Gragas,40.1,67 / 100
Gnar,39.2,100 / 155
Heimerdinger,39.1,43 / 67
Morgana,38.9,137 / 215
Lucian,38.3,64 / 103
Lux,37.9,105 / 172
Nami,37.7,136 / 225
Twisted Fate,37.7,132 / 218
Kennen,37.5,111 / 185
Kindred,37.2,54 / 91
Lulu,34.7,132 / 248
Shyvana,34.4,63 / 120
Jayce,34.1,46 / 89
Gangplank,33.3,179 / 358
Sivir,31.5,34 / 74
Ziggs,31.5,28 / 61
Taliyah,27.7,33 / 86
Rumble,21.9,7 / 25
