Champion name,Win rate(%),Wins / losses
Ivern,57.4,5931 / 4395
Lulu,55.1,3563 / 2904
Ahri,54.9,14801 / 12135
Rakan,54.9,7051 / 5792
Neeko,54.4,6887 / 5781
Sejuani,54.2,4740 / 4012
Senna,54.2,2563 / 2162
Sett,54.1,6941 / 5894
Jarvan IV,53.7,2181 / 1879
Qiyana,53.6,2535 / 2193
Aphelios,53.5,4007 / 3481
Lillia,53.5,1201 / 1042
Garen,53.2,2035 / 1793
Nautilus,52.9,7988 / 7122
Karma,52.9,2898 / 2578
Soraka,52.9,946 / 841
Aurelion Sol,52.8,1075 / 962
Cassiopeia,52.7,983 / 882
Ryze,52.4,2113 / 1917
Xayah,52.2,5656 / 5183
Swain,52.1,1488 / 1366
Maokai,51.9,5492 / 5084
Pantheon,51.7,2714 / 2535
Janna,51.7,1317 / 1228
Nasus,51.7,771 / 719
Camille,51.6,2306 / 2165
Galio,51.2,2607 / 2481
Kog'Maw,51.1,1449 / 1389
Talon,51.1,1404 / 1343
Diana,51.1,1120 / 1070
Cho'Gath,51.0,2280 / 2187
Akali,50.9,2330 / 2245
Urgot,50.8,756 / 731
Fiora,50.7,1088 / 1056
Miss Fortune,50.6,1838 / 1793
Ornn,50.5,4408 / 4329
Poppy,50.5,3716 / 3640
Ziggs,50.5,416 / 408
Renekton,50.4,10307 / 10126
Zoe,50.4,1794 / 1765
Riven,50.4,1632 / 1604
Blitzcrank,50.3,4437 / 4382
Jinx,50.3,1808 / 1785
Quinn,50.3,1235 / 1219
Tryndamere,50.2,442 / 438
Shen,50.1,3690 / 3669
Kassadin,50.1,3100 / 3088
Nidalee,50.1,1031 / 1027
Pyke,50.0,9592 / 9596
Tahm Kench,50.0,1110 / 1110
Gnar,50.0,428 / 428
Anivia,50.0,311 / 311
Ekko,49.9,7771 / 7795
Yasuo,49.9,3229 / 3236
Wukong,49.9,1870 / 1878
Fizz,49.9,1165 / 1172
Kai'Sa,49.8,3079 / 3101
Katarina,49.8,1365 / 1376
Zed,49.7,1568 / 1584
Bard,49.6,7513 / 7623
Thresh,49.6,2083 / 2117
Draven,49.6,1236 / 1255
Irelia,49.6,1222 / 1242
Sona,49.6,1114 / 1134
LeBlanc,49.5,2365 / 2417
Elise,49.5,767 / 783
Kled,49.5,446 / 455
Heimerdinger,49.4,487 / 499
Twitch,49.2,2510 / 2596
Lucian,49.1,1309 / 1356
Rammus,49.0,866 / 900
Evelynn,49.0,835 / 868
Lee Sin,48.8,1515 / 1592
Amumu,48.6,1263 / 1336
Sivir,48.6,685 / 725
Ezreal,48.4,2585 / 2752
Vi,48.4,907 / 968
Vayne,48.3,1273 / 1362
Aatrox,48.2,1757 / 1887
Jhin,48.2,1315 / 1411
Taric,48.1,323 / 348
Zilean,48.0,456 / 494
Leona,47.9,1809 / 1970
Darius,47.9,1163 / 1264
Rek'Sai,47.9,869 / 944
Caitlyn,47.8,1985 / 2167
Gangplank,47.8,914 / 1000
Nami,47.7,977 / 1071
Hecarim,47.6,658 / 724
Taliyah,47.6,311 / 342
Yorick,47.6,310 / 341
Zyra,47.5,327 / 362
Morgana,47.4,1297 / 1440
Varus,47.4,1056 / 1171
Nunu,47.2,4052 / 4525
Sylas,47.2,786 / 881
Dr. Mundo,47.0,1278 / 1440
Malphite,47.0,930 / 1048
Ashe,46.9,1437 / 1629
Volibear,46.8,3842 / 4367
Kennen,46.8,305 / 347
Jax,46.7,538 / 614
Illaoi,46.7,309 / 353
Mordekaiser,46.6,1155 / 1322
Yuumi,46.4,1301 / 1500
Orianna,46.4,454 / 524
Kayn,46.3,1189 / 1380
Shaco,46.3,286 / 332
Graves,46.2,867 / 1010
Kalista,46.0,810 / 950
Olaf,45.9,492 / 580
Brand,45.9,448 / 528
Nocturne,45.8,526 / 622
Rumble,45.8,495 / 586
Corki,45.8,493 / 583
Kha'Zix,45.6,435 / 518
Azir,45.6,339 / 405
Syndra,45.5,1088 / 1304
Skarner,45.5,235 / 282
Vladimir,45.4,1362 / 1635
Sion,45.3,640 / 774
Shyvana,45.3,568 / 685
Kindred,45.3,326 / 394
Jayce,45.2,834 / 1010
Gragas,45.1,642 / 783
Udyr,44.9,768 / 944
Rengar,44.9,582 / 715
Master Yi,44.7,459 / 568
Warwick,44.5,1820 / 2270
Singed,44.3,1036 / 1303
Fiddlesticks,44.3,575 / 724
Braum,44.0,1066 / 1356
Alistar,43.9,1232 / 1573
Veigar,43.9,737 / 941
Zac,43.8,1354 / 1738
Tristana,43.6,728 / 940
Trundle,43.5,555 / 722
Viktor,43.5,329 / 427
Annie,43.4,530 / 691
Vel'Koz,43.3,513 / 673
Teemo,42.8,499 / 668
Xerath,41.1,253 / 363
Karthus,40.9,9036 / 13048
Malzahar,40.1,214 / 320
Kayle,39.6,191 / 291
Lissandra,39.2,150 / 233
Twisted Fate,38.6,253 / 402
Xin Zhao,38.3,115 / 185
Lux,35.8,246 / 441
