Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,ADC,Rabbit4,Challenger - 278 LP,60.5,442 / 288,willchungtester
#2,Support,HelpingX,Challenger - 232 LP,61.2,495 / 314,Felixxx
#3,Jungle,tarzaned,Challenger - 193 LP,60.6,584 / 380,Tyler1
#4,Support,unicornpetpetuwu,Challenger - 162 LP,60.3,361 / 238,GamerGirls
#5,Support,Eclipsed,Challenger - 123 LP,56.4,751 / 581,cmoney847
#6,Jungle,Stupid Jungler,Challenger - 111 LP,62.4,537 / 323,PooPooPeePee
#7,ADC,Leysu,Challenger - 91 LP,51.5,544 / 512,Memersticks
#8,Top,SilSol,Challenger - 77 LP,57.3,613 / 457,silsoleuw
#9,Jungle,Freja,Challenger - 73 LP,58.8,730 / 512,ornstein123
#10,Jungle,AttSeeker,Challenger - 61 LP,59.0,715 / 496,PaxVan
#11,Jungle,Clid 2.0,Challenger - 46 LP,55.8,617 / 489,Coach_Kim
#12,Top,SheIsLegal,Challenger - 38 LP,55.8,684 / 542,PaxVan
#13,Jungle,Prophet,Challenger - 35 LP,58.0,688 / 498,Four
#14,Jungle,Nunu V2,Challenger - 33 LP,58.8,767 / 537,willchung1024
#15,Jungle,Papafrita,Challenger - 29 LP,59.0,639 / 444,NismanSlayer
#16,Jungle,Aela ,Challenger - 27 LP,58.6,575 / 406,MolscarZX
#17,Top,KSet,Challenger - 27 LP,55.1,601 / 490,CJackz
#18,ADC,Karma,Challenger - 24 LP,56.4,528 / 409,Dark Pact
#19,Jungle,Kaltch,Challenger - 23 LP,60.9,458 / 294,Princess
#20,Support,Princess,Challenger - 18 LP,61.8,428 / 265,Princess
#21,ADC,Rem-chan,Challenger - 17 LP,55.6,567 / 452,Kuurys
#22,Jungle,SmelliElli,Challenger - 12 LP,58.1,613 / 442,bigjon
#23,Support,LordPingRoll,Challenger - 11 LP,48.4,533 / 568,yukioken
#24,Top,GuppyMilk,Challenger - 10 LP,57.5,592 / 438,gespenst
#25,Top,Fabrizio Frizzi,Challenger - 10 LP,56.4,688 / 532,CQANQKA
#26,ADC,Ornstein,Challenger - 9 LP,54.6,742 / 617,ebaines
#27,ADC,cumshot,Challenger - 7 LP,49.6,583 / 593,crownshot
#28,Top,Ayu,Challenger - 6 LP,55.4,755 / 608,Bitesized
#29,Mid,midblake,Challenger - 4 LP,53.0,525 / 466,blakespace1
#30,Support,DieFliegendeKuh,Challenger - 4 LP,53.4,720 / 628,doofboy13
#31,Support,Emwues24,Challenger - 4 LP,50.3,558 / 552,Jinxnator
#32,ADC,fnc jjboce adc,Challenger - 0 LP,51.8,609 / 566,jjboce
#33,Support,pneu,Diamond I - 96 LP,53.6,751 / 651,garbz
#34,Support,xplayz4dayz,Diamond I - 93 LP,57.9,592 / 430,froggen
#35,Jungle,Equilibrium,Diamond I - 92 LP,53.6,818 / 708,wertyce
#36,Mid,King Sloth,Diamond I - 92 LP,53.2,402 / 353,xPelle
#37,Top,Scarra,Diamond I - 92 LP,62.8,524 / 310,OfflineTV
#38,Support,Phoquiche ,Diamond I - 91 LP,54.7,636 / 526,Phoquiche 
#39,Mid,xXxGirlHaverxXx,Diamond I - 89 LP,52.1,406 / 373,PaxVan
#40,Top,Alistar top,Diamond I - 89 LP,55.0,668 / 546,roysiggi 2 
#41,Jungle,Bliz,Diamond I - 86 LP,51.0,664 / 639,GooseHouse
#42,Mid,Chovy,Diamond I - 82 LP,60.5,675 / 441,TheStriker9
#43,Mid,TCG Hopelezz,Diamond I - 81 LP,52.0,603 / 557,TheHopelezz
#44,Jungle,Senbonzakura,Diamond I - 77 LP,51.4,657 / 621,PacoPeco
#45,Top,WoodenInternet,Diamond I - 76 LP,54.6,601 / 500,TheShruik2
#46,Jungle,110110010011,Diamond I - 69 LP,56.1,690 / 540,110110010011
#47,ADC,Lidl Bear,Diamond I - 67 LP,53.7,694 / 599,wertyce
#48,Jungle,Cyberpegasus_,Diamond I - 67 LP,53.2,629 / 554,Maouned
#49,Support,Kiyoon,Diamond I - 64 LP,55.7,786 / 625,Bitesized
#50,Mid,Midlaner23,Diamond I - 63 LP,52.8,714 / 639,js2614
#51,Jungle,Canyon,Diamond I - 63 LP,57.6,453 / 333,YamatoCannon
#52,Jungle,Heimerschlonger,Diamond I - 63 LP,47.1,639 / 718,TimoMacDonut
#53,Jungle,Souless,Diamond I - 61 LP,57.0,1018 / 769,Bitesized
#54,ADC,Green Arrow,Diamond I - 60 LP,53.1,537 / 475,JamesM
#55,Support,Wilde,Diamond I - 59 LP,54.1,834 / 708,Wealth_and_Taste
#56,Mid,Hide in poon,Diamond I - 58 LP,56.1,605 / 473,kamiOCE
#57,Top,pulsion,Diamond I - 56 LP,55.8,759 / 600,garbz
#58,ADC,Cr1x,Diamond I - 55 LP,55.8,589 / 467,crixaliz
#59,Top,Big Boy Slappy,Diamond I - 55 LP,52.0,548 / 505,dericos
#60,ADC,Teddy,Diamond I - 55 LP,57.2,542 / 405,Kim
#61,Top,TopBot,Diamond I - 55 LP,50.6,501 / 490,TangilBOT
#62,Top,HighClassInter,Diamond I - 54 LP,52.3,658 / 601,kcheng6996
#63,Mid,hackigel,Diamond I - 53 LP,52.7,492 / 442,Pogchampion
#64,ADC,Soju,Diamond I - 53 LP,54.7,814 / 674,Bitesized
#65,ADC,CBASS,Diamond I - 53 LP,47.8,485 / 530,CBASS
#66,Jungle,Luv Email,Diamond I - 52 LP,54.5,494 / 413,LuvLetter
