Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,Mid,Chovy,Challenger - 214 LP,63.0,480 / 282,TheStriker9
#2,Top,DoinB,Challenger - 187 LP,58.6,336 / 237,LordArtos
#3,Mid,LeSnek,Challenger - 164 LP,63.6,280 / 160,LS
#4,Support,Princess,Challenger - 151 LP,61.9,205 / 126,Princess
#5,Support,Rookie,Challenger - 142 LP,58.9,282 / 197,LordArtos
#6,Support,unicornpetpetuwu,Challenger - 132 LP,59.7,233 / 157,GamerGirls
#7,Jungle,Kaltch,Challenger - 123 LP,62.1,264 / 161,Princess
#8,Top,Scarra,Challenger - 121 LP,66.9,228 / 113,OfflineTV
#9,ADC,Teddy,Challenger - 105 LP,59.2,328 / 226,Kim
#10,Support,HelpingX,Challenger - 104 LP,61.0,297 / 190,Felixxx
#11,Mid,Etosh,Challenger - 98 LP,57.6,367 / 270,Etosh
#12,Jungle,Canyon,Challenger - 72 LP,58.9,224 / 156,YamatoCannon
#13,Top,Kingen,Challenger - 67 LP,58.9,440 / 307,Maffayoo
#14,Jungle,Aela ,Challenger - 65 LP,57.1,377 / 283,MolscarZX
#15,ADC,Soju,Challenger - 56 LP,55.3,484 / 391,Bitesized
#16,Top,SheIsLegal,Challenger - 52 LP,56.5,370 / 285,PaxVan
#17,Jungle,SmelliElli,Challenger - 49 LP,58.0,375 / 272,bigjon
#18,Jungle,tarzaned,Challenger - 34 LP,60.4,355 / 233,Tyler1
#19,Jungle,Stupid Jungler,Challenger - 22 LP,60.0,216 / 144,PooPooPeePee
#20,ADC,snky,Challenger - 20 LP,57.1,346 / 260,haxplague1
#21,Jungle,BlabberFIsh,Challenger - 15 LP,57.9,349 / 254,Meteo
#22,Mid,Hide in poon,Challenger - 7 LP,55.3,342 / 276,kamiOCE
#23,Top,cp mccreamy,Challenger - 4 LP,57.4,400 / 297,Meow woeM
#24,Support,Oxman,Challenger - 3 LP,55.6,313 / 250,LeXas
#25,ADC,invention,Challenger - 0 LP,53.5,408 / 355,garbz
#26,Support,Eclipsed,Diamond I - 85 LP,54.0,379 / 323,cmoney847
#27,Top,KSet,Diamond I - 85 LP,54.8,366 / 302,CJackz
#28,Jungle,Freja,Diamond I - 84 LP,58.1,422 / 304,ornstein123
#29,Jungle,AttSeeker,Diamond I - 84 LP,56.4,334 / 258,PaxVan
#30,Mid,Heleneski,Diamond I - 83 LP,52.1,402 / 369,PooPooPeePee
#31,Jungle,BigBillsPlatypus,Diamond I - 74 LP,58.0,375 / 272,Viserra0325
#32,Support,Jellybeans,Diamond I - 73 LP,58.3,345 / 247,Shagrad
#33,Top,Fantasy,Diamond I - 71 LP,54.3,316 / 266,WildChoas
#34,Support,.Meiko,Diamond I - 70 LP,54.1,346 / 294,qweqwe1234
#35,ADC,Ree-ason,Diamond I - 69 LP,55.2,324 / 263,hmphree
#36,Jungle,EricDoesntSux,Diamond I - 69 LP,57.1,374 / 281,kyleperkins
#37,Top,Fabrizio Frizzi,Diamond I - 69 LP,55.4,400 / 322,CQANQKA
#38,ADC,Rabbit4,Diamond I - 68 LP,58.4,346 / 246,willchungtester
#39,Mid,Prime Faker,Diamond I - 67 LP,53.3,368 / 323,LDK
#40,ADC,Noob,Diamond I - 66 LP,55.4,348 / 280,Baleygr
#41,ADC,Ahiax,Diamond I - 63 LP,56.2,311 / 242,roger
#42,ADC,Ornstein,Diamond I - 62 LP,56.1,414 / 324,ebaines
#43,ADC,Nieuss,Diamond I - 61 LP,54.3,308 / 259,Nieuss
#44,ADC,Green Arrow,Diamond I - 59 LP,52.6,278 / 251,JamesM
#45,Mid,SimonzeMKCassio,Diamond I - 59 LP,51.9,263 / 244,Nauth3r_nioMe
#46,ADC,Clutch,Diamond I - 56 LP,57.2,316 / 236,icookiestalker
#47,Support,Rabbit5,Diamond I - 54 LP,51.0,357 / 343,willchungtester
#48,Mid,Factor,Diamond I - 53 LP,55.2,377 / 306,thefactor7
#49,Support,Sb1,Diamond I - 52 LP,52.8,315 / 282,Sb1
#50,ADC,Yuumi ADC,Diamond I - 52 LP,55.3,284 / 230,Noon
#51,ADC,NewMeta,Diamond I - 49 LP,49.6,349 / 355,moxir
#52,Top,Anbuuld,Diamond I - 48 LP,50.2,299 / 297,Anbeeld
#53,Jungle,Tankadlavie,Diamond I - 46 LP,55.5,430 / 345,Nauth3r_nioMe
#54,Top,shu ,Diamond I - 45 LP,53.5,267 / 232,pika
#55,Jungle,Ellim,Diamond I - 44 LP,53.0,364 / 323,Caleum
#56,Jungle,TheSecretWeapon,Diamond I - 44 LP,54.3,349 / 294,Erknaite
#57,Mid,Kiddlazy,Diamond I - 44 LP,48.7,367 / 387,Gawaine
#58,Support,Biofrost,Diamond I - 44 LP,55.6,374 / 299,Danie1
#59,Mid,Mitsuki,Diamond I - 43 LP,56.0,276 / 217,cpanico
#60,Mid,Zezro,Diamond I - 43 LP,55.7,432 / 343,Zezro
#61,ADC,Aurosa,Diamond I - 42 LP,49.6,331 / 336,Gawaine
#62,Top,jayce top only,Diamond I - 42 LP,55.2,362 / 294,aquietghost
#63,Jungle,Papafrita,Diamond I - 41 LP,59.2,305 / 210,NismanSlayer
#64,Support,TheM,Diamond I - 41 LP,53.4,313 / 273,Mclmatt
#65,Jungle,EEJ,Diamond I - 39 LP,52.5,414 / 375,eternityends
#66,ADC,Huangdi,Diamond I - 39 LP,53.9,296 / 253,Anzaielh
#67,Mid,Maverick,Diamond I - 38 LP,51.5,346 / 326,MaverickG
#68,Jungle,110110010011,Diamond I - 38 LP,54.2,373 / 315,110110010011
#69,Jungle,Methodz,Diamond I - 38 LP,53.2,413 / 363,Trindor
#70,ADC,Lidl Bear,Diamond I - 37 LP,53.2,335 / 295,wertyce
#71,Jungle,Jef Bezos,Diamond I - 37 LP,46.3,302 / 350,TheBrefMan
#72,Top,Funn1k,Diamond I - 37 LP,49.3,341 / 350,NAVI
#73,ADC,Pokimane,Diamond I - 37 LP,58.5,341 / 242,Simp
#74,Top,The Shy 2.0,Diamond I - 35 LP,54.7,370 / 307,Coach_Kim
#75,Support,Kirsche,Diamond I - 35 LP,47.2,337 / 377,Trindor
#76,Top,Topkekw,Diamond I - 34 LP,53.1,377 / 333,shaqui
#77,Support,Eirika,Diamond I - 34 LP,53.0,329 / 292,Nyubola
#78,Jungle,Souless,Diamond I - 34 LP,56.7,582 / 444,Bitesized
#79,Mid,Williamp,Diamond I - 33 LP,54.2,280 / 237,Nicchoe
#80,Top,pulsion,Diamond I - 33 LP,56.6,449 / 344,garbz
#81,Support,Chrome,Diamond I - 33 LP,51.9,263 / 244,Memersticks
#82,ADC,Cr1x,Diamond I - 32 LP,55.7,342 / 272,crixaliz
#83,Jungle,Kanavi,Diamond I - 32 LP,53.1,231 / 204,xingst
#84,ADC,Finesse,Diamond I - 31 LP,52.1,307 / 282,Wealth_and_Taste
#85,Mid,midblake,Diamond I - 31 LP,56.3,269 / 209,blakespace1
#86,ADC,cumshot,Diamond I - 31 LP,48.4,342 / 364,crownshot
#87,Mid,Ciaran,Diamond I - 31 LP,52.7,463 / 415,ebaines
#88,ADC,SasukeyLove,Diamond I - 30 LP,56.3,396 / 308,kcheng6996
#89,Support,Dibbs,Diamond I - 30 LP,50.8,287 / 278,MaverickG
#90,ADC,strawberry dog,Diamond I - 30 LP,51.7,302 / 282,annauwumarie
#91,Mid,Byumbert,Diamond I - 30 LP,52.6,378 / 341,Byumbi
#92,Top,HighClassInter,Diamond I - 29 LP,52.0,294 / 271,kcheng6996
