Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,Mid,Chovy,Challenger - 216 LP,63.2,491 / 286,TheStriker9
#2,Top,DoinB,Challenger - 180 LP,58.6,338 / 239,LordArtos
#3,Mid,LeSnek,Challenger - 169 LP,63.4,296 / 171,LS
#4,Support,Princess,Challenger - 148 LP,61.9,208 / 128,Princess
#5,Support,Rookie,Challenger - 118 LP,58.5,285 / 202,LordArtos
#6,Jungle,Kaltch,Challenger - 100 LP,61.7,267 / 166,Princess
#7,Jungle,Stupid Jungler,Challenger - 99 LP,61.2,241 / 153,PooPooPeePee
#8,Support,unicornpetpetuwu,Challenger - 99 LP,59.7,246 / 166,GamerGirls
#9,ADC,Teddy,Challenger - 89 LP,59.0,334 / 232,Kim
#10,Jungle,Aela ,Challenger - 82 LP,57.5,388 / 287,MolscarZX
#11,Mid,Etosh,Challenger - 81 LP,57.4,382 / 284,Etosh
#12,Support,HelpingX,Challenger - 75 LP,60.4,305 / 200,Felixxx
#13,Jungle,SmelliElli,Challenger - 71 LP,58.2,398 / 286,bigjon
#14,Top,Kingen,Challenger - 69 LP,59.1,453 / 314,Maffayoo
#15,Jungle,Canyon,Challenger - 68 LP,58.8,243 / 170,YamatoCannon
#16,Top,Scarra,Challenger - 59 LP,66.3,242 / 123,OfflineTV
#17,ADC,snky,Challenger - 50 LP,57.6,364 / 268,haxplague1
#18,Support,DedeKong,Challenger - 22 LP,51.7,375 / 351,PooPooPeePee
#19,ADC,invention,Challenger - 21 LP,53.8,442 / 379,garbz
#20,ADC,Rabbit4,Challenger - 20 LP,58.9,377 / 263,willchungtester
#21,Top,SheIsLegal,Challenger - 18 LP,56.0,388 / 305,PaxVan
#22,Support,Rabbit5,Challenger - 16 LP,51.8,392 / 365,willchungtester
#23,ADC,Clutch,Challenger - 15 LP,57.2,354 / 265,icookiestalker
#24,ADC,Aurosa,Challenger - 9 LP,50.3,355 / 351,Gawaine
#25,Top,cp mccreamy,Challenger - 6 LP,57.4,419 / 311,Meow woeM
#26,Jungle,DarkJ,Challenger - 4 LP,52.5,330 / 299,remixitagain
#27,Top,Ayu,Challenger - 2 LP,54.9,477 / 392,Bitesized
#28,Jungle,Methodz,Diamond I - 97 LP,53.3,441 / 386,Trindor
#29,Support,Eclipsed,Diamond I - 91 LP,55.3,464 / 375,cmoney847
#30,Top,FarmFarmFarm,Diamond I - 90 LP,53.9,433 / 370,moonrat
#31,Top,KSet,Diamond I - 89 LP,55.0,388 / 318,CJackz
#32,Mid,Ciaran,Diamond I - 87 LP,53.7,496 / 427,ebaines
#33,Jungle,Freja,Diamond I - 86 LP,58.3,449 / 321,ornstein123
#34,Support,KrispyTapatio,Diamond I - 81 LP,51.3,417 / 396,willchung127
#35,ADC,Noob,Diamond I - 78 LP,55.7,370 / 294,Baleygr
#36,Mid,Hide in poon,Diamond I - 77 LP,54.9,358 / 294,kamiOCE
#37,Jungle,TheSecretWeapon,Diamond I - 76 LP,55.1,373 / 304,Erknaite
#38,Jungle,AttSeeker,Diamond I - 74 LP,56.4,350 / 271,PaxVan
#39,Support,Big Ball Brandon,Diamond I - 72 LP,47.0,332 / 374,willchung1024
#40,Support,Eirika,Diamond I - 70 LP,54.0,362 / 308,Nyubola
#41,Support,Oxman,Diamond I - 69 LP,55.1,332 / 270,LeXas
#42,ADC,Ahiax,Diamond I - 69 LP,56.5,335 / 258,roger
#43,Mid,Zer,Diamond I - 68 LP,53.6,477 / 413,cmoney847
#44,Jungle,BigBillsPlatypus,Diamond I - 67 LP,57.9,405 / 295,Viserra0325
#45,Top,CampingGround,Diamond I - 65 LP,58.9,318 / 222,kcheng686
#46,Jungle,strawberry cat,Diamond I - 65 LP,53.9,405 / 347,annauwumarie
#47,Support,Dibbs,Diamond I - 64 LP,52.1,331 / 304,MaverickG
#48,Jungle,EricDoesntSux,Diamond I - 63 LP,57.2,401 / 300,kyleperkins
#49,Mid,MidBot,Diamond I - 61 LP,52.9,277 / 247,TangilBOT
#50,Top,Lon qu,Diamond I - 59 LP,51.2,360 / 343,Nyubola
#51,Mid,Heleneski,Diamond I - 59 LP,52.7,437 / 392,PooPooPeePee
#52,Mid,Anežka,Diamond I - 59 LP,51.0,416 / 399,GAMEUJU
#53,Top,Anbuuld,Diamond I - 57 LP,50.9,324 / 312,Anbeeld
#54,Jungle,110110010011,Diamond I - 55 LP,54.7,398 / 330,110110010011
#55,Jungle,tarzaned,Diamond I - 54 LP,59.7,380 / 257,Tyler1
#56,Mid,Rabbit8,Diamond I - 53 LP,53.5,341 / 296,racingrabbits3
#57,ADC,Coldest,Diamond I - 51 LP,49.1,288 / 298,MaverickG
#58,Jungle,a tsm reject,Diamond I - 51 LP,50.9,412 / 397,aquietghost
#59,Mid,Factor,Diamond I - 50 LP,55.8,407 / 323,thefactor7
#60,Support,pneu,Diamond I - 49 LP,54.0,478 / 407,garbz
#61,ADC,Soju,Diamond I - 48 LP,55.0,513 / 420,Bitesized
#62,Mid,midblake,Diamond I - 48 LP,56.0,300 / 236,blakespace1
#63,Top,jayce top only,Diamond I - 46 LP,55.5,390 / 313,aquietghost
#64,Mid,Khuzait,Diamond I - 46 LP,46.8,295 / 336,Dehkari
#65,ADC,Pokimane,Diamond I - 46 LP,59.2,378 / 260,Simp
#66,Top,GuppyMilk,Diamond I - 44 LP,55.9,367 / 290,gespenst
#67,ADC,PiCake,Diamond I - 43 LP,53.6,318 / 275,Niern
#68,ADC,Green Arrow,Diamond I - 42 LP,52.5,295 / 267,JamesM
#69,Top,Qavv,Diamond I - 41 LP,52.7,347 / 312,Eqqrollss
#70,Mid,Simonze,Diamond I - 41 LP,51.6,387 / 363,SimonzeMK
#71,Mid,Meta Mid,Diamond I - 40 LP,55.9,447 / 353,tkrow
#72,Support,Support23,Diamond I - 38 LP,47.0,338 / 381,js2614
#73,Mid,Ciri,Diamond I - 38 LP,49.9,411 / 413,warmi024
#74,Jungle,TigerStance,Diamond I - 38 LP,49.7,355 / 359,Dehkari
