Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,ADC,Rabbit4,Challenger - 208 LP,60.1,423 / 281,willchungtester
#2,Mid,Chovy,Challenger - 202 LP,63.1,515 / 301,TheStriker9
#3,Top,DoinB,Challenger - 178 LP,58.6,343 / 242,LordArtos
#4,Support,unicornpetpetuwu,Challenger - 171 LP,60.3,278 / 183,GamerGirls
#5,Support,Princess,Challenger - 158 LP,62.3,215 / 130,Princess
#6,Top,Kingen,Challenger - 94 LP,59.5,512 / 349,Maffayoo
#7,Support,Rabbit5,Challenger - 91 LP,53.5,455 / 395,willchungtester
#8,Mid,Etosh,Challenger - 85 LP,57.5,441 / 326,Etosh
#9,ADC,Teddy,Challenger - 75 LP,58.8,373 / 261,Kim
#10,Jungle,Kaltch,Challenger - 62 LP,60.8,284 / 183,Princess
#11,Jungle,tarzaned,Challenger - 60 LP,59.6,442 / 300,Tyler1
#12,ADC,DieFliegendeMaus,Challenger - 50 LP,48.2,343 / 369,doofboy13
#13,Support,HelpingX,Challenger - 48 LP,60.1,369 / 245,Felixxx
#14,Support,Rookie,Challenger - 46 LP,57.3,307 / 229,LordArtos
#15,Jungle,Aela ,Challenger - 41 LP,57.0,409 / 308,MolscarZX
#16,Jungle,Nunu V2,Challenger - 37 LP,56.8,528 / 401,willchung1024
#17,Jungle,Canyon,Challenger - 36 LP,58.3,294 / 210,YamatoCannon
#18,ADC,snky,Challenger - 35 LP,57.3,399 / 297,haxplague1
#19,Top,SheIsLegal,Challenger - 35 LP,56.5,454 / 349,PaxVan
#20,Mid,LeSnek,Challenger - 26 LP,62.1,338 / 206,LS
#21,Jungle,Stupid Jungler,Challenger - 22 LP,61.1,343 / 218,PooPooPeePee
#22,Mid,Factor,Challenger - 19 LP,56.7,459 / 350,thefactor7
#23,Jungle,SmelliElli,Challenger - 11 LP,57.4,430 / 319,bigjon
#24,Support,AfroPerkins,Challenger - 7 LP,52.5,357 / 323,kyleperkins
#25,Jungle,AttSeeker,Challenger - 5 LP,57.0,448 / 338,PaxVan
#26,Mid,Frick Yasuo6969,Diamond I - 97 LP,50.5,517 / 506,moonrat
#27,ADC,BotBot,Diamond I - 95 LP,54.0,313 / 267,TangilBOT
#28,ADC,Ahiax,Diamond I - 93 LP,56.6,385 / 295,roger
#29,Support,Biofrost,Diamond I - 91 LP,56.6,444 / 341,Danie1
