Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,ADC,Rabbit4,Challenger - 284 LP,60.6,438 / 285,willchungtester
#2,Jungle,Kaltch,Challenger - 172 LP,61.6,362 / 226,Princess
#3,Support,unicornpetpetuwu,Challenger - 164 LP,60.4,303 / 199,GamerGirls
#4,Support,Princess,Challenger - 139 LP,63.1,292 / 171,Princess
#5,Jungle,tarzaned,Challenger - 80 LP,59.7,512 / 346,Tyler1
#6,Support,HelpingX,Challenger - 70 LP,60.3,438 / 288,Felixxx
#7,Top,SilSol,Challenger - 44 LP,56.2,530 / 413,silsoleuw
#8,Jungle,Stupid Jungler,Challenger - 43 LP,61.5,480 / 300,PooPooPeePee
#9,ADC,Teddy,Challenger - 43 LP,58.4,431 / 307,Kim
#10,Top,Fabrizio Frizzi,Challenger - 36 LP,56.0,555 / 436,CQANQKA
#11,Support,Rabbit5,Challenger - 34 LP,53.9,519 / 444,willchungtester
#12,Jungle,SmelliElli,Challenger - 33 LP,57.8,489 / 357,bigjon
#13,Jungle,AttSeeker,Challenger - 28 LP,57.7,543 / 398,PaxVan
#14,Jungle,Canyon,Challenger - 27 LP,58.2,362 / 260,YamatoCannon
#15,ADC,Noob,Challenger - 25 LP,56.2,488 / 380,Baleygr
#16,Mid,Chovy,Challenger - 25 LP,62.2,559 / 340,TheStriker9
#17,Mid,Etosh,Challenger - 21 LP,57.7,528 / 387,Etosh
#18,ADC,snky,Challenger - 16 LP,57.1,454 / 341,haxplague1
#19,Top,SheIsLegal,Challenger - 16 LP,57.0,544 / 411,PaxVan
#20,Mid,QQ Miku,Challenger - 15 LP,49.5,459 / 469,Futaro
#21,Jungle,Aela ,Challenger - 14 LP,57.8,490 / 358,MolscarZX
#22,Top,Kingen,Challenger - 11 LP,58.5,583 / 414,Maffayoo
#23,Jungle,Clid 2.0,Challenger - 11 LP,55.0,530 / 434,Coach_Kim
#24,Jungle,Souless,Challenger - 7 LP,56.8,792 / 602,Bitesized
#25,Mid,Factor,Challenger - 6 LP,56.6,533 / 408,thefactor7
#26,Mid,Piols,Challenger - 3 LP,52.6,552 / 497,Piols
#27,Support,DedeKong,Diamond I - 98 LP,51.0,522 / 501,PooPooPeePee
#28,Top,DoinB,Diamond I - 96 LP,57.4,380 / 282,LordArtos
#29,Mid,Prime Faker,Diamond I - 94 LP,52.7,509 / 457,LDK
#30,Top,Doesnt,Diamond I - 93 LP,49.3,465 / 478,Princess
#31,Jungle,TheSecretWeapon,Diamond I - 91 LP,55.2,470 / 381,Erknaite
#32,Top,Bde,Diamond I - 88 LP,53.0,550 / 487,Deu13
#33,Top,Lon qu,Diamond I - 87 LP,52.3,509 / 464,Nyubola
#34,ADC,Jackinev,Diamond I - 84 LP,51.2,418 / 398,Furfrou
#35,Support,suppbeast777,Diamond I - 83 LP,52.8,513 / 459,squzzz
#36,Top,cp mccreamy,Diamond I - 82 LP,56.9,538 / 408,Meow woeM
#37,Support,The-Georg,Diamond I - 81 LP,55.1,475 / 387,Kagecko
#38,Mid,Zer0,Diamond I - 79 LP,45.1,452 / 551,Trindor
#39,Mid,Ric,Diamond I - 78 LP,54.2,404 / 342,kubote
#40,Jungle,Bliz,Diamond I - 75 LP,50.5,529 / 519,GooseHouse
#41,Mid,Khuzait,Diamond I - 74 LP,48.5,416 / 441,Dehkari
#42,Jungle,BigBillsPlatypus,Diamond I - 72 LP,58.2,528 / 379,Viserra0325
#43,Top,Scarra,Diamond I - 72 LP,63.4,386 / 223,OfflineTV
#44,Support,xplayz4dayz,Diamond I - 70 LP,57.5,477 / 353,froggen
#45,ADC,EzReallyNotHard,Diamond I - 69 LP,51.7,493 / 460,PooPooPeePee
#46,Top,Alistar top,Diamond I - 68 LP,53.7,523 / 451,roysiggi 2 
#47,ADC,Green Arrow,Diamond I - 67 LP,52.5,397 / 359,JamesM
#48,Top,Pls dont feed,Diamond I - 66 LP,47.6,435 / 478,roysiggi
#49,Mid,T,Diamond I - 65 LP,53.1,535 / 472,Deu13
#50,Jungle,BlabberFIsh,Diamond I - 62 LP,58.1,511 / 369,Meteo
#51,Top,GuppyMilk,Diamond I - 61 LP,56.7,477 / 365,gespenst
#52,Top,Dargon,Diamond I - 60 LP,52.7,427 / 384,Zettohail
#53,ADC,fnc jjboce adc,Diamond I - 59 LP,50.8,490 / 474,jjboce
#54,Support,TheM,Diamond I - 59 LP,54.7,475 / 394,Mclmatt
#55,ADC,Ornstein,Diamond I - 59 LP,54.9,563 / 463,ebaines
#56,Support,Dibbs,Diamond I - 57 LP,52.8,447 / 399,MaverickG
#57,Support,Gelato,Diamond I - 56 LP,49.6,394 / 400,NismanSlayer
#58,Jungle,Heroofthevalley,Diamond I - 56 LP,58.4,481 / 342,Tha toad
#59,Jungle,Nunu V2,Diamond I - 55 LP,57.6,638 / 470,willchung1024
#60,Support,Chichachuchas,Diamond I - 54 LP,52.2,344 / 315,Udodaun
#61,ADC,Karma,Diamond I - 54 LP,55.2,405 / 329,Dark Pact
#62,Jungle,ggbebe,Diamond I - 54 LP,55.8,690 / 546,garbz
#63,Jungle,Papafrita,Diamond I - 53 LP,58.1,485 / 350,NismanSlayer
#64,Top,Tryhard,Diamond I - 52 LP,48.7,494 / 521,Baleygr
#65,ADC,Rem-chan,Diamond I - 52 LP,55.4,449 / 362,Kuurys
#66,Support,Wilde,Diamond I - 50 LP,53.8,631 / 542,Wealth_and_Taste
#67,Mid,Neekolul,Diamond I - 50 LP,52.2,480 / 440,Simp
#68,Support,Layzrone,Diamond I - 49 LP,53.1,469 / 415,Wormy -iwtd-
#69,Jungle,EricDoesntSux,Diamond I - 48 LP,56.7,545 / 416,kyleperkins
#70,ADC,DieFliegendeMaus,Diamond I - 48 LP,48.1,409 / 441,doofboy13
#71,Mid,Hide in poon,Diamond I - 47 LP,55.7,482 / 384,kamiOCE
#72,Mid,Engel,Diamond I - 47 LP,56.8,230 / 175,Billy
#73,Support,Kiyoon,Diamond I - 47 LP,55.2,645 / 524,Bitesized
#74,ADC,Tha Toad,Diamond I - 47 LP,51.2,410 / 391,Tha toad
#75,Support,Elythys,Diamond I - 45 LP,52.1,529 / 486,Elythys
#76,Mid,Ciaran,Diamond I - 44 LP,53.6,646 / 559,ebaines
#77,ADC,Ree-ason,Diamond I - 43 LP,55.0,449 / 367,hmphree
#78,Top,Hauntzer,Diamond I - 43 LP,53.5,493 / 428,Danie1
#79,Top,Mr Greyjoy,Diamond I - 42 LP,48.4,450 / 479,trollesha
#80,Mid,Ciri,Diamond I - 42 LP,50.6,562 / 549,warmi024
#81,ADC,PiCake,Diamond I - 42 LP,54.6,426 / 354,Niern
#82,ADC,Yu Shuang,Diamond I - 42 LP,52.5,412 / 373,LPLAhri
#83,ADC,SexyB,Diamond I - 41 LP,50.0,433 / 433,Billy
#84,Jungle,Prophet,Diamond I - 40 LP,57.5,561 / 414,Four
#85,Mid,Frethborn,Diamond I - 40 LP,52.8,400 / 358,Jinxnator
#86,Mid,Pikaboo,Diamond I - 39 LP,50.9,475 / 458,Shagrad
#87,ADC,Ahiax,Diamond I - 39 LP,55.8,437 / 346,roger
#88,Top,Togato,Diamond I - 39 LP,54.4,469 / 393,Megadava
#89,Mid,Rhetco,Diamond I - 38 LP,49.4,494 / 506,Furfrou
#90,Jungle,DarkJ,Diamond I - 38 LP,53.1,459 / 405,remixitagain
#91,ADC,Pokimane,Diamond I - 38 LP,57.1,499 / 375,Simp
#92,ADC,Aurantz,Diamond I - 37 LP,52.2,349 / 320,Lasker
#93,ADC,Lidl Bear,Diamond I - 36 LP,52.9,532 / 474,wertyce
#94,ADC,Coldest,Diamond I - 36 LP,50.0,385 / 385,MaverickG
#95,Top,KSet,Diamond I - 35 LP,54.6,497 / 413,CJackz
#96,Mid,0/10 yasuo,Diamond I - 34 LP,52.6,520 / 469,aquietghost
