Rank number,Role,Player name,Rank,Win rate(%),Wins / losses,Coach
#1,ADC,Rabbit4,Challenger - 291 LP,60.7,438 / 284,willchungtester
#2,Jungle,Kaltch,Challenger - 200 LP,61.7,356 / 221,Princess
#3,Support,unicornpetpetuwu,Challenger - 161 LP,60.3,296 / 195,GamerGirls
#4,Support,Princess,Challenger - 140 LP,63.3,280 / 162,Princess
#5,Mid,Etosh,Challenger - 84 LP,58.0,512 / 370,Etosh
#6,Support,HelpingX,Challenger - 59 LP,60.2,426 / 282,Felixxx
#7,Top,Heimerdonger,Challenger - 43 LP,54.3,569 / 479,TimoMacDonut
#8,Jungle,tarzaned,Challenger - 43 LP,59.5,499 / 339,Tyler1
#9,Top,SilSol,Challenger - 42 LP,56.2,524 / 409,silsoleuw
#10,Top,Kingen,Challenger - 41 LP,58.5,566 / 401,Maffayoo
#11,Top,DoinB,Challenger - 39 LP,58.2,374 / 269,LordArtos
#12,Jungle,SmelliElli,Challenger - 36 LP,57.8,484 / 353,bigjon
#13,ADC,Teddy,Challenger - 36 LP,58.3,423 / 302,Kim
#14,ADC,Botkekw,Challenger - 34 LP,52.1,458 / 421,shaqui
#15,Top,Fabrizio Frizzi,Challenger - 32 LP,55.7,535 / 425,CQANQKA
#16,Mid,Chovy,Challenger - 31 LP,62.4,550 / 332,TheStriker9
#17,Support,Rabbit5,Challenger - 28 LP,53.7,509 / 438,willchungtester
#18,Jungle,TheSecretWeapon,Challenger - 28 LP,55.7,462 / 368,Erknaite
#19,Top,Scarra,Challenger - 23 LP,63.6,372 / 213,OfflineTV
#20,ADC,snky,Challenger - 18 LP,57.1,441 / 331,haxplague1
#21,Jungle,Aela ,Challenger - 17 LP,57.5,474 / 350,MolscarZX
#22,Jungle,AttSeeker,Challenger - 16 LP,57.4,522 / 388,PaxVan
#23,Jungle,Canyon,Challenger - 14 LP,58.0,356 / 258,YamatoCannon
#24,Top,Doesnt,Challenger - 5 LP,49.2,455 / 470,Princess
#25,ADC,fnc jjboce adc,Challenger - 2 LP,51.2,479 / 457,jjboce
#26,ADC,MolscarZ,Challenger - 2 LP,50.2,487 / 483,MolscarZX
#27,ADC,Jackinev,Challenger - 1 LP,51.1,407 / 389,Furfrou
#28,Mid,QQ Miku,Diamond I - 99 LP,49.4,446 / 456,Futaro
#29,ADC,Noob,Diamond I - 98 LP,55.9,477 / 377,Baleygr
#30,ADC,Ornstein,Diamond I - 90 LP,55.0,552 / 451,ebaines
#31,Top,KSet,Diamond I - 88 LP,55.2,490 / 397,CJackz
#32,Support,Gelato,Diamond I - 84 LP,49.7,374 / 379,NismanSlayer
#33,Top,SheIsLegal,Diamond I - 84 LP,56.6,517 / 396,PaxVan
#34,Support,The-Georg,Diamond I - 83 LP,55.1,463 / 378,Kagecko
